timestamp,rxKiloBytes,txKiloBytes,duration
1557360947240,0,0,15000
1557360962264,0,0,15000
1557360977296,4,6,15000
1557360992349,0,0,15000
1557361007386,0,0,15000
1557361022429,0,0,15000
1557361037474,2,0,15000
1557361052518,0,0,15000
1557361067558,0,0,15000
1557361082611,0,0,15000
1557361097661,0,0,15000
1557361112701,17,259,15000
1557361127739,4,1,15000
1557361142780,0,0,15000
1557361157819,0,0,15000
1557361172861,0,0,15000
1557361187900,0,0,15000
1557361202945,14,4,15000
1557361217969,0,1,15000
1557362202894,261,54,15000
1557362217912,484,101,15000
1557362232925,2699,115,15000
1557362247939,14,8,15000
1557362262952,5,3,15000
1557362277968,385,61,15000
1557362292997,145,6,15000
1557362308043,3175,135,15000
1557362323091,9,110,15000
1557362338125,2407,56,15000
1557362353176,331,11,15000
1557362368200,265,7,15000
1557362383219,343,8,15000
1557362398235,307,11,15000
1557362413262,555,21,15000
1557362428278,402,11,15000
1557362443297,220,49,15000
1557362458322,110,49,15000
1557362473346,828,118,15000
1557362488365,958,74,15000
1557362503385,9,16,15000
1557362518402,1108,102,15000
1557362533427,62,44,15000
1557362548464,667,32,15000
1557362563481,842,65,15000
1557362578499,5591,98,15000
1557362593348,2646,73,15000
1557362608371,2217,63,15000
1557362623383,13128,571,15000
1557362638405,567,17,15000
1557362653415,1,3,15000
1557362668426,3829,83,15000
1557362683454,118,8,15000
1557362698478,2123,57,15000
1557362713498,131,6,15000
1557362728512,460,24,15000
1557362743545,179,7,15000
1557362758565,2,8,15000
1557362773575,10422,211,15000
1557362788634,1332,55,15000
1557362803649,0,0,15000
1557362818682,1,6,15000
1557362833701,1505,303,15000
1557362848722,389,23,15000
1557364618806,11,3,15000
1557364918907,6,4,15000
1557364933924,247,37,15000
1557364948937,316,11,15000
1557364963954,15,12,15000
1557364978967,64,8,15000
1557365429060,4,7,15000
1557365444088,21,12,15000
1557365459133,0,0,15000
1557365474157,49,2371,15000
1557368476733,0,0,15000
1557368491759,0,0,15000
1557368506796,0,0,15000
1557368521848,0,0,15000
1557368536888,0,0,15000
1557368551932,0,0,15000
1557368566974,0,0,15000
1557368582017,0,0,15000
1557368597041,0,0,15000
1557369617894,0,8,15000
1557369632906,41,17,15000
1557369753015,32,18,15000
1557369768040,306,30,15000
1557369783054,1104,222,15000
1557369798068,1181,215,15000
1557369813097,1,0,15000
1557369828137,0,0,15000
1557369843154,0,0,15000
1557369858176,860,291,15000
1557369873193,461,49,15000
1557369888221,452,211,15000
1557369903252,147,48,15000
1557369918284,1,0,15000
1557369933326,0,0,15000
1557369948367,12,9,15000
1557370008448,1,0,15000
1557370023469,0,0,15000
1557370038490,2,2,15000
1557370053524,0,0,15000
1557370068564,0,0,15000
1557370083595,2,2,15000
1557370098610,741,299,15000
1557370113659,1148,457,15000
1557370128668,8,8,15000
1557370143688,193,141,15000
1557370158696,631,56,15000
1557370173718,10,5,15000
1557370188750,180,22,15000
1557370203841,326,109,15000
1557370218859,18,12,15000
1557370233867,182,61,15000
1557370248880,421,55,15000
1557370263907,4,0,15000
1557374842928,23,7,15000
1557374857948,1,1,15000
1557374872960,30,38,15000
1557374887971,11,8,15000
1557374995392,0,1,15000
1557375866095,37,11,15000
1557376001226,18,8,15000
1557376016245,21,7,15000
1557376031261,88,47,15000
1557376046288,57,81,15000
1557376721898,13,5,15000
1557376736975,152,40,15000
1557376752006,2669,10865,15000
1557376767048,269,13115,15000
1557376782082,103,5939,15000
1557376797107,53,1517,15000
1557376812122,11,5,15000
1557376827140,0,0,15000
1557376947265,0,0,15000
1557376962279,0,0,15000
1557377427665,0,0,15000
1557377442701,0,0,15000
1557377457734,0,0,15000
1557377472769,16,4,15000
1557377487818,12,0,15000
1557377502879,0,0,15000
1557377517923,0,0,15000
1557377532965,0,0,15000
1557377547994,14,3,15000
1557377563028,11,4,15000
1557377578053,8,5,15000
1557377593094,2,1,15000
1557377608129,1,4,15000
1557377623174,0,0,15000
1557377638206,0,0,15000
1557377653233,0,0,15000
1557377668265,15,7,15000
1557377683300,22,22,15000
1557377698330,0,0,15000
1557377713360,0,0,15000
1557377728393,0,0,15000
1557377743465,0,0,15000
1557377758518,8,105,15000
1557377773576,18,13,15000
1557377788615,25,9,15000
1557377803637,0,0,15000
1557377818658,0,0,15000
1557377833703,0,0,15000
1557377848741,0,0,15000
1557377863770,1,0,15000
1557377878796,0,0,15000
1557377893811,69,21,15000
1557377908832,1241,107,15000
1557377923851,205,59,15000
1557377938870,135,54,15000
1557379650329,5,3,15000
1557379860519,29,6,15000
1557382113372,34,44,15000
1557385010677,2,2,15000
1557385025690,23,4,15000
1557385070729,10552,170,15000
1557385085739,39,17,15000
1557385100760,0,0,15000
1557385115791,99,28,15000
1557385130810,471,105,15000
1557385145839,295,26,15000
1557385160865,329,82,15000
1557385175900,91,92,15000
1557385190925,101,101,15000
1557385205937,377,30,15000
1557385220952,58,62,15000
1557385235963,52,26,15000
1557385250973,316,75,15000
1557385265982,66,25,15000
1557385671290,72,1974,15000
1557385686304,0,0,15000
1557387535924,77,32,15000
1557387550960,10,5,15000
1557387716102,0,0,15000
1557387731116,0,0,15000
1557388421704,1,1,15000
1557388436718,77,33,15000
1557388857041,1,1,15000
1557388872073,0,0,15000
1557388917119,42,6,15000
1557388932149,2,2,15000
1557388947183,0,0,15000
1557389127348,104,280,15000
1557389142375,13,4,15000
1557389202437,33,30,15000
1557389217463,33,15,15000
1557389322569,13130,264,15000
1557389337606,125,48,15000
1557389352435,149,63,15000
1557389367447,51,40,15000
1557389382465,38,18,15000
1557390283128,127,63,15000
1557390298142,62,30,15000
1557390313179,6,3,15000
1557390493355,483,60,15000
1557390508383,4,4,15000
1557390523418,962,65,15000
1557390538451,0,0,15000
1557390553479,308,44,15000
1557390568540,1,5,15000
1557390583570,6,5,15000
1557390598603,22,9,15000
1557390613634,94,25,15000
1557390628649,120,9,15000
1557390643693,375,22,15000
1557390658742,105,29,15000
1557390673765,69,18,15000
1557390808875,3953,268,15000
1557390824063,326,44,15000
1557390839102,447,28,15000
1557392100232,0,2,15000
1557392115246,2,6,15000
1557392130263,7,13,15000
1557392145286,76,67,15000
1557392160319,10,21,15000
1557392175337,35,25,15000
1557392190356,180,79,15000
1557392205381,1424,186,15000
1557392220397,1430,51,15000
1557392235413,948,22,15000
1557392250445,842,14,15000
1557392265461,766,28,15000
1557392280478,839,28,15000
1557392295493,762,21,15000
1557392310509,814,21,15000
1557392325524,3,2,15000
1557392340539,4,3,15000
1557392355557,0,1,15000
1557392370574,0,1,15000
1557392385588,0,2,15000
1557392400604,0,0,15000
1557392415623,24,42,15000
1557392430647,384,32,15000
1557392445676,31,20,15000
1557392460722,1389,91,15000
1557392475743,14,10,15000
1557392490775,17,11,15000
1557392505796,130,39,15000
1557392520812,119,46,15000
1557392535828,1118,57,15000
1557392550866,160,59,15000
1557392565885,1218,98,15000
1557392580918,209,45,15000
1557392595944,2069,82,15000
1557392610960,316,56,15000
1557392625974,452,116,15000
1557392640989,96,43,15000
1557392656027,360,65,15000
1557392671064,221,78,15000
1557392686089,1799,77,15000
1557392701105,398,72,15000
1557392716119,690,29,15000
1557392731133,1100,74,15000
1557392746146,746,24,15000
1557392761164,583,58,15000
1557392776181,2508,67,15000
1557392791197,220,52,15000
1557392806214,2030,368,15000
1557392821231,1101,82,15000
1557392836246,547,58,15000
1557392851261,81,44,15000
1557392866276,32,30,15000
1557392881288,406,112,15000
1557392896302,1383,49,15000
1557392911317,1330,35,15000
1557392926333,698,17,15000
1557392941347,672,16,15000
1557393106449,59,29,15000
1557393121465,77,28,15000
1557393241531,7,5,15000
1557393571797,3,4,15000
1557393947087,807,74,15000
1557393962111,18,4,15000
1557393977138,239,13,15000
1557393992149,6987,143,15000
1557394007179,836,17,15000
1557394022201,7862,193,15000
1557394037214,2091,41,15000
1557394052233,610,29,15000
1557394067248,5,1,15000
1557394082262,3,1,15000
1557394097278,7,12,15000
1557394112301,0,0,15000
1557394127327,3502,76,15000
1557394142343,2405,29,15000
1557394157364,3270,32,15000
1557394172381,2345,22,15000
1557394187399,4752,74,15000
1557394202418,3239,21,15000
1557394217431,3133,20,15000
1557394232446,3311,21,15000
1557394247473,3157,23,15000
1557394262486,3485,20,15000
1557394277508,3120,20,15000
1557394292541,2205,9,15000
1557394307564,1701,13,15000
1557394322612,1373,76,15000
1557394337658,1971,43,15000
1557394352709,917,8,15000
1557394367747,14,1,15000
1557394382802,0,2,15000
1557394397857,0,0,15000
1557394412895,5,4,15000
1557394427935,6,5,15000
1557394442983,0,0,15000
1557394458029,41,4,15000
1557394473051,685,27,15000
1557394488066,2439,3070,15000
1557394503079,1003,17,15000
1557394518090,1664,11,15000
1557394533101,2271,61,15000
1557394548114,633,43,15000
1557394563127,827,10,15000
1557394578139,1153,19,15000
1557394593150,864,12,15000
1557394608165,1127,9,15000
1557394623180,790,266,15000
1557394638194,732,7,15000
1557394653204,1153,46,15000
1557394668221,1295,19,15000
1557394683241,468,13,15000
1557394698255,1427,12,15000
1557394713265,2628,69,15000
1557394728284,1237,13,15000
1557394743297,2225,35,15000
1557394758311,966,9,15000
1557394773321,1344,13,15000
1557394788335,1244,14,15000
1557394803347,1091,13,15000
1557394818367,1229,20,15000
1557394833380,4244,234,15000
1557394848391,3578,53,15000
1557394863410,1167,13,15000
1557394878431,3311,58,15000
1557394893445,2939,12,15000
1557394908459,2898,14,15000
1557394923473,1893,9,15000
1557394938483,965,14,15000
1557394953501,443,14,15000
1557394968519,982,7,15000
1557394983536,1080,12,15000
1557394998549,804,8,15000
1557395013562,676,8,15000
1557395028576,681,8,15000
