timestamp,UVExposureToday,UVIndexLevel
1557645206224,0,NONE
1557645266233,0,NONE
1557645326227,0,NONE
1557645386235,0,NONE
1557645446243,0,NONE
1557645506234,0,NONE
1557645566251,0,NONE
1557645626237,0,NONE
1557645686322,0,NONE
1557645746249,0,NONE
1557645806244,0,NONE
1557645866241,0,NONE
1557645926249,0,NONE
1557645986234,0,NONE
1557646046252,0,NONE
1557646106260,0,NONE
1557646166249,0,NONE
1557646226254,0,NONE
1557646286291,0,NONE
1557646346249,0,NONE
1557646406254,0,NONE
1557646466259,0,NONE
1557646526244,0,NONE
1557646586251,0,NONE
1557646646246,0,NONE
1557646706260,0,NONE
1557646766272,0,NONE
1557646826306,0,NONE
1557646886259,0,NONE
1557646946253,0,NONE
1557647006389,0,NONE
1557647066251,0,NONE
1557647126256,0,NONE
1557647186338,0,NONE
1557647246269,0,NONE
1557647306256,0,NONE
1557647366301,0,NONE
1557647426271,0,NONE
1557647486261,0,NONE
1557647546259,0,NONE
1557647606270,0,NONE
1557647666261,0,NONE
1557647726277,0,NONE
1557647786265,0,NONE
1557647846279,0,NONE
1557647906267,0,NONE
1557647966273,0,NONE
1557648026315,0,NONE
1557648086275,0,NONE
1557648146285,0,NONE
1557648206319,0,NONE
1557648266288,0,NONE
1557648326275,0,NONE
1557648386330,0,NONE
1557648446289,0,NONE
1557648506296,0,NONE
1557648566296,0,NONE
1557648626285,0,NONE
1557648686286,0,NONE
1557648746296,0,NONE
1557648806276,0,NONE
1557648866296,0,NONE
1557648926288,0,NONE
1557648986289,0,NONE
1557649046301,0,NONE
1557649106353,0,NONE
1557649166299,0,NONE
1557649226347,0,NONE
1557649285487,0,NONE
1557649345448,0,NONE
1557649405445,0,NONE
1557649465461,0,NONE
1557649525447,0,NONE
1557649585463,0,NONE
1557649645442,0,NONE
1557649705451,0,NONE
1557649765452,0,NONE
1557649825486,0,NONE
1557649885453,0,NONE
1557649945468,0,NONE
1557650005457,0,NONE
1557650065451,0,NONE
1557650127015,0,NONE
1557650185455,0,NONE
1557650245472,0,LOW
1557650305551,0,NONE
1557650365491,0,NONE
1557650425468,0,NONE
1557650485473,0,NONE
1557650545470,0,NONE
1557650605470,0,NONE
1557650665471,0,NONE
1557650725473,0,NONE
1557650785474,0,NONE
1557650845462,0,NONE
1557650905464,0,NONE
1557650965467,0,NONE
1557651025481,0,NONE
1557651085487,0,NONE
1557651145485,0,NONE
1557651205482,0,NONE
1557651265472,0,NONE
1557651325483,0,NONE
1557651385484,0,NONE
1557651445477,0,NONE
1557651505518,0,NONE
1557651565504,0,NONE
1557651625499,0,NONE
1557651685490,0,NONE
1557651745525,0,NONE
1557651805500,0,NONE
1557651865496,0,NONE
1557651925484,0,NONE
1557651985500,0,NONE
1557652045490,0,NONE
1557652105501,0,NONE
1557652165486,0,NONE
1557652225498,0,NONE
1557652285486,0,NONE
1557652345497,0,NONE
1557652405486,0,NONE
1557652465532,0,NONE
1557652525499,0,NONE
1557652585490,0,NONE
1557652645506,0,NONE
1557652705522,0,NONE
1557652765493,0,NONE
1557652825496,0,NONE
1557652885501,0,NONE
1557652945503,0,NONE
1557653005521,0,NONE
1557653065509,0,NONE
1557653125507,0,NONE
1557653185512,0,NONE
1557653245510,0,NONE
1557653305517,0,NONE
1557653365502,0,NONE
1557654945905,0,NONE
1557655005902,0,NONE
1557655065897,0,NONE
1557655125887,0,NONE
1557655185887,0,NONE
1557655245895,0,NONE
1557655305886,0,NONE
1557655365932,0,NONE
1557655425889,0,NONE
1557655485889,0,NONE
1557655545895,0,NONE
1557655605908,0,NONE
1557655665899,0,NONE
1557655725894,0,NONE
1557655785913,0,NONE
1557655845896,0,NONE
1557655905913,0,NONE
