timestamp,Temperature
1557633851486,0
1557633874373,26.2999992371
1557633851486,0
1557633874373,26.2999992371
1557633851486,0
1557633874373,26.2999992371
1557633851486,0
1557633874373,26.2999992371
1557633851486,0
1557633874373,26.2999992371
1557633851486,0
1557633874373,26.2999992371
1557644704875,30.0300006866
1557645171182,29.2800006866
1557645185639,29.3899993896
1557645215706,29.4799995422
1557645245806,30.3799991608
1557645275954,30.8600006104
1557645305961,31.0799999237
1557645336040,31.3199996948
1557645366163,31.4899997711
1557645396214,31.6499996185
1557645426280,31.7900009155
1557645456415,31.8600006104
1557645486445,31.9300003052
1557645516524,32.0099983215
1557645546683,32.1399993896
1557645576704,32.2200012207
1557645606776,32.2200012207
1557645636931,32.3199996948
1557645666940,32.3800010681
1557645697030,32.4900016785
1557645727151,32.5999984741
1557645757184,32.6599998474
1557645787269,32.7000007629
1557645817367,32.7400016785
1557645847440,32.7900009155
1557645877519,32.7900009155
1557645907612,32.8300018311
1557645937708,32.8699989319
1557645967764,32.9199981689
1557645997846,32.9099998474
1557646027948,32.9000015259
1557646058001,32.9799995422
1557646088099,33.0099983215
1557646118252,33.1100006104
1557646148252,33.1699981689
1557646178342,33.2099990845
1557646208483,33.2400016785
1557646238494,33.2799987793
1557646268593,33.2999992371
1557646298688,33.3199996948
1557646328752,33.3300018311
1557646358835,33.3300018311
1557646388902,33.3400001526
1557646418992,33.3499984741
1557646449073,33.3600006104
1557646479168,33.3699989319
1557646509231,33.3800010681
1557646539358,33.3800010681
1557646569415,33.3899993896
1557646599497,33.3800010681
1557646629612,33.3899993896
1557646659639,33.3899993896
1557646689730,33.3899993896
1557646719939,33.4000015259
1557646749894,33.4099998474
1557646779970,33.3899993896
1557646810083,33.3899993896
1557646840141,33.3899993896
1557646870218,33.2900009155
1557646900346,33.3499984741
1557646930379,33.4099998474
1557646960458,33.4500007629
1557646990543,33.4900016785
1557647020626,33.5800018311
1557647050722,33.6500015259
1557647080796,33.6699981689
1557647110890,33.7000007629
1557647140971,33.7000007629
1557647171056,33.6699981689
