timestamp,altitude,longitude,latitude,speed,accuracy
1557633302674,81.0,127.3579771,36.36746,0.0,17.61
1557633664442,81.0,127.3579022,36.3675056,0.0,15.813
1557633929481,75.4000015259,127.3581044,36.3675822,0.0,31.032
1557633935687,74.4000015259,127.3582015,36.3674169,0.0,16.675
1557633940632,74.4000015259,127.3582367,36.3674565,0.0,15.424
1557633950774,74.4000015259,127.3582755,36.3673582,0.0,14.389
1557633961378,74.4000015259,127.3583492,36.3672653,0.0,14.968
1557633973189,74.4000015259,127.3584499,36.3672164,0.0,15.846
1557633987074,169.132321015,127.3585127,36.3671492,1.1932093,39.006
1557633988029,169.602494034,127.3585787,36.3671161,0.9404882,43.818
1557633988933,155.756782695,127.3586882,36.3670592,0.8638795,55.43
1557633989940,137.603092296,127.358797,36.3669185,0.5473554,49.194
1557633990940,137.6016451,127.3588263,36.3668788,0.0,51.403
1557633992004,98.7629678202,127.3586644,36.366788,0.9126066,25.532
1557633993003,80.7063913401,127.358585,36.3668267,0.5784275,12.751
1557633998426,83.4629655827,127.358534,36.3668496,0.0,12.067
1557634007000,71.5035980759,127.358475,36.3668763,0.0,5.622
1557634011000,70.7876830668,127.3584201,36.3668909,0.0,5.09
1557634060928,70.8938987309,127.3583741,36.3668797,0.0,3.0
1557634315746,75.4000015259,127.3582569,36.3669166,0.0,17.641
1557634321372,73.4000015259,127.3583241,36.3668542,0.0,23.533
1557634331848,74.0999984741,127.3585078,36.3666984,0.0,26.481
1557634336916,80.6999969482,127.3585558,36.3667448,0.0,30.68
1557634347019,77.5,127.3584293,36.3667531,0.0,34.019
1557634358076,0.0,127.3585297,36.3667261,0.0,40.577
1557634363546,0.0,127.3584664,36.3668085,0.0,40.568
1557634373647,74.8000030518,127.3584185,36.3662334,0.0,16.283
1557634383738,0.0,127.3583748,36.3661882,0.0,14.145
1557634388778,74.8000030518,127.3583366,36.3661523,0.0,14.488
1557634405328,78.6999969482,127.3582045,36.366002,0.0,14.542
1557634410357,78.9000015259,127.3580951,36.3659675,0.0,18.049
1557634415394,0.0,127.358,36.3658813,0.0,15.237
1557634420453,0.0,127.3579018,36.3659055,0.0,18.935
1557634430532,94.1999969482,127.3577412,36.3659627,0.0,20.227
1557634435561,0.0,127.3577253,36.36586,0.0,23.191
1557634441590,82.6999969482,127.3579077,36.3657601,0.0,16.974
1557634447022,0.0,127.3579145,36.3657106,0.0,23.151
1557634452017,0.0,127.3578717,36.365566,0.0,22.008
1557634462141,0.0,127.3578099,36.3655085,0.0,31.523
1557634468167,0.0,127.3579281,36.3654638,0.0,18.091
1557634473614,0.0,127.3579944,36.3654739,0.0,15.949
