timestamp,altitude,longitude,latitude,speed,accuracy
1557364567302,77.5999984741,127.3580825,36.3675441,0.0,15.708
1557364623284,80.9000015259,127.3586999,36.3670311,0.0,15.631
1557364636257,74.0999984741,127.3586112,36.366996,0.0,22.576
1557364637621,92.1939948033,127.358704,36.3670405,1.2533631,10.598
1557364639606,84.5150911861,127.3587347,36.3670878,1.5314282,8.732
1557364645608,80.6999969482,127.3587603,36.3671307,0.3026588,8.915
1557364650611,81.0,127.3587268,36.3671717,0.0,9.894
1557364663999,81.3000030518,127.358745,36.367129,3.0921414,10.354
1557364664935,78.3702919001,127.358842,36.3670839,0.0,8.663
1557364666999,73.9802659949,127.3589753,36.367028,3.5817053,8.516
1557364667999,74.0519913965,127.3590554,36.3669923,3.327098,7.07
1557364669999,72.458093974,127.3591505,36.3669545,3.9104917,6.547
1557364670999,71.5282007796,127.3592496,36.3669322,4.038016,8.0
1557364672999,71.0120293884,127.3593307,36.3669064,4.0961003,8.0
1557364674999,70.3915005122,127.3594131,36.3668823,4.223167,6.0
1557364676999,69.5031485801,127.3594954,36.3668624,4.01956,6.0
1557364678999,68.5982693234,127.3595781,36.3668405,4.457832,6.0
1557364680999,68.5921322963,127.3596662,36.3668198,4.4424176,4.0
1557364682999,67.9892559556,127.3597547,36.3667955,4.429268,4.0
1557364684999,68.7144153081,127.3598488,36.3667704,4.4299817,4.0
1557364686999,68.5559047525,127.3599437,36.3667422,4.440239,4.0
1557364688999,68.447113603,127.3600403,36.3667152,4.444804,4.0
1557364690999,68.541949036,127.3601318,36.3666891,4.429464,4.0
1557364692999,68.4881250099,127.3602163,36.3666668,4.378974,4.0
1557364694999,68.5869543252,127.3602897,36.3666494,4.265709,6.0
1557364696999,68.0776340165,127.3603713,36.3666336,4.1458254,6.0
1557364698999,67.4795758264,127.3604523,36.3666293,4.034907,6.0
1557364701042,66.9176026025,127.3605079,36.3666348,0.0,5.648
1557364702999,65.6544707376,127.3605748,36.3666529,3.833902,5.06
1557364704999,63.5899567954,127.3606521,36.3666922,3.7763002,5.124
1557364705640,62.5781796985,127.3607042,36.3667265,0.0,4.866
1557364707999,61.2687367331,127.3607686,36.3667711,3.8002026,5.063
1557364709999,60.8642532219,127.3608553,36.366817,3.8638184,5.141
1557364711999,60.4592270013,127.3609472,36.3668465,3.9220672,5.189
1557364713999,60.3986048046,127.361093,36.3668581,4.019109,6.0
1557364714999,61.3023023981,127.3611489,36.36685,4.058379,6.0
1557364716999,60.7699575839,127.361254,36.3668296,4.1623363,6.0
1557364717999,60.1580822411,127.3613115,36.36681,4.235004,6.0
1557364718999,59.9986159024,127.3613659,36.3667994,4.3012705,6.0
1557364719999,59.9381455757,127.3614214,36.3667871,4.373862,6.0
1557364720999,59.7472175011,127.3614788,36.3667736,4.4346337,6.0
1557364722999,59.2360287653,127.3615859,36.3667477,4.5339804,6.0
1557364723999,59.6841408704,127.3616485,36.366734,4.5781817,6.0
1557364724999,59.4492594574,127.3617117,36.3667249,4.6248055,6.0
1557364725999,59.2593323782,127.3617737,36.366715,4.671665,6.0
1557364726999,59.7740847024,127.3618335,36.3667061,4.906447,8.0
1557364727999,59.6026298057,127.3618916,36.366694,4.993052,8.0
1557364728999,59.1200849949,127.3619546,36.3666824,5.1692405,8.0
1557364729999,58.7343576571,127.3620124,36.3666746,5.0001426,8.0
1557364730999,58.2911742354,127.3620726,36.3666649,5.109537,8.0
1557364731999,57.6971971169,127.36213,36.3666531,5.19861,8.0
1557364732999,57.9953289537,127.3621891,36.3666437,5.2249107,8.0
1557364733999,57.6192150886,127.3622515,36.3666349,5.2926316,8.0
1557364734999,57.3956987924,127.3623079,36.3666237,5.0941834,8.0
1557364735999,56.9238687712,127.3623624,36.3666074,5.09989,8.0
1557364736999,56.7021365857,127.3624174,36.3665934,4.9353776,8.0
1557364738999,55.3820150439,127.3625216,36.366573,4.858382,8.0
1557364740999,55.319928952,127.3626228,36.3665471,4.566976,8.0
1557364742999,54.8554819413,127.3627263,36.3665211,4.905592,6.0
1557364743999,54.9726666678,127.3627795,36.3665074,5.0151625,6.0
1557364745999,54.3192262146,127.362887,36.3664786,5.2029557,6.0
1557364746999,54.0159328852,127.3629432,36.366467,5.158584,6.0
1557364747999,54.0764610854,127.3629982,36.3664492,5.3261304,6.0
1557364748999,54.0318314643,127.3630434,36.3664156,5.3580294,6.0
1557364749999,53.6660513953,127.3630718,36.3663757,4.964183,6.0
1557364751999,53.2897879351,127.3631226,36.3663028,4.5850744,6.0
1557364753999,52.4696324671,127.3631564,36.3662509,3.7908063,5.38
1557364756999,52.1235839033,127.3631931,36.3662014,1.3493797,4.563
1557364768999,51.0653896695,127.3632449,36.3661834,2.3023849,4.703
1557364770999,50.7272233559,127.3632927,36.3662072,3.1098568,4.84
1557364772999,50.2306702621,127.3633608,36.3662363,3.753932,5.968
1557364773999,50.1781547989,127.3634416,36.3662575,4.0843573,6.0
1557364775999,50.1423839961,127.3634971,36.3662703,3.5806499,5.151
1557364776999,50.5065033718,127.3635706,36.3662798,4.205812,6.0
1557364778999,50.0536965069,127.3636402,36.3663013,3.9817238,5.412
1557364779999,49.8480109349,127.3637019,36.3663167,4.2244716,6.0
1557364781999,50.4325250056,127.3638108,36.3663357,4.273373,4.0
1557364782999,49.0927233273,127.3638811,36.3663457,4.39581,4.0
1557364783999,48.9132981456,127.3639469,36.3663558,4.4870334,4.0
1557364785999,48.8331447117,127.3640492,36.3663678,4.551741,6.0
1557364786999,50.7028139978,127.3641108,36.3663669,4.581457,6.0
1557364788999,51.288647451,127.3642282,36.3663697,4.6355095,6.0
1557364789999,51.9799685298,127.3642909,36.366371,4.661517,6.0
1557364790999,52.5350161937,127.3643485,36.3663752,4.683574,6.0
1557364791999,53.1260294886,127.3644092,36.3663796,4.7106795,6.0
1557364792999,53.5396246455,127.3644695,36.3663854,4.7216015,6.0
1557364794999,53.994074168,127.3645743,36.3663986,4.7216387,6.0
1557364796999,53.9808531655,127.3646785,36.3664148,4.708489,6.0
1557364798999,53.98050578,127.3647799,36.3664411,4.7009244,6.0
1557364800999,53.9667463447,127.3648764,36.3664786,4.6689506,6.0
1557364802999,53.3985925475,127.3649686,36.3665196,4.6352897,6.0
1557364804999,53.130442354,127.3650625,36.3665629,4.6207786,6.0
1557364806999,53.0622374827,127.3651467,36.3666152,4.656637,6.0
1557364807999,53.0563037478,127.3651926,36.3666479,4.679438,6.0
1557364809999,53.0881618675,127.3652882,36.366698,4.703864,6.0
1557364811999,52.8553986465,127.3653705,36.3667391,4.6719055,6.0
1557364813999,52.2105908407,127.3654489,36.3667798,4.5738306,6.0
1557364815999,52.0870436306,127.3655223,36.3668275,4.490028,6.0
1557364817999,52.6157340128,127.365609,36.366871,4.4621725,6.0
1557364818999,51.4794265213,127.3656572,36.3668936,4.4956694,6.0
1557364819999,51.6043215379,127.3657079,36.3669165,4.5313654,6.0
1557364821999,52.1360946529,127.365792,36.3669709,4.5828896,6.0
1557364823999,52.4134331228,127.365868,36.3670292,4.606057,6.0
1557364825999,52.9726327593,127.3659542,36.3670805,4.619244,6.0
1557364827999,53.6629168533,127.3660411,36.3671283,4.6101575,6.0
1557364829999,53.311669919,127.3661271,36.3671738,4.6123137,6.0
1557364831999,53.5672280561,127.3662197,36.3672193,4.6382017,6.0
1557364833999,54.1171783806,127.3663076,36.3672616,4.608407,6.0
1557364835999,54.2769530376,127.3663947,36.3672969,4.550508,6.0
1557364837999,53.8499513792,127.3664775,36.3673331,4.492733,6.0
1557364839999,54.1257438466,127.3665636,36.3673812,4.4562263,6.0
1557364841999,53.9795564479,127.3666521,36.3674282,4.4491363,6.0
1557364843999,53.8076328848,127.36673,36.3674838,4.426783,6.0
1557364844999,54.3764508477,127.3667583,36.3675229,4.365744,6.0
1557364846999,54.6043408938,127.3667815,36.3675879,4.265256,6.0
1557364848999,53.8962810601,127.3668434,36.3676346,4.157702,6.0
1557364850999,54.1161831043,127.3668929,36.3676701,4.0149403,6.0
1557364853999,54.3012816305,127.366934,36.3677033,3.57017,4.882
1557364868999,51.9303301555,127.3669271,36.3677504,0.39894244,3.776
1557364876999,52.0160521644,127.366961,36.3677905,0.045173515,5.01
1557364889056,75.1999969482,127.3669634,36.3678425,0.0,5.589
1557364897878,71.1999969482,127.3670038,36.367937,0.0,14.901
1557364954292,0.0,127.367013,36.3679718,0.0,23.881
1557365016240,89.5,127.3670436,36.3680217,0.0,15.054
1557365057545,89.5,127.3670504,36.3680298,0.0,14.148
1557366135900,89.5,127.3668827,36.3679505,0.0,15.997
1557366151905,89.5,127.3669432,36.3679487,0.0,22.508
1557366173177,89.5,127.3668819,36.3679177,0.0,15.808
1557366219342,89.5,127.3668929,36.3679351,0.0,13.716
1557367427290,89.3000030518,127.3669465,36.367893,0.0,23.513
1557368451132,89.3000030518,127.3668764,36.3679246,0.0,17.406
1557368604946,89.5,127.3669024,36.367879,0.0,22.161
1557369941401,89.5,127.3670274,36.3680122,0.0,14.999
1557369955116,89.5,127.3670531,36.3680289,0.0,14.779
1557370218502,89.5,127.3670617,36.3680364,0.0,14.159
1557370265572,76.0999984741,127.3674763,36.3683241,0.0,17.292
1557370275603,80.4000015259,127.3674251,36.3682736,0.0,14.963
1557370319003,80.4000015259,127.3673724,36.3682325,0.0,16.809
1557370324097,79.4000015259,127.3674296,36.3683129,0.0,20.336
1557370329558,76.0999984741,127.3674199,36.3683618,0.0,26.386
1557370345883,75.5999984741,127.3675172,36.3684434,0.0,25.89
1557370366497,0.0,127.3673392,36.3685918,0.0,41.597
1557370372529,0.0,127.3671829,36.3685439,0.0,43.146
1557370383002,0.0,127.3670949,36.3685949,0.0,44.216
1557370388120,0.0,127.3667751,36.3685729,0.0,42.37
1557370393182,0.0,127.3664232,36.3686563,0.0,34.984
1557370398221,0.0,127.3662292,36.3685544,0.0,27.786
1557370403317,75.3000030518,127.3659888,36.3685023,0.0,18.168
1557370413562,0.0,127.3660963,36.3685487,0.0,26.179
1557370482539,69.3000030518,127.3670499,36.367717,0.0,35.266
1557370492590,0.0,127.3671742,36.3677767,0.0,112.48
1557370516596,0.0,127.3621882,36.3649522,0.0,2000.0
1557370523042,0.0,127.3636373,36.3680903,0.0,112.076
1557370528087,0.0,127.363742,36.3664092,0.0,79.427
1557370533117,0.0,127.36376,36.3661214,0.0,92.666
1557370538150,0.0,127.3619668,36.3664355,0.0,38.35
1557370543190,0.0,127.3617035,36.3663687,0.0,114.909
1557370548233,84.1999969482,127.3626656,36.3655076,0.0,25.638
1557370553284,77.5999984741,127.3616743,36.3652081,0.0,31.857
1557370558341,0.0,127.3612929,36.3652395,0.0,32.738
1557370563421,0.0,127.3611748,36.3652209,0.0,33.536
1557370568477,74.0,127.3605301,36.3649549,0.0,49.057
1557370573531,0.0,127.3607953,36.3650751,0.0,110.894
1557370578585,0.0,127.3601129,36.3649048,0.0,96.14
1557370583639,0.0,127.3583148,36.36429,0.0,87.361
