timestamp,DistanceToday,TotalDistance,MotionType,Pace,Speed
1557633852443,0,6043388,IDLE,0,0
1557633853471,0,6043388,IDLE,0,0
1557633854502,0,6043388,IDLE,0,0
1557633855532,0,6043388,IDLE,0,0
1557633856560,0,6043388,IDLE,0,0
1557633857592,0,6043388,IDLE,0,0
1557633858620,0,6043388,IDLE,0,0
1557633859650,0,6043388,IDLE,0,0
1557633860677,0,6043388,IDLE,0,0
1557633861707,0,6043388,IDLE,0,0
1557633862737,0,6043388,IDLE,0,0
1557633863781,0,6043388,IDLE,0,0
1557633864810,0,6043388,IDLE,0,0
1557633865840,0,6043388,IDLE,0,0
1557633866869,0,6043388,IDLE,0,0
1557633867900,0,6043388,IDLE,0,0
1557633868935,0,6043388,IDLE,0,0
1557633869957,0,6043388,IDLE,0,0
1557633870987,0,6043388,IDLE,0,0
1557633872016,0,6043388,IDLE,0,0
1557633873046,0,6043388,IDLE,0,0
1557633874074,0,6043388,IDLE,0,0
1557633875104,0,6043388,IDLE,0,0
1557633876133,0,6043388,IDLE,0,0
1557633877163,0,6043388,IDLE,0,0
1557633878192,0,6043388,IDLE,0,0
1557633879226,0,6043388,IDLE,0,0
1557633880251,0,6043388,IDLE,0,0
1557633881280,0,6043388,IDLE,0,0
1557633882313,0,6043388,IDLE,0,0
1557633883356,0,6043388,IDLE,0,0
1557633884383,0,6043388,IDLE,0,0
1557633885415,0,6043388,IDLE,0,0
1557633852443,0,6043388,IDLE,0,0
1557633853471,0,6043388,IDLE,0,0
1557633854502,0,6043388,IDLE,0,0
1557633855532,0,6043388,IDLE,0,0
1557633856560,0,6043388,IDLE,0,0
1557633857592,0,6043388,IDLE,0,0
1557633858620,0,6043388,IDLE,0,0
1557633859650,0,6043388,IDLE,0,0
1557633860677,0,6043388,IDLE,0,0
1557633861707,0,6043388,IDLE,0,0
1557633862737,0,6043388,IDLE,0,0
1557633863781,0,6043388,IDLE,0,0
1557633864810,0,6043388,IDLE,0,0
1557633865840,0,6043388,IDLE,0,0
1557633866869,0,6043388,IDLE,0,0
1557633867900,0,6043388,IDLE,0,0
1557633868935,0,6043388,IDLE,0,0
1557633869957,0,6043388,IDLE,0,0
1557633870987,0,6043388,IDLE,0,0
1557633872016,0,6043388,IDLE,0,0
1557633873046,0,6043388,IDLE,0,0
1557633874074,0,6043388,IDLE,0,0
1557633875104,0,6043388,IDLE,0,0
1557633876133,0,6043388,IDLE,0,0
1557633877163,0,6043388,IDLE,0,0
1557633878192,0,6043388,IDLE,0,0
1557633879226,0,6043388,IDLE,0,0
1557633880251,0,6043388,IDLE,0,0
1557633881280,0,6043388,IDLE,0,0
1557633882313,0,6043388,IDLE,0,0
1557633883356,0,6043388,IDLE,0,0
1557633884383,0,6043388,IDLE,0,0
1557633885415,0,6043388,IDLE,0,0
1557633852443,0,6043388,IDLE,0,0
1557633853471,0,6043388,IDLE,0,0
1557633854502,0,6043388,IDLE,0,0
1557633855532,0,6043388,IDLE,0,0
1557633856560,0,6043388,IDLE,0,0
1557633857592,0,6043388,IDLE,0,0
1557633858620,0,6043388,IDLE,0,0
1557633859650,0,6043388,IDLE,0,0
1557633860677,0,6043388,IDLE,0,0
1557633861707,0,6043388,IDLE,0,0
1557633862737,0,6043388,IDLE,0,0
1557633863781,0,6043388,IDLE,0,0
1557633864810,0,6043388,IDLE,0,0
1557633865840,0,6043388,IDLE,0,0
1557633866869,0,6043388,IDLE,0,0
1557633867900,0,6043388,IDLE,0,0
1557633868935,0,6043388,IDLE,0,0
1557633869957,0,6043388,IDLE,0,0
1557633870987,0,6043388,IDLE,0,0
1557633872016,0,6043388,IDLE,0,0
1557633873046,0,6043388,IDLE,0,0
1557633874074,0,6043388,IDLE,0,0
1557633875104,0,6043388,IDLE,0,0
1557633876133,0,6043388,IDLE,0,0
1557633877163,0,6043388,IDLE,0,0
1557633878192,0,6043388,IDLE,0,0
1557633879226,0,6043388,IDLE,0,0
1557633880251,0,6043388,IDLE,0,0
1557633881280,0,6043388,IDLE,0,0
1557633882313,0,6043388,IDLE,0,0
1557633883356,0,6043388,IDLE,0,0
1557633884383,0,6043388,IDLE,0,0
1557633885415,0,6043388,IDLE,0,0
1557633852443,0,6043388,IDLE,0,0
1557633853471,0,6043388,IDLE,0,0
1557633854502,0,6043388,IDLE,0,0
1557633855532,0,6043388,IDLE,0,0
1557633856560,0,6043388,IDLE,0,0
1557633857592,0,6043388,IDLE,0,0
1557633858620,0,6043388,IDLE,0,0
1557633859650,0,6043388,IDLE,0,0
1557633860677,0,6043388,IDLE,0,0
1557633861707,0,6043388,IDLE,0,0
1557633862737,0,6043388,IDLE,0,0
1557633863781,0,6043388,IDLE,0,0
1557633864810,0,6043388,IDLE,0,0
1557633865840,0,6043388,IDLE,0,0
1557633866869,0,6043388,IDLE,0,0
1557633867900,0,6043388,IDLE,0,0
1557633868935,0,6043388,IDLE,0,0
1557633869957,0,6043388,IDLE,0,0
1557633870987,0,6043388,IDLE,0,0
1557633872016,0,6043388,IDLE,0,0
1557633873046,0,6043388,IDLE,0,0
1557633874074,0,6043388,IDLE,0,0
1557633875104,0,6043388,IDLE,0,0
1557633876133,0,6043388,IDLE,0,0
1557633877163,0,6043388,IDLE,0,0
1557633878192,0,6043388,IDLE,0,0
1557633879226,0,6043388,IDLE,0,0
1557633880251,0,6043388,IDLE,0,0
1557633881280,0,6043388,IDLE,0,0
1557633882313,0,6043388,IDLE,0,0
1557633883356,0,6043388,IDLE,0,0
1557633884383,0,6043388,IDLE,0,0
1557633885415,0,6043388,IDLE,0,0
1557633852443,0,6043388,IDLE,0,0
1557633853471,0,6043388,IDLE,0,0
1557633854502,0,6043388,IDLE,0,0
1557633855532,0,6043388,IDLE,0,0
1557633856560,0,6043388,IDLE,0,0
1557633857592,0,6043388,IDLE,0,0
1557633858620,0,6043388,IDLE,0,0
1557633859650,0,6043388,IDLE,0,0
1557633860677,0,6043388,IDLE,0,0
1557633861707,0,6043388,IDLE,0,0
1557633862737,0,6043388,IDLE,0,0
1557633863781,0,6043388,IDLE,0,0
1557633864810,0,6043388,IDLE,0,0
1557633865840,0,6043388,IDLE,0,0
1557633866869,0,6043388,IDLE,0,0
1557633867900,0,6043388,IDLE,0,0
1557633868935,0,6043388,IDLE,0,0
1557633869957,0,6043388,IDLE,0,0
1557633870987,0,6043388,IDLE,0,0
1557633872016,0,6043388,IDLE,0,0
1557633873046,0,6043388,IDLE,0,0
1557633874074,0,6043388,IDLE,0,0
1557633875104,0,6043388,IDLE,0,0
1557633876133,0,6043388,IDLE,0,0
1557633877163,0,6043388,IDLE,0,0
1557633878192,0,6043388,IDLE,0,0
1557633879226,0,6043388,IDLE,0,0
1557633880251,0,6043388,IDLE,0,0
1557633881280,0,6043388,IDLE,0,0
1557633882313,0,6043388,IDLE,0,0
1557633883356,0,6043388,IDLE,0,0
1557633884383,0,6043388,IDLE,0,0
1557633885415,0,6043388,IDLE,0,0
1557633852443,0,6043388,IDLE,0,0
1557633853471,0,6043388,IDLE,0,0
1557633854502,0,6043388,IDLE,0,0
1557633855532,0,6043388,IDLE,0,0
1557633856560,0,6043388,IDLE,0,0
1557633857592,0,6043388,IDLE,0,0
1557633858620,0,6043388,IDLE,0,0
1557633859650,0,6043388,IDLE,0,0
1557633860677,0,6043388,IDLE,0,0
1557633861707,0,6043388,IDLE,0,0
1557633862737,0,6043388,IDLE,0,0
1557633863781,0,6043388,IDLE,0,0
1557633864810,0,6043388,IDLE,0,0
1557633865840,0,6043388,IDLE,0,0
1557633866869,0,6043388,IDLE,0,0
1557633867900,0,6043388,IDLE,0,0
1557633868935,0,6043388,IDLE,0,0
1557633869957,0,6043388,IDLE,0,0
1557633870987,0,6043388,IDLE,0,0
1557633872016,0,6043388,IDLE,0,0
1557633873046,0,6043388,IDLE,0,0
1557633874074,0,6043388,IDLE,0,0
1557633875104,0,6043388,IDLE,0,0
1557633876133,0,6043388,IDLE,0,0
1557633877163,0,6043388,IDLE,0,0
1557633878192,0,6043388,IDLE,0,0
1557633879226,0,6043388,IDLE,0,0
1557633880251,0,6043388,IDLE,0,0
1557633881280,0,6043388,IDLE,0,0
1557633882313,0,6043388,IDLE,0,0
1557633883356,0,6043388,IDLE,0,0
1557633884383,0,6043388,IDLE,0,0
1557633885415,0,6043388,IDLE,0,0
1557633886443,0,6043388,IDLE,0,0
1557633887472,0,6043388,IDLE,0,0
1557633888501,0,6043388,IDLE,0,0
1557633889537,0,6043388,IDLE,0,0
1557633890560,0,6043388,IDLE,0,0
1557633891591,0,6043388,IDLE,0,0
1557633892622,0,6043388,IDLE,0,0
1557633893652,0,6043388,IDLE,0,0
1557633894690,0,6043388,IDLE,0,0
1557644705575,0,6043388,IDLE,0,0
1557644706580,0,6043388,IDLE,0,0
1557644707582,0,6043388,IDLE,0,0
1557644708595,0,6043388,IDLE,0,0
1557644709589,0,6043388,IDLE,0,0
1557644710606,0,6043388,IDLE,0,0
1557644711637,0,6043388,IDLE,0,0
1557644712609,0,6043388,IDLE,0,0
1557644713645,0,6043388,IDLE,0,0
1557644714644,0,6043388,IDLE,0,0
1557644715664,0,6043388,IDLE,0,0
1557644716679,0,6043388,IDLE,0,0
1557644717664,0,6043388,IDLE,0,0
1557644718665,0,6043388,IDLE,0,0
1557644719676,0,6043388,IDLE,0,0
1557644720681,0,6043388,IDLE,0,0
1557644721828,0,6043388,IDLE,0,0
1557645171251,0,6043388,IDLE,0,0
1557645172263,0,6043388,IDLE,0,0
1557645173273,0,6043388,IDLE,0,0
1557645174267,0,6043388,IDLE,0,0
1557645175303,0,6043388,IDLE,0,0
1557645176313,0,6043388,IDLE,0,0
1557645177293,0,6043388,IDLE,0,0
1557645178307,0,6043388,IDLE,0,0
1557645179337,0,6043388,IDLE,0,0
1557645180312,0,6043388,IDLE,0,0
1557645181345,0,6043388,IDLE,0,0
1557645182395,0,6043388,IDLE,0,0
1557645183333,0,6043388,IDLE,0,0
1557645184350,0,6043388,IDLE,0,0
1557645185369,0,6043388,IDLE,0,0
1557645186384,0,6043388,IDLE,0,0
1557645187391,0,6043388,IDLE,0,0
1557645188417,0,6043388,IDLE,0,0
1557645189390,0,6043388,IDLE,0,0
1557645190411,0,6043388,IDLE,0,0
1557645191436,0,6043388,IDLE,0,0
1557645192471,0,6043388,IDLE,0,0
1557645193448,0,6043388,IDLE,0,0
1557645194455,0,6043388,IDLE,0,0
1557645195463,0,6043388,IDLE,0,0
1557645196451,0,6043388,IDLE,0,0
1557645197475,0,6043388,IDLE,0,0
1557645198490,0,6043388,IDLE,0,0
1557645199483,0,6043388,IDLE,0,0
1557645200493,0,6043388,IDLE,0,0
1557645201492,0,6043388,IDLE,0,0
1557645202509,0,6043388,IDLE,0,0
1557645203527,0,6043388,IDLE,0,0
1557645204573,0,6043388,IDLE,0,0
1557645205528,0,6043388,IDLE,0,0
1557645206635,0,6043388,IDLE,0,0
1557645207540,0,6043388,IDLE,0,0
1557645208560,0,6043388,IDLE,0,0
1557645209583,0,6043388,IDLE,0,0
1557645210586,0,6043388,IDLE,0,0
1557645211590,0,6043388,IDLE,0,0
1557645212590,0,6043388,IDLE,0,0
1557645213619,0,6043388,IDLE,0,0
1557645214598,0,6043388,IDLE,0,0
1557645215633,0,6043388,IDLE,0,0
1557645216638,0,6043388,IDLE,0,0
1557645217635,0,6043388,IDLE,0,0
1557645218654,0,6043388,IDLE,0,0
1557645219638,0,6043388,IDLE,0,0
1557645220662,0,6043388,IDLE,0,0
1557645221655,0,6043388,IDLE,0,0
1557645222681,0,6043388,IDLE,0,0
1557645223691,0,6043388,IDLE,0,0
1557645224690,0,6043388,IDLE,0,0
