timestamp,Resistance
1557365426562,340330
1557365426758,340330
1557365426971,340330
1557365427172,340330
1557365427372,340330
1557365427576,340330
1557365427772,340330
1557365427954,340330
1557365428155,340330
1557365428378,340330
1557365428556,340330
1557365428768,340330
1557365428979,340330
1557365429181,340330
1557365429344,340330
1557365429563,340330
1557365429751,340330
1557365429954,340330
1557365430176,340330
1557365430385,340330
1557365430542,340330
1557365430751,340330
1557365430939,340330
1557365431193,340330
1557365431376,340330
1557365431555,340330
1557365431763,340330
1557365431940,340330
1557365432145,340330
1557365432349,340330
1557365432539,340330
1557365432735,340330
1557365432957,340330
1557365433132,340330
1557365433333,340330
1557365433529,340330
1557365433740,340330
1557365433929,340330
1557365434135,340330
1557365434351,340330
1557365434569,340330
1557365434728,340330
1557365434930,340330
1557365435144,340330
1557365435323,340330
1557365435526,150703
1557365435734,123121
1557365435949,340330
1557365436123,340330
1557365436325,340330
1557365436542,116029
1557365436721,123121
1557365436900,140241
1557365437124,340330
1557365437303,340330
1557365437510,340330
1557365437795,194048
1557365437902,340330
1557365438116,340330
1557365438296,340330
1557365438505,340330
1557365438709,340330
1557365438910,340330
1557365439097,340330
1557365439301,340330
1557365439491,340330
1557365439746,340330
1557365439892,340330
1557365440101,340330
1557365440305,340330
1557365440506,340330
1557365440690,340330
1557365440889,340330
1557365441107,340330
1557365441284,340330
1557365441482,340330
1557365441704,340330
1557365441899,340330
1557365442091,340330
1557365442301,340330
1557365442485,340330
1557365442689,340330
1557365442912,340330
1557365443142,340330
1557365443307,340330
1557365443474,340330
1557365443684,340330
1557365443931,340330
1557365444079,340330
1557365444289,340330
1557365444487,340330
1557365444677,340330
1557365444879,340330
1557365445070,340330
1557365445295,340330
1557365445487,340330
1557365445690,340330
1557365445870,340330
1557365446066,340330
1557365446293,340330
1557365446472,340330
1557365446675,340330
1557365446875,340330
1557365447119,340330
1557365447301,340330
1557365447489,340330
1557365447683,340330
1557365447885,340330
1557365448087,340330
1557365448284,340330
1557365448481,340330
1557365448685,340330
1557365448887,340330
1557365449072,340330
1557365449282,340330
1557365449475,340330
1557365449684,340330
1557365449875,340330
1557365450171,340330
1557365450287,340330
1557365450468,340330
1557365450673,340330
1557365450884,340330
1557365451081,340330
1557365451272,340330
1557365451466,340330
1557365451670,340330
1557365451869,340330
1557365452070,340330
1557365452258,340330
1557365452474,340330
1557365452655,340330
1557365452871,340330
1557365453055,340330
1557365453302,340330
1557365453468,340330
1557365453665,340330
1557365453855,340330
1557365454069,340330
1557365454262,340330
1557365454460,340330
1557365454670,340330
1557365454870,340330
1557365455061,340330
1557365455252,340330
1557365455447,340330
1557365455651,340330
1557365455862,340330
1557365456061,340330
1557365456243,340330
1557365456473,340330
1557365456653,340330
1557365456860,340330
1557365457060,340330
1557365457245,340330
1557365457457,340330
1557365457645,340330
1557365457864,340330
1557365458055,340330
1557365458234,340330
1557365458448,340330
1557365458633,340330
1557365458860,340330
1557365459043,340330
1557365459229,340330
1557365459468,340330
1557365459643,340330
1557365459848,340330
1557365460049,340330
1557365460225,340330
1557365460428,314080
1557365460630,226555
1557365460832,226555
1557365461037,156538
1557365461244,135533
1557365461451,135533
1557365461653,119470
1557365461857,104025
1557365462034,98902
1557365462219,96523
1557365462427,96523
1557365462704,70859
1557365462850,67266
1557365463028,140241
1557365463252,162840
1557365463412,340330
1557365463636,272066
1557365463814,340330
1557365464037,340330
1557365464211,340330
1557365464419,340330
1557365464641,92090
1557365464850,82591
