timestamp,transitionType
1558054821486,EXIT_STILL
1558054821486,ENTER_WALKING
1558055619878,EXIT_WALKING
1558055619878,ENTER_STILL
1558061756133,EXIT_STILL
1558061756133,ENTER_WALKING
1558062920391,EXIT_WALKING
1558062920391,ENTER_STILL
1558069965222,EXIT_STILL
1558069965222,ENTER_WALKING
1558071320959,EXIT_WALKING
1558071320959,ENTER_STILL
1558071708402,EXIT_STILL
1558071708402,ENTER_WALKING
1558073147952,EXIT_WALKING
1558073147952,ENTER_STILL
1558074008420,EXIT_STILL
1558074008420,ENTER_WALKING
1558074508998,EXIT_WALKING
1558074508998,ENTER_STILL
1558080271078,EXIT_STILL
1558080271078,ENTER_IN_VEHICLE
1558090140780,EXIT_IN_VEHICLE
1558090140780,ENTER_WALKING
1558091786794,EXIT_WALKING
1558091786794,ENTER_STILL
1558095717399,EXIT_STILL
1558095717399,ENTER_WALKING
1558095838502,EXIT_WALKING
1558095838502,ENTER_RUNNING
1558095978033,EXIT_RUNNING
1558095978033,ENTER_WALKING
1558096415703,EXIT_WALKING
1558096415703,ENTER_STILL
1558096844696,EXIT_STILL
1558096844696,ENTER_WALKING
1558098188247,EXIT_WALKING
1558098188247,ENTER_STILL
1558102037550,EXIT_STILL
1558102037550,ENTER_WALKING
1558104717451,EXIT_WALKING
1558104717451,ENTER_STILL
1558107953187,EXIT_STILL
1558107953187,ENTER_WALKING
1558108090745,EXIT_WALKING
1558108090745,ENTER_STILL
1558108629131,EXIT_STILL
1558108629131,ENTER_WALKING
1558110218322,EXIT_WALKING
1558110218322,ENTER_STILL
1558115673375,EXIT_STILL
1558115673375,ENTER_WALKING
1558115762787,EXIT_WALKING
1558115762787,ENTER_STILL
1558116743964,EXIT_STILL
1558116743964,ENTER_WALKING
1558117386484,EXIT_WALKING
1558117386484,ENTER_STILL
1558136832160,EXIT_STILL
1558136832160,ENTER_WALKING
1558137000387,EXIT_WALKING
1558137000387,ENTER_STILL
1558137070123,EXIT_STILL
1558137070123,ENTER_WALKING
