timestamp,rxKiloBytes,txKiloBytes,duration
1557360678910,5,1,15000
1557360693922,111,36,15000
1557360708936,125,53,15000
1557360723959,356,49,15000
1557360738987,153,15,15000
1557360754006,75,19,15000
1557360769037,199,18,15000
1557360784061,0,0,15000
1557360799083,83,19,15000
1557360814105,150,12,15000
1557360829132,3143,92,15000
1557360844155,1,3,15000
1557360859179,90,8,15000
1557360874212,177,8,15000
1557360889238,740,61,15000
1557360904255,2,9,15000
1557360919277,0,0,15000
1557360934308,254,30,15000
1557360949332,64,12,15000
1557360964354,1,0,15000
1557360979378,1,2,15000
1557360994390,274,19,15000
1557361009407,488,11,15000
1557361024418,496,49,15000
1557361039432,1052,38,15000
1557361054454,604,48,15000
1557361069479,121,20,15000
1557361084488,51,21,15000
1557361099500,81,13,15000
1557361114520,1,2,15000
1557361129542,0,0,15000
1557361144552,12,7,15000
1557361159568,1197,45,15000
1557361174593,165,28,15000
1557361189610,229,31,15000
1557361204624,42,10,15000
1557361219651,273,15,15000
1557361234682,7,9,15000
1557361249706,25,12,15000
1557361264721,159,43,15000
1557361279738,130,38,15000
1557361294753,5,1,15000
1557361309775,0,0,15000
1557361324825,1,0,15000
1557361339841,47,2,15000
1557361354851,73,3,15000
1557361369867,85,13,15000
1557361384885,105,16,15000
1557361399915,0,0,15000
1557361414931,5,6,15000
1557361429945,0,0,15000
1557361444969,0,0,15000
1557361459982,654,44,15000
1557361474996,23415,737,15000
1557361490206,24468,418,15000
1557361505221,19750,328,15000
1557361520234,9,4,15000
1557361535247,5,2,15000
1557361550262,6006,106,15000
1557361565287,4373,81,15000
1557361580309,40,20,15000
1557361595331,1,1,15000
1557361610346,6,5,15000
1557361625367,4264,293,15000
1557361640417,7794,142,15000
1557361655698,24050,346,15000
1557361671162,8397,108,15000
1557361686187,0,0,15000
1557361701215,1,0,15000
1557361716244,23,7,15000
1557361731278,1,0,15000
1557361746312,21,5,15000
1557361761330,0,0,15000
1557361776362,0,0,15000
1557361791388,10,13,15000
1557361806407,106,14,15000
1557361821438,22,12,15000
1557361836463,53,4,15000
1557361851487,64,5,15000
1557361866506,179,10,15000
1557361881524,521,28,15000
1557361896586,0,0,15000
1557361911598,0,2,15000
1557361926614,0,1,15000
1557361941633,612,24,15000
1557361956646,0,0,15000
1557361971674,397,7,15000
1557361986697,730,29,15000
1557362001720,0,1,15000
1557362016738,510,19,15000
1557362031749,476,18,15000
1557362046770,152,8,15000
1557362061793,405,17,15000
1557362076811,0,1,15000
1557362091831,0,0,15000
1557362106857,126,19,15000
1557362121872,34,5,15000
1557362136893,190,16,15000
1557362151918,0,0,15000
1557362166934,0,0,15000
1557362186503,0,0,15000
1557362201516,0,0,15000
1557362216532,0,0,15000
1557362231555,140,18,15000
1557362246580,1,3,15000
1557362261591,0,0,15000
1557362276611,0,0,15000
1557362291626,121,5,15000
1557362306638,1,1,15000
1557362321655,18,4,15000
1557362336676,0,0,15000
1557362351695,0,0,15000
1557362366717,0,0,15000
1557362381732,0,0,15000
1557362396752,0,0,15000
