timestamp,Temperature
1557544569743,23.4899997711
1557544587564,26.7800006866
1557544617663,27.2199993134
1557544647741,27.5799999237
1557544677813,27.8099994659
1557544707888,28.1200008392
1557544737988,28.5400009155
1557544768063,28.8999996185
1557544798138,29.1200008392
1557544828237,29.2999992371
1557544858319,29.3600006104
1557544888387,29.5400009155
1557544918462,29.9200000763
1557544948542,30.0599994659
1557544978637,30.0400009155
1557545008711,30.2299995422
1557545038786,30.2299995422
1557545068886,30.3099994659
1557545098961,30.3700008392
1557545129035,30.4599990845
1557545159113,30.5200004578
1557545189210,30.5900001526
1557545219290,30.6499996185
1557545249359,30.7099990845
1557545279465,30.7399997711
1557545309533,30.7600002289
1557545339609,30.75
1557545369684,30.7600002289
1557545399784,30.7600002289
1557545429871,30.7999992371
1557545459934,30.8299999237
1557545490010,30.8799991608
1557545520109,30.8299999237
1557545550184,30.8299999237
1557545580264,30.8700008392
1557545610359,30.8199996948
1557545640434,30.7600002289
1557545670510,30.8500003815
1557545700585,30.9099998474
1557545730685,30.9599990845
1557545760760,31
1557545790836,31.0599994659
1557545820910,31.0699996948
1557545851010,31.0400009155
1557545881085,31.0200004578
1557545911160,31.0100002289
1557545941294,30.9300003052
1557545971391,30.8999996185
1557546001485,30.8799991608
1557546031492,30.8700008392
1557546061586,30.8099994659
1557546091667,30.7800006866
1557546121738,30.7099990845
1557546151813,30.6599998474
1557546181910,30.6100006104
1557546211984,30.6000003815
1557546242059,30.6100006104
1557546272159,30.6399993896
1557546302234,30.7000007629
1557546332309,30.7399997711
1557546362390,30.7600002289
1557546392484,30.7900009155
1557546422563,30.8099994659
1557546452635,30.8500003815
1557546482711,30.8899993896
1557546512809,30.8899993896
1557546542883,30.8899993896
1557546572961,30.8899993896
1557546603035,30.8899993896
1557546633135,30.8899993896
1557546663210,30.8899993896
1557546693295,30.8999996185
1557546723384,30.8999996185
1557546753459,30.9099998474
1557546783534,30.9500007629
1557546813609,30.9799995422
1557546843709,30.9599990845
1557546873784,30.9300003052
1557546903859,30.8899993896
1557546933936,30.8299999237
1557546964034,30.7700004578
1557546994113,30.7199993134
1557547024184,30.7199993134
1557547054289,30.75
1557547084360,30.7800006866
1557547114436,30.8199996948
1557547144510,30.8500003815
1557547174618,30.8299999237
1557547204686,30.8500003815
1557547234761,30.8500003815
1557547264836,30.8500003815
1557547294935,30.8299999237
1557547325011,30.8299999237
1557547355084,30.8299999237
1557547385180,30.8600006104
1557547415294,30.8700008392
1557547445335,30.8600006104
1557547475410,30.7600002289
1557547505510,30.7399997711
1557547535585,30.6499996185
1557547565666,30.5900001526
1557547595760,30.6200008392
1557547625835,30.5300006866
1557547655910,30.5
1557547685984,30.5300006866
1557547716087,30.5799999237
1557547746159,30.4599990845
1557547776234,30.5599994659
1557547806309,30.5699996948
1557547836415,30.5799999237
1557547866483,30.5900001526
1557547896558,30.4799995422
1557547926658,30.4799995422
1557547956734,30.4500007629
1557547986808,30.4899997711
1557548016882,30.4799995422
1557548046988,30.5
1557548077057,30.5300006866
1557548107131,30.5499992371
1557548137206,30.5400009155
1557548167306,30.5499992371
1557548197381,30.5699996948
1557548227458,30.5699996948
1557548257556,30.5900001526
1557548287645,30.6399993896
1557548317705,30.6800003052
1557548347780,30.7199993134
1557548377886,30.7600002289
1557548407955,30.7999992371
1557548438036,30.8299999237
1557548468104,30.7800006866
1557548498205,30.8500003815
1557548528279,30.8700008392
1557548558359,30.8899993896
1557548588454,30.9099998474
1557548618528,30.9200000763
1557548648604,30.9200000763
1557548678678,30.9099998474
1557548708758,30.9300003052
1557548738853,30.9699993134
1557548768927,30.8799991608
1557548799002,30.8899993896
1557548829102,30.9500007629
1557548859193,30.9300003052
1557548889253,30.9500007629
1557548919330,30.9899997711
1557548949427,31.0499992371
1557548979500,31.1499996185
1557549009575,31.2600002289
1557549039685,31.3500003815
1557549069750,31.4300003052
1557549099845,31.4599990845
1557549129899,31.5300006866
1557549160004,31.4099998474
1557549190074,31.3700008392
1557549220172,30.7700004578
1557549250249,30.7700004578
1557549280324,30.6200008392
1557549310398,30.6100006104
1557549340483,30.6800003052
