timestamp,altitude,longitude,latitude,speed,accuracy
1557542043669,0.0,127.3476662,36.3593265,0.0,16.079
1557542378242,92.4000015259,127.3475961,36.3592156,0.0,72.9
1557544537373,0.0,127.3477458,36.3594095,0.0,22.304
1557555518962,0.0,127.3477045,36.3594477,0.0,15.349
1557557384767,0.0,127.3477215,36.3593812,0.0,23.266
1557558847751,0.0,127.3476189,36.3591828,0.0,92.9
1557558897840,0.0,127.3476998,36.3595703,0.0,82.5
1557558963519,89.1999969482,127.3476011,36.3587965,0.0,15.989
1557558963519,89.1999969482,127.3476011,36.3587965,0.0,15.989
1557558973575,89.1999969482,127.3475693,36.3589925,0.0,14.508
1557559021086,72.1999969482,127.3475503,36.3588108,0.0,30.168
1557559023000,46.0,127.3474802,36.3585536,3.58,54.543
1557559024000,47.0,127.3474848,36.3586066,2.82,47.75
1557559025000,49.0,127.3475036,36.3587258,1.1899999,41.318
1557559026000,51.0,127.347518,36.358815,1.5699999,37.434
1557559027000,51.0,127.3475342,36.3588751,1.79,34.112
1557559029000,50.0,127.3475748,36.3589213,0.32999998,27.35
1557559032000,59.0,127.3475979,36.3589949,0.59,21.792
1557559034000,60.0,127.3475997,36.3590574,0.26,17.652
1557559042000,70.0,127.3476547,36.3590823,0.19999999,13.338
1557559047000,78.0,127.3477186,36.3591211,2.04,13.059
1557559049000,78.0,127.3477462,36.3591622,2.06,12.785
1557559051000,77.0,127.347747,36.3592122,2.56,12.639
1557559057000,70.0,127.3477001,36.3592378,0.97999996,11.659
1557559060000,68.0,127.3476415,36.359216,2.7,12.184
1557559062000,68.0,127.347572,36.3592141,2.98,12.123
1557559064000,68.0,127.3474986,36.359236,1.3299999,10.383
1557559066000,66.0,127.3474502,36.3592653,3.58,10.355
1557559067000,66.0,127.3473336,36.3593111,4.35,16.0
1557559068000,65.0,127.3472583,36.3593196,4.39,14.0
1557559069000,65.0,127.3471958,36.3593292,4.3399997,13.0
1557559070000,65.0,127.3471349,36.3593403,4.17,13.0
1557559071000,64.0,127.3470715,36.3593479,4.2799997,12.0
1557559072000,64.0,127.3469947,36.3593469,4.1,13.0
1557559073000,64.0,127.3469379,36.3593564,4.58,11.0
1557559074000,63.0,127.3468576,36.3593282,4.85,11.0
1557559075000,63.0,127.3467825,36.3593153,5.08,10.0
1557559076000,63.0,127.3467106,36.3593228,5.37,9.0
1557559077000,63.0,127.346624,36.3593307,6.6299996,9.0
1557559078000,64.0,127.3465433,36.3593374,5.96,9.0
1557559079000,64.0,127.3464595,36.3593544,6.06,9.0
1557559080000,64.0,127.3463659,36.3593694,5.94,8.0
1557559081000,64.0,127.3462868,36.3593786,5.67,8.0
1557559082000,64.0,127.3462151,36.3593902,5.73,8.0
1557559083000,64.0,127.34614,36.3594056,5.6,8.0
1557559084000,64.0,127.346071,36.3594184,5.7999997,7.0
1557559085000,64.0,127.3460021,36.3594265,5.81,8.0
1557559086000,64.0,127.3459348,36.3594313,5.65,7.0
1557559087000,64.0,127.3458738,36.3594438,5.44,8.0
1557559088000,63.0,127.345804,36.359456,6.0099998,7.0
1557559089000,63.0,127.3457376,36.3594706,5.94,7.0
1557559090000,62.0,127.3456668,36.3594764,5.94,7.0
1557559091000,62.0,127.3456016,36.3594857,5.56,7.0
1557559092000,61.0,127.345529,36.3594848,5.65,8.0
1557559093000,60.0,127.3454614,36.3594888,5.79,8.0
1557559094000,60.0,127.3453968,36.3594986,5.77,8.0
1557559095000,60.0,127.3453362,36.3595113,6.12,10.0
1557559096000,61.0,127.3452802,36.3595241,5.2799997,11.0
1557559097000,61.0,127.3452232,36.3595388,5.5499997,12.0
1557559098000,61.0,127.3451667,36.3595507,5.29,13.0
1557559099000,61.0,127.345102,36.3595538,5.0699997,14.0
1557559100000,61.0,127.3450409,36.3595588,4.67,14.0
1557559101000,61.0,127.344976,36.3595613,5.0899997,16.0
1557559102000,61.0,127.3449052,36.3595755,5.73,16.0
1557559103000,60.0,127.3448352,36.3595887,5.62,14.0
1557559104000,60.0,127.3447575,36.3596137,5.54,15.0
1557559105000,60.0,127.3446977,36.3596219,5.29,15.0
1557559106000,60.0,127.3446432,36.3596334,4.65,17.0
1557559109000,61.0,127.344563,36.3596432,3.79,12.916
1557559111000,61.0,127.3444972,36.3596491,3.8899999,12.748
1557559113000,62.0,127.3444207,36.3596598,2.9099998,12.942
1557559115000,63.0,127.3443553,36.3596622,1.41,13.342
1557559117000,63.0,127.3442932,36.3596484,1.15,13.045
1557559119000,63.0,127.3442348,36.3596201,1.51,12.575
1557559121000,63.0,127.3441728,36.3595859,1.14,11.5
1557559123000,63.0,127.3441214,36.3595534,1.6999999,10.351
1557559126000,63.0,127.3440603,36.3595548,0.81,8.6
1557559130000,65.0,127.3440202,36.3595991,1.06,5.614
1557559134000,65.0,127.3440015,36.3596575,2.77,4.87
1557559137000,65.0,127.3439951,36.3597302,3.75,5.548
1557559139000,65.0,127.3440034,36.3598032,3.75,5.16
1557559141000,66.0,127.344019,36.3598616,3.77,5.52
1557559143000,66.0,127.3440461,36.3599673,4.13,6.0
1557559145000,65.0,127.3440815,36.3600381,4.04,6.0
1557559147000,66.0,127.3441173,36.3601072,4.14,6.0
1557559149000,66.0,127.3441404,36.3601506,3.74,5.162
1557559151000,67.0,127.3441607,36.3601952,3.02,5.334
1557559153000,66.0,127.344178,36.3602494,3.34,5.351
1557559155000,66.0,127.3442121,36.3603541,4.15,7.0
1557559158000,67.0,127.3442387,36.3604096,3.28,5.906
1557559160000,67.0,127.3442591,36.360453,1.53,5.975
1557559163000,68.0,127.344285,36.3605078,2.4299998,6.415
1557559165000,68.0,127.3443041,36.3605505,1.17,6.501
1557559168000,70.0,127.3443599,36.3605718,1.3,6.606
1557559174000,69.0,127.3444192,36.3605695,0.16,6.65
1557559185000,71.0,127.3443916,36.3606202,1.9599999,6.16
1557559189000,71.0,127.3443985,36.3606769,1.41,6.06
1557559192000,71.0,127.3444054,36.3607306,1.43,6.18
1557559195000,71.0,127.3444062,36.3607782,0.84999996,6.178
1557559199000,71.0,127.3444175,36.3608367,1.0799999,6.154
1557559203000,71.0,127.3444225,36.3608977,1.5899999,6.168
1557559206000,72.0,127.344432,36.3609468,1.28,6.376
1557559209000,73.0,127.3444377,36.361003,1.6999999,5.997
1557559212000,73.0,127.3444417,36.3610522,1.8399999,6.351
1557559215000,73.0,127.3444519,36.3611144,1.67,5.931
1557559218000,74.0,127.3444741,36.3611604,1.66,6.466
1557559221000,74.0,127.3445006,36.361202,1.56,6.915
1557559224000,75.0,127.3445314,36.3612458,0.83,6.819
1557559228000,76.0,127.3445606,36.3612865,1.76,6.787
1557559231000,76.0,127.3445871,36.3613269,1.56,6.754
1557559234000,76.0,127.3446235,36.3613681,2.75,6.853
1557559236000,76.0,127.3446861,36.3614719,4.02,11.0
1557559237000,76.0,127.3446974,36.3615302,4.19,10.0
1557559238000,75.0,127.3447158,36.3615825,4.0299997,8.0
1557559240000,74.0,127.34476,36.3616382,3.8799999,6.992
1557559242000,74.0,127.344803,36.3617361,4.16,8.0
1557559243000,75.0,127.3447869,36.3617813,4.43,8.0
1557559245000,76.0,127.3447541,36.361834,3.7099998,6.625
1557559246000,75.0,127.3446844,36.361863,4.48,8.0
1557559247000,75.0,127.3446254,36.3618831,4.1,7.0
1557559250000,74.0,127.3445496,36.3618994,2.52,5.215
1557559253000,74.0,127.3444945,36.3618876,1.64,5.278
1557559256000,75.0,127.3444351,36.3618745,1.12,5.292
1557559260000,75.0,127.3443916,36.3618324,1.4399999,5.145
1557559264000,74.0,127.3443623,36.3617818,1.41,4.812
1557559267000,74.0,127.3443404,36.3617389,1.52,4.757
1557559270000,73.0,127.3443266,36.3616854,2.1299999,5.148
