timestamp,encoding,duration,path,sampleRate,channelMask
1557709747087,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557709731700.record,8000,MONO
1557710722187,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557710706722.record,8000,MONO
1557711637694,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557711622260.record,8000,MONO
1557712553001,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557712537763.record,8000,MONO
1557713468462,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557713453069.record,8000,MONO
1557714383811,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557714368528.record,8000,MONO
1557715299161,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557715283895.record,8000,MONO
1557716214622,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557716199241.record,8000,MONO
1557717130080,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557717114729.record,8000,MONO
1557718045483,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557718030145.record,8000,MONO
1557718960881,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557718945675.record,8000,MONO
1557719876302,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557719860944.record,8000,MONO
1557720791651,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557720776400.record,8000,MONO
1557721706942,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557721691701.record,8000,MONO
1557722622360,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557722607008.record,8000,MONO
1557723537680,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557723522453.record,8000,MONO
1557724453001,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557724437747.record,8000,MONO
1557725368461,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557725353101.record,8000,MONO
1557726283822,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557726268579.record,8000,MONO
1557727199151,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557727183891.record,8000,MONO
1557728114880,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557728099273.record,8000,MONO
1557729030471,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557729014991.record,8000,MONO
1557729946001,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557729930527.record,8000,MONO
1557730861297,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557730846105.record,8000,MONO
1557731776741,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557731761345.record,8000,MONO
1557732692170,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557732676823.record,8000,MONO
1557733607439,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557733592239.record,8000,MONO
1557734522751,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557734507508.record,8000,MONO
1557735438012,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557735422791.record,8000,MONO
1557736353310,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557736338076.record,8000,MONO
1557737268901,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557737253403.record,8000,MONO
1557738184240,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557738168979.record,8000,MONO
1557739099502,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557739084327.record,8000,MONO
1557740015089,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557739999582.record,8000,MONO
1557740930386,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557740915175.record,8000,MONO
1557741846040,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557741830475.record,8000,MONO
1557742761430,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557742746120.record,8000,MONO
1557743677054,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557743661473.record,8000,MONO
1557744592543,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557744577173.record,8000,MONO
1557745508018,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557745492647.record,8000,MONO
1557746423360,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557746408069.record,8000,MONO
1557747338873,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557747323446.record,8000,MONO
1557748254370,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557748238992.record,8000,MONO
1557749169958,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557749154468.record,8000,MONO
1557750085418,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557750070083.record,8000,MONO
1557751000922,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557750985523.record,8000,MONO
1557751916321,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557751901022.record,8000,MONO
1557755556128,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557755540767.record,8000,MONO
1557757046752,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557757031471.record,8000,MONO
1557760449659,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557760434198.record,8000,MONO
1557762252017,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557762236551.record,8000,MONO
1557763302607,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557763287185.record,8000,MONO
1557764218056,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557764202724.record,8000,MONO
1557765324644,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557765309182.record,8000,MONO
1557774757131,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557774741707.record,8000,MONO
1557709747087,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557709731700.record,8000,MONO
1557710722187,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557710706722.record,8000,MONO
1557711637694,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557711622260.record,8000,MONO
1557712553001,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557712537763.record,8000,MONO
1557713468462,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557713453069.record,8000,MONO
1557714383811,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557714368528.record,8000,MONO
1557715299161,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557715283895.record,8000,MONO
1557716214622,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557716199241.record,8000,MONO
1557717130080,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557717114729.record,8000,MONO
1557718045483,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557718030145.record,8000,MONO
1557718960881,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557718945675.record,8000,MONO
1557719876302,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557719860944.record,8000,MONO
1557720791651,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557720776400.record,8000,MONO
1557721706942,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557721691701.record,8000,MONO
