timestamp,ssid,bssid,frequency,rssi
1557360660244,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-55
1557360660244,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-76
1557360660244,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-77
1557360660244,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-84
1557360668251,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-55
1557360668251,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-76
1557360668251,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-77
1557360668251,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-79
1557360668251,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-83
1557360679753,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-45
1557360679753,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-80
1557360679753,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-83
1557360686916,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-43
1557360686916,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-79
1557360686916,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-81
1557360686916,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-82
1557360686916,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-89
1557360686916,00:01:36:26:af:1c,00:01:36:26:af:1c,2437,-92
1557360686916,00:01:36:26:af:1b,00:01:36:26:af:1b,2437,-93
1557360723557,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-51
1557360723557,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-79
1557360723557,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-84
1557360723557,00:01:36:26:af:1c,00:01:36:26:af:1c,2437,-85
1557360723557,00:01:36:26:af:1b,00:01:36:26:af:1b,2437,-87
1557360723557,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-90
1557360723557,88:36:6c:81:21:72,88:36:6c:81:21:72,2467,-91
1557360787764,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-47
1557360787764,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-82
1557360787764,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-85
1557360787764,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-86
1557360787764,00:01:36:26:af:1c,00:01:36:26:af:1c,2437,-86
1557360787764,00:01:36:26:af:1b,00:01:36:26:af:1b,2437,-87
1557360787764,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-90
1557360787764,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-90
1557360928176,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-45
1557360928176,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-74
1557360928176,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-77
1557360928176,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-78
1557360928176,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-82
1557360957361,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-46
1557360957361,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-74
1557360957361,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-78
1557360957361,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-80
1557360957361,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-83
1557360957361,00:01:36:26:af:1c,00:01:36:26:af:1c,2437,-91
1557360957361,00:01:36:26:af:1b,00:01:36:26:af:1b,2437,-91
1557361152585,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-45
1557361152585,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-77
1557361152585,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-80
1557361152585,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-84
1557361152585,88:36:6c:81:21:72,88:36:6c:81:21:72,2467,-90
1557361228180,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-45
1557361228180,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-75
1557361228180,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-81
1557361228180,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-81
1557361228180,88:36:6c:81:21:72,88:36:6c:81:21:72,2467,-90
1557361293955,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-49
1557361293955,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-81
1557361293955,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-84
1557361293955,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-87
1557361421934,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-51
1557361421934,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-79
1557361421934,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-80
1557361421934,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-84
1557361421934,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-85
1557361421934,00:01:36:26:af:1c,00:01:36:26:af:1c,2437,-89
1557361421934,00:01:36:26:af:1b,00:01:36:26:af:1b,2437,-89
