timestamp,confidence,type
1557364449515,0.28,STILL
1557364449515,0.26,ON_BICYCLE
1557364449515,0.2,IN_VEHICLE
1557364449515,0.16,ON_FOOT
1557364449515,0.16,WALKING
1557364449515,0.01,UNKNOWN
1557364449515,0.01,RUNNING
1557364473206,0.29,ON_BICYCLE
1557364473206,0.21,STILL
1557364473206,0.14,IN_VEHICLE
1557364473206,0.13,ON_FOOT
1557364473206,0.13,WALKING
1557364473206,0.11,UNKNOWN
1557364473206,0.03,RUNNING
1557364504390,0.36,STILL
1557364504390,0.2,ON_FOOT
1557364504390,0.2,WALKING
1557364504390,0.17,UNKNOWN
1557364504390,0.08,ON_BICYCLE
1557364504390,0.07,IN_VEHICLE
1557364504390,0.05,RUNNING
1557364516987,0.47,STILL
1557364516987,0.35,ON_FOOT
1557364516987,0.35,WALKING
1557364516987,0.07,ON_BICYCLE
1557364516987,0.04,IN_VEHICLE
1557364516987,0.03,UNKNOWN
1557364516987,0.02,RUNNING
1557364527130,0.43,STILL
1557364527130,0.33,ON_FOOT
1557364527130,0.33,WALKING
1557364527130,0.09,ON_BICYCLE
1557364527130,0.07,IN_VEHICLE
1557364527130,0.02,UNKNOWN
1557364527130,0.02,RUNNING
1557364541779,0.5,STILL
1557364541779,0.21,UNKNOWN
1557364541779,0.07,IN_VEHICLE
1557364541779,0.07,ON_FOOT
1557364541779,0.07,WALKING
1557364541779,0.06,ON_BICYCLE
1557364541779,0.05,RUNNING
1557364552500,0.71,STILL
1557364552500,0.16,IN_VEHICLE
1557364552500,0.03,ON_FOOT
1557364552500,0.03,WALKING
1557364552500,0.02,UNKNOWN
1557364552500,0.01,ON_BICYCLE
1557364570735,0.96,ON_FOOT
1557364570735,0.96,WALKING
1557364570735,0.02,UNKNOWN
1557364570735,0.02,RUNNING
1557364570735,0.0,STILL
1557364584481,0.77,ON_FOOT
1557364584481,0.77,WALKING
1557364584481,0.12,IN_VEHICLE
1557364584481,0.03,STILL
1557364584481,0.02,ON_BICYCLE
1557364584481,0.02,UNKNOWN
1557364584481,0.02,RUNNING
1557364598200,0.98,ON_FOOT
1557364598200,0.98,WALKING
1557364598200,0.02,UNKNOWN
1557364623493,0.69,ON_FOOT
1557364623493,0.69,WALKING
1557364623493,0.11,STILL
1557364623493,0.09,UNKNOWN
1557364623493,0.03,IN_VEHICLE
1557364623493,0.03,ON_BICYCLE
1557364623493,0.02,RUNNING
1557364645751,1.0,ON_BICYCLE
1557364659632,1.0,ON_BICYCLE
1557364673482,1.0,ON_BICYCLE
1557364687326,1.0,ON_BICYCLE
1557364701134,1.0,ON_BICYCLE
1557364714983,1.0,ON_BICYCLE
1557364728827,1.0,ON_BICYCLE
1557364743493,1.0,ON_BICYCLE
1557364757336,0.79,ON_BICYCLE
1557364757336,0.21,IN_VEHICLE
1557364771147,1.0,ON_BICYCLE
1557364785015,0.92,ON_BICYCLE
1557364785015,0.08,IN_VEHICLE
1557364798879,0.86,ON_BICYCLE
1557364798879,0.14,IN_VEHICLE
1557364812741,1.0,ON_BICYCLE
1557364826581,0.99,ON_BICYCLE
1557364826581,0.01,UNKNOWN
1557364840415,1.0,ON_BICYCLE
1557364854304,1.0,ON_BICYCLE
1557364868137,1.0,ON_BICYCLE
1557364882003,1.0,ON_BICYCLE
1557364895824,0.97,ON_BICYCLE
1557364895824,0.02,UNKNOWN
1557364895824,0.01,ON_FOOT
1557364895824,0.01,WALKING
1557364909627,0.91,ON_BICYCLE
1557364909627,0.08,ON_FOOT
1557364909627,0.08,WALKING
1557364909627,0.01,UNKNOWN
1557364923497,0.93,ON_BICYCLE
1557364923497,0.02,ON_FOOT
1557364923497,0.02,STILL
1557364923497,0.02,UNKNOWN
1557364923497,0.02,WALKING
1557364923497,0.01,IN_VEHICLE
1557364937366,0.98,ON_BICYCLE
1557364937366,0.01,ON_FOOT
1557364937366,0.01,UNKNOWN
1557364937366,0.01,WALKING
1557364951188,1.0,ON_BICYCLE
1557364965044,0.98,ON_BICYCLE
1557364965044,0.02,IN_VEHICLE
1557364978886,1.0,ON_BICYCLE
1557364992729,1.0,ON_BICYCLE
1557365006622,0.98,ON_BICYCLE
1557365006622,0.02,ON_FOOT
1557365006622,0.02,WALKING
1557365020499,0.99,ON_BICYCLE
1557365020499,0.01,UNKNOWN
1557365034341,1.0,ON_BICYCLE
1557365048186,0.99,ON_BICYCLE
1557365048186,0.01,ON_FOOT
1557365048186,0.01,WALKING
1557365062023,1.0,ON_BICYCLE
1557365075890,0.8,ON_BICYCLE
1557365075890,0.07,STILL
1557365075890,0.05,ON_FOOT
1557365075890,0.05,WALKING
1557365075890,0.03,IN_VEHICLE
1557365075890,0.02,UNKNOWN
1557365089016,1.0,TILTING
1557365102142,0.7,ON_FOOT
1557365102142,0.7,WALKING
1557365102142,0.11,UNKNOWN
1557365102142,0.04,IN_VEHICLE
1557365102142,0.04,ON_BICYCLE
1557365102142,0.04,STILL
1557365102142,0.04,RUNNING
1557365123673,0.56,ON_FOOT
1557365123673,0.56,WALKING
1557365123673,0.13,STILL
1557365123673,0.1,UNKNOWN
1557365123673,0.09,IN_VEHICLE
1557365123673,0.03,ON_BICYCLE
1557365123673,0.02,RUNNING
1557365132208,0.46,ON_FOOT
1557365132208,0.46,WALKING
1557365132208,0.21,UNKNOWN
1557365132208,0.1,IN_VEHICLE
1557365132208,0.08,STILL
1557365132208,0.05,ON_BICYCLE
1557365132208,0.05,RUNNING
1557365136709,0.91,ON_FOOT
1557365136709,0.91,WALKING
1557365136709,0.05,STILL
1557365136709,0.02,UNKNOWN
1557365136709,0.01,IN_VEHICLE
1557365141209,0.78,ON_FOOT
1557365141209,0.78,WALKING
1557365141209,0.13,STILL
1557365141209,0.05,IN_VEHICLE
1557365141209,0.02,UNKNOWN
1557365159165,0.4,UNKNOWN
1557365159165,0.1,IN_VEHICLE
1557365159165,0.1,ON_BICYCLE
1557365159165,0.1,ON_FOOT
1557365159165,0.1,STILL
1557365159165,0.1,WALKING
1557365159165,0.1,RUNNING
1557365181000,0.96,ON_FOOT
1557365181000,0.96,WALKING
1557365181000,0.02,STILL
1557365181000,0.01,ON_BICYCLE
1557365181000,0.01,UNKNOWN
1557365181000,0.0,IN_VEHICLE
1557365185679,0.98,ON_FOOT
1557365185679,0.98,WALKING
1557365185679,0.02,UNKNOWN
1557365189655,0.99,ON_FOOT
1557365189655,0.99,WALKING
1557365189655,0.01,UNKNOWN
1557365194170,0.78,ON_FOOT
1557365194170,0.78,WALKING
1557365194170,0.08,STILL
1557365194170,0.05,IN_VEHICLE
1557365194170,0.03,ON_BICYCLE
1557365194170,0.02,UNKNOWN
1557365194170,0.02,RUNNING
1557365196244,1.0,TILTING
1557365198318,0.93,ON_FOOT
1557365198318,0.93,WALKING
1557365198318,0.03,RUNNING
1557365198318,0.02,ON_BICYCLE
1557365198318,0.02,UNKNOWN
1557365210817,1.0,TILTING
1557365223315,0.29,STILL
1557365223315,0.21,ON_FOOT
1557365223315,0.21,UNKNOWN
1557365223315,0.21,WALKING
