timestamp,TotalSteps,StepsToday
1557544569838,26440,0
1557544570838,26440,0
1557544571838,26440,0
1557544572863,26440,0
1557544573867,26440,0
1557544574863,26440,0
1557544575888,26440,0
1557544576889,26440,0
1557544577913,26440,0
1557544578913,26440,0
1557544579913,26440,0
1557544580938,26440,0
1557544581938,26440,0
1557544583090,26440,0
1557544583963,26440,0
1557544584963,26440,0
1557544585989,26440,0
1557544586963,26440,0
1557544588095,26440,0
1557544588989,26440,0
1557544590014,26440,0
1557544591014,26440,0
1557544592015,26440,0
1557544593095,26440,0
1557544594047,26440,0
1557544595046,26440,0
1557544596045,26440,0
1557544597064,26440,0
1557544598196,26440,0
1557544599064,26440,0
1557544600089,26440,0
1557544601114,26452,12
1557544602126,26454,14
1557544603206,26454,14
1557544604126,26456,16
1557544605139,26458,18
1557544606146,26460,20
1557544607165,26462,22
1557544608202,26462,22
1557544609174,26462,22
1557544610189,26464,24
1557544611189,26466,26
1557544612214,26466,26
1557544613295,26466,26
1557544614214,26466,26
1557544615217,26466,26
1557544616239,26466,26
1557544617263,26466,26
1557544618238,26466,26
1557544619264,26466,26
1557544620264,26466,26
1557544621264,26466,26
1557544622288,26466,26
1557544623288,26466,26
1557544624317,26476,36
1557544625314,26476,36
1557544626339,26476,36
1557544627339,26478,38
1557544628339,26478,38
1557544629345,26480,40
1557544630364,26482,42
1557544631379,26484,44
1557544632390,26484,44
1557544633389,26484,44
1557544634414,26484,44
1557544635414,26484,44
1557544636441,26486,46
1557544637414,26488,48
1557544638445,26488,48
1557544639445,26488,48
1557544640464,26488,48
1557544641464,26488,48
1557544642470,26488,48
1557544643489,26488,48
1557544644490,26488,48
1557544645514,26488,48
1557544646514,26488,48
1557544647520,26488,48
1557544648543,26488,48
1557544649539,26488,48
1557544650539,26488,48
1557544651550,26488,48
1557544652564,26488,48
1557544653590,26488,48
1557544654591,26488,48
1557544655589,26488,48
1557544656589,26488,48
1557544657589,26488,48
1557544658613,26488,48
1557544659613,26488,48
1557544660639,26488,48
1557544661639,26488,48
1557544662640,26488,48
1557544663664,26488,48
1557544664667,26488,48
1557544665665,26488,48
1557544666689,26488,48
1557544667689,26488,48
1557544668692,26488,48
1557544669698,26488,48
1557544670714,26488,48
1557544671720,26488,48
1557544672738,26488,48
1557544673739,26488,48
1557544674739,26488,48
1557544675764,26488,48
1557544676765,26488,48
1557544677763,26488,48
1557544678794,26488,48
1557544679789,26488,48
1557544680814,26488,48
1557544681814,26488,48
1557544682814,26488,48
1557544683814,26488,48
1557544684819,26488,48
1557544685839,26488,48
1557544686844,26488,48
1557544687864,26488,48
1557544688865,26488,48
1557544689888,26488,48
1557544690888,26488,48
1557544692124,26488,48
1557544692888,26488,48
1557544693914,26488,48
1557544694914,26488,48
1557544695935,26488,48
1557544696939,26488,48
1557544697968,26488,48
1557544698941,26488,48
1557544699963,26488,48
1557544700965,26488,48
1557544701963,26488,48
1557544702989,26488,48
1557544703993,26488,48
1557544705014,26488,48
1557544706014,26488,48
1557544707014,26488,48
1557544708038,26488,48
1557544709019,26488,48
1557544710038,26488,48
1557544711063,26488,48
1557544712069,26488,48
1557544713076,26488,48
1557544714069,26488,48
1557544715088,26488,48
1557544716088,26488,48
1557544717088,26488,48
1557544718096,26488,48
1557544719114,26488,48
1557544720141,26488,48
1557544721119,26488,48
1557544722137,26488,48
1557544723138,26488,48
1557544724139,26488,48
1557544725163,26488,48
1557544726188,26488,48
1557544727190,26488,48
1557544728187,26488,48
1557544729188,26488,48
1557544730213,26488,48
1557544731226,26488,48
1557544732218,26488,48
1557544733219,26488,48
1557544734239,26498,58
1557544735239,26498,58
1557544736241,26498,58
1557544737263,26498,58
1557544738288,26498,58
1557544739290,26498,58
1557544740288,26498,58
1557544741288,26498,58
1557544742288,26498,58
1557544743313,26498,58
1557544744313,26498,58
1557544745337,26498,58
1557544746339,26498,58
1557544747338,26498,58
1557544748363,26498,58
1557544749363,26498,58
1557544750388,26498,58
1557544751388,26498,58
1557544752388,26498,58
1557544753393,26498,58
1557544754393,26498,58
1557544755414,26498,58
1557544756413,26498,58
1557544757438,26498,58
1557544758438,26498,58
1557544759438,26498,58
1557544760463,26498,58
1557544761469,26498,58
1557544762488,26498,58
1557544763488,26498,58
1557544764500,26498,58
1557544765488,26498,58
1557544766513,26498,58
1557544767513,26498,58
1557544768538,26498,58
1557544769538,26498,58
1557544770539,26498,58
1557544771537,26498,58
1557544772563,26498,58
1557544773567,26498,58
1557544774588,26498,58
1557544775588,26498,58
1557544776588,26498,58
1557544777588,26498,58
1557544778613,26498,58
1557544779613,26498,58
1557544780637,26498,58
1557544781638,26498,58
1557544782638,26498,58
1557544783637,26498,58
1557544784664,26498,58
1557544785668,26498,58
1557544786663,26498,58
1557544787688,26498,58
1557544788688,26498,58
1557544789687,26498,58
1557544790714,26498,58
1557544791720,26498,58
1557544792738,26498,58
1557544793738,26498,58
1557544794738,26498,58
1557544795746,26498,58
1557544796763,26498,58
1557544797785,26498,58
1557544798763,26498,58
1557544799788,26498,58
1557544800788,26498,58
1557544801813,26498,58
1557544802813,26498,58
1557544803813,26498,58
1557544804838,26498,58
1557544805838,26498,58
