timestamp,confidence,type
1557446482629,0.27,UNKNOWN
1557446482629,0.19,STILL
1557446482629,0.17,ON_FOOT
1557446482629,0.17,WALKING
1557446482629,0.11,IN_VEHICLE
1557446482629,0.08,ON_BICYCLE
1557446482629,0.07,RUNNING
1557446510051,0.38,STILL
1557446510051,0.17,IN_VEHICLE
1557446510051,0.15,ON_FOOT
1557446510051,0.15,WALKING
1557446510051,0.12,UNKNOWN
1557446510051,0.08,ON_BICYCLE
1557446510051,0.03,RUNNING
1557446537329,0.3,IN_VEHICLE
1557446537329,0.27,STILL
1557446537329,0.12,ON_FOOT
1557446537329,0.12,WALKING
1557446537329,0.11,UNKNOWN
1557446537329,0.08,ON_BICYCLE
1557446537329,0.03,RUNNING
1557446552828,1.0,TILTING
1557446568327,0.39,STILL
1557446568327,0.17,UNKNOWN
1557446568327,0.13,IN_VEHICLE
1557446568327,0.09,ON_FOOT
1557446568327,0.09,WALKING
1557446568327,0.07,ON_BICYCLE
1557446568327,0.04,RUNNING
1557446583466,0.79,STILL
1557446583466,0.12,ON_FOOT
1557446583466,0.12,WALKING
1557446583466,0.03,IN_VEHICLE
1557446583466,0.03,ON_BICYCLE
1557446583466,0.01,UNKNOWN
1557446597259,1.0,STILL
1557446611307,1.0,STILL
1557446631137,1.0,STILL
1557446644950,0.48,STILL
1557446644950,0.36,ON_FOOT
1557446644950,0.36,WALKING
1557446644950,0.06,IN_VEHICLE
1557446644950,0.04,ON_BICYCLE
1557446644950,0.02,UNKNOWN
1557446644950,0.01,RUNNING
1557446658798,0.61,STILL
1557446658798,0.31,ON_FOOT
1557446658798,0.31,WALKING
1557446658798,0.03,ON_BICYCLE
1557446658798,0.02,IN_VEHICLE
1557446658798,0.01,UNKNOWN
1557446658798,0.01,RUNNING
1557446672702,0.65,STILL
1557446672702,0.15,IN_VEHICLE
1557446672702,0.09,ON_FOOT
1557446672702,0.09,WALKING
1557446672702,0.03,ON_BICYCLE
1557446672702,0.01,UNKNOWN
1557446686529,1.0,STILL
1557446700335,1.0,STILL
1557446718569,0.32,STILL
1557446718569,0.22,UNKNOWN
1557446718569,0.13,ON_FOOT
1557446718569,0.13,WALKING
1557446718569,0.1,IN_VEHICLE
1557446718569,0.09,ON_BICYCLE
1557446718569,0.05,RUNNING
1557446732387,1.0,STILL
1557446746209,1.0,STILL
1557446760030,1.0,STILL
1557446773844,0.34,STILL
1557446773844,0.2,IN_VEHICLE
1557446773844,0.2,ON_BICYCLE
1557446773844,0.19,ON_FOOT
