timestamp,rxKiloBytes,txKiloBytes,duration
1557532817231,10,3,15000
1557541125476,0,0,15000
1557541140524,5,4,15000
1557541155550,377,35,15000
1557541170564,15,9,15000
1557541185598,1928,79,15000
1557541200625,2,4,15000
1557541215681,93,7,15000
1557541230721,312,13,15000
1557541245745,0,0,15000
1557541260764,74,12,15000
1557541275786,30,5,15000
1557541290803,256,5,15000
1557541305829,97,13,15000
1557541320869,281,14,15000
1557541335903,742,26,15000
1557541350927,4920,42,15000
1557541365942,0,0,15000
1557541380973,22,3,15000
1557541395998,1,0,15000
1557541411036,2144,106,15000
1557541426065,3698,102,15000
1557541441107,72,9,15000
1557541456124,0,0,15000
1557541471159,0,0,15000
1557541486174,0,0,15000
1557541501194,0,0,15000
1557541516218,0,0,15000
1557541531264,0,0,15000
1557541546293,6656,290,15000
1557541561436,2707,179,15000
1557541576481,1348,71,15000
1557541591493,14,13,15000
1557541606510,41,15,15000
1557541621534,328,9,15000
1557541636558,70,8,15000
1557541651577,18,12,15000
1557541666595,7975,391,15000
1557541681619,1242,84,15000
1557541696636,6,3,15000
1557541711651,0,0,15000
1557541726669,4,5,15000
1557541741698,244,33,15000
1557541756742,3,4,15000
1557541903728,1,1,15000
1557541918751,1140,92,15000
1557541933781,814,27,15000
1557541948809,788,123,15000
1557541963831,574,63,15000
1557541978851,7,6,15000
1557541993888,0,0,15000
1557542008929,95,12,15000
1557542023941,43,14,15000
1557542038969,0,0,15000
1557542053998,1,5,15000
1557542069018,67,6,15000
1557542084046,1,2,15000
1557542099083,1,0,15000
1557542114287,16,6,15000
1557542129300,1052,48,15000
1557542144316,0,0,15000
1557542159340,1,0,15000
1557542174365,5,3,15000
1557542189385,135,62,15000
1557542204417,85,27,15000
1557542219451,0,0,15000
1557542283296,1,4,15000
1557542298328,3,4,15000
1557542313348,0,0,15000
1557542328390,20,6,15000
1557542402708,0,0,15000
1557544534873,104,13,15000
1557544549917,88,20,15000
1557544564957,10,4,15000
1557544579998,12,2,15000
1557544595030,1,2,15000
1557544610078,0,0,15000
1557545316203,47,13,15000
1557545331234,34,10,15000
1557545947004,664,45,15000
1557545962153,1,1,15000
1557545977180,15,6,15000
1557545992198,0,0,15000
1557546007233,6,4,15000
1557546142403,0,0,15000
1557546157421,11,6,15000
1557546172435,4,2,15000
1557546187456,9,17,15000
1557546202481,486,71,15000
1557546217504,6101,152,15000
1557546232536,0,0,15000
1557546247575,10,5,15000
1557546262588,11,6,15000
1557546277610,0,0,15000
1557546292639,683,26,15000
1557546307673,35,2,15000
1557546322701,0,0,15000
1557546337724,0,0,15000
1557546352757,0,0,15000
1557546367788,0,0,15000
1557546382812,65,14,15000
1557546397843,0,0,15000
1557546412873,0,0,15000
1557546427900,0,0,15000
1557546442921,301,34,15000
1557546457941,956,78,15000
1557546472959,1,3,15000
1557546487980,2,2,15000
1557546503000,0,0,15000
1557546518029,462,52,15000
1557546533079,133,62,15000
1557546548098,402,58,15000
1557546563113,3,4,15000
1557546578128,3,5,15000
1557546593305,3,3,15000
1557546608358,3,5,15000
1557546623388,2,4,15000
1557546638410,6,8,15000
1557546653433,23,10,15000
1557546668460,1158,113,15000
1557546683511,13,6,15000
1557546698540,4,2,15000
1557546713576,2,2,15000
1557546728616,3,6,15000
1557546743659,117,28,15000
1557546758705,2,4,15000
1557546773731,6,2,15000
1557546788758,1,1,15000
1557546803801,0,1,15000
1557546818822,11,8,15000
1557546833843,654,43,15000
1557546848863,32,18,15000
1557546863885,8,9,15000
1557546879048,4,4,15000
1557546894062,2,3,15000
1557546909090,4,4,15000
1557546924132,3,3,15000
1557546939152,3,5,15000
1557546954198,115,24,15000
1557546969239,61,8,15000
1557546984290,1,1,15000
1557546999315,2,2,15000
1557547014338,1739,84,15000
1557547029378,185,17,15000
1557547044390,506,37,15000
