timestamp,Resistance
1557544569703,3530
1557544569913,3551
1557544570113,3530
1557544570330,3525
1557544570512,3546
1557544570694,3546
1557544570936,3551
1557544571113,3581
1557544571313,3576
1557544571513,3566
1557544571713,3546
1557544571889,3541
1557544572090,3535
1557544572292,3546
1557544572499,3525
1557544572690,3511
1557544572888,3520
1557544573106,3520
1557544573294,3496
1557544573488,3486
1557544573688,3506
1557544573889,3481
1557544574089,3486
1557544574288,3481
1557544574496,3476
1557544574690,3481
1557544574891,3486
1557544575089,3486
1557544575288,3466
1557544575488,3486
1557544575687,3461
1557544575890,3428
1557544576087,3362
1557544576287,3357
1557544576488,3362
1557544576687,3376
1557544576887,3352
1557544577087,3366
1557544577288,3343
1557544577466,3376
1557544577688,3352
1557544577866,3376
1557544578096,3352
1557544578294,3371
1557544578462,3348
1557544578666,3362
1557544578863,3338
1557544579063,3343
1557544579263,3343
1557544579463,3334
1557544579663,3362
1557544579863,3357
1557544580070,3357
1557544580263,3362
1557544580467,3348
1557544580663,3371
1557544580863,3343
1557544581063,3352
1557544581263,3366
1557544581459,3343
1557544581663,3362
1557544581864,3338
1557544582063,3334
1557544582263,3348
1557544582463,3325
1557544582666,3343
1557544582863,3316
1557544583119,3316
1557544583290,3334
1557544583471,3307
1557544583663,3329
1557544583863,3316
1557544584039,3302
1557544584263,3320
1557544584464,3311
1557544584639,3298
1557544584839,3320
1557544585040,3293
1557544585240,3289
1557544585438,3293
1557544585641,3262
1557544585839,3257
1557544586053,3275
1557544586240,3271
1557544586438,3253
1557544586638,3266
1557544586838,3227
1557544587039,3201
1557544587238,3213
1557544587440,3171
1557544587639,2934
1557544587861,2761
1557544588115,3357
1557544588330,3293
1557544588500,3418
1557544588639,3506
1557544588839,3496
1557544589038,3476
1557544589230,3535
1557544589438,3556
1557544589638,3511
1557544589838,3530
1557544590036,3586
1557544590239,3428
1557544590420,3423
1557544590639,3334
1557544590821,3320
1557544591027,3087
1557544591221,2589
1557544591415,1488
1557544591623,3129
1557544591814,3205
1557544592024,3404
1557544592214,3437
1557544592415,3447
1557544592614,3390
1557544592814,3394
1557544593085,3320
1557544593295,3376
1557544593487,3275
1557544593614,3213
1557544593820,3213
1557544594014,3227
1557544594213,3227
1557544594415,3108
1557544594603,2908
1557544594815,2574
1557544595014,2574
1557544595215,2580
1557544595414,2482
1557544595614,2202
1557544595814,2666
1557544596014,2531
1557544596213,2878
1557544596419,2912
1557544596591,3116
1557544596794,3171
1557544597014,3108
1557544597197,3035
1557544597388,3031
1557544597594,2942
1557544597790,2965
1557544598090,2968
1557544598223,2942
1557544598489,2942
1557544598588,2927
1557544598789,2934
1557544599001,2938
1557544599189,2953
1557544599386,2968
1557544599589,2942
1557544599789,2946
1557544599989,2946
1557544600189,2942
1557544600389,2923
1557544600589,2761
1557544600789,2792
1557544600989,2631
1557544601188,2549
1557544601390,2754
1557544601594,2771
1557544601789,2871
1557544601995,2923
1557544602188,2900
1557544602389,2897
1557544602589,2930
1557544602771,2980
1557544603092,3023
1557544603218,2965
1557544603395,2465
1557544603589,2424
1557544603766,2571
1557544603965,3253
1557544604163,3432
1557544604364,3311
1557544604569,2596
1557544604764,2992
1557544604979,3112
1557544605164,2878
1557544605364,2919
1557544605564,3003
1557544605780,2897
1557544605964,2853
1557544606166,2775
1557544606363,2747
1557544606564,2744
1557544606764,2757
1557544606964,2723
1557544607181,2761
1557544607364,2436
1557544607573,2413
1557544607764,2427
1557544608091,2747
1557544608195,2806
1557544608398,2806
1557544608564,2792
1557544608764,2764
1557544608964,2433
1557544609166,2450
1557544609364,2842
1557544609551,2813
1557544609764,2456
1557544609964,2430
1557544610143,2335
1557544610339,2121
1557544610549,2129
1557544610739,2153
1557544610939,2160
1557544611139,2276
1557544611339,2255
1557544611546,2180
1557544611747,2165
1557544611939,2136
1557544612139,2150
1557544612339,2170
1557544612539,2105
1557544612739,2105
1557544612939,2110
1557544613134,2100
1557544613378,2105
1557544613539,2121
1557544613738,2121
1557544613938,2124
1557544614139,2150
1557544614339,2172
1557544614538,2180
1557544614739,2177
1557544614938,2182
1557544615138,2187
1557544615340,2217
1557544615538,2287
1557544615746,2300
1557544615916,2311
1557544616120,2503
1557544616338,2637
1557544616515,2351
1557544616712,2305
1557544616912,2192
1557544617113,2195
1557544617313,2237
1557544617513,2245
1557544617713,2477
1557544617913,2660
1557544618113,2730
1557544618315,2696
1557544618513,2730
1557544618724,2737
1557544618918,2747
1557544619113,2747
1557544619316,2785
1557544619514,2750
1557544619714,2792
1557544619914,2754
1557544620113,2750
1557544620353,2768
1557544620521,2740
1557544620714,2727
1557544620914,2720
1557544621114,2730
1557544621323,2750
1557544621513,2761
1557544621715,2680
1557544621912,2737
1557544622094,2737
1557544622292,2782
1557544622495,2723
1557544622687,2747
1557544622887,2785
1557544623088,2737
1557544623293,2733
1557544623487,2723
1557544623700,2706
1557544623897,2703
1557544624089,2703
1557544624300,2680
1557544624488,2690
1557544624689,2713
1557544624889,2686
1557544625089,2727
1557544625295,2727
1557544625488,2757
1557544625689,2806
1557544625889,2757
1557544626089,2716
1557544626289,2744
1557544626491,2747
1557544626688,2761
1557544626898,2761
1557544627089,2778
1557544627289,2750
1557544627489,2754
1557544627689,2750
1557544627889,2757
1557544628089,2796
1557544628288,2733
1557544628489,2750
1557544628689,2785
1557544628889,2750
1557544629064,2799
1557544629264,2864
1557544629472,2813
1557544629664,2740
1557544629872,2433
1557544630064,2611
1557544630273,2185
1557544630464,2346
1557544630670,2439
1557544630864,2471
1557544631064,2515
1557544631264,2497
1557544631462,2433
1557544631662,2462
1557544631862,2546
1557544632070,2680
1557544632263,3063
1557544632471,2864
1557544632660,2737
1557544632864,2757
1557544633074,2615
1557544633253,2488
1557544633466,2365
1557544633709,2373
1557544633871,2351
1557544634064,2424
1557544634276,2574
1557544634479,2427
1557544634664,2416
1557544634841,2500
1557544635051,2421
1557544635264,2376
1557544635445,2357
1557544635639,2303
1557544635845,2141
1557544636045,2119
1557544636248,2040
1557544636451,2192
1557544636640,2107
1557544636839,2170
1557544637046,2351
1557544637240,2439
1557544637442,2471
1557544637639,2500
1557544637838,2503
1557544638045,2482
1557544638243,2474
1557544638469,2465
1557544638639,2480
1557544638839,2462
1557544639060,2482
1557544639239,2474
1557544639439,2465
1557544639638,2474
1557544639840,2485
1557544640039,2468
1557544640239,2471
1557544640439,2474
1557544640644,2485
1557544640839,2465
