timestamp,TotalSteps,StepsToday
1557710544596,38256,0
1557710545610,38256,0
1557710546621,38256,0
1557710547634,38256,0
1557710548668,38256,0
1557710549742,38256,0
1557710550678,38256,0
1557710551757,38256,0
1557710552749,38256,0
1557710553756,38256,0
1557710554707,38256,0
1557710555711,38256,0
1557710556734,38256,0
1557710557739,38256,0
1557710558724,38256,0
1557710559737,38256,0
1557710560749,38256,0
1557710561746,38256,0
1557710562758,38256,0
1557710564243,38256,0
1557710564860,38256,0
1557710565786,38256,0
1557710566837,38256,0
1557710567858,38256,0
1557710568861,38256,0
1557710569954,38256,0
1557710570854,38256,0
1557710571851,38256,0
1557710572903,38256,0
1557710573865,38256,0
1557710574878,38256,0
1557710575874,38256,0
1557710576887,38256,0
1557710577900,38256,0
1557710578956,38256,0
1557710579951,38256,0
1557710580956,38256,0
1557710581957,38256,0
1557710583032,38256,0
1557710583985,38256,0
1557710584977,38256,0
1557710585973,38256,0
1557710586981,38256,0
1557710587993,38256,0
1557710589037,38256,0
1557710590035,38256,0
1557710591032,38256,0
1557710592044,38256,0
1557710593058,38256,0
1557710594044,38256,0
1557710595051,38256,0
1557710596141,38256,0
1557710597130,38256,0
1557710598335,38256,0
1557710599080,38256,0
1557710600099,38256,0
1557710601107,38256,0
1557710602105,38256,0
1557710603116,38256,0
1557710604138,38256,0
1557710605145,38256,0
1557710606172,38256,0
1557710607185,38256,0
1557710608179,38256,0
1557710609341,38256,0
1557710610236,38266,10
1557710611203,38268,12
1557710612266,38270,14
1557710613241,38272,16
1557710614225,38274,18
1557710615218,38276,20
1557710616242,38278,22
1557710617250,38280,24
1557710618274,38282,26
1557710619471,38282,26
1557710620330,38282,26
1557710621279,38282,26
1557710622293,38282,26
1557710623350,38282,26
1557710624313,38282,26
1557710625342,38282,26
1557710626392,38282,26
1557710627337,38282,26
1557710628376,38282,26
1557710629347,38282,26
1557710630366,38282,26
1557710631372,38282,26
1557710632369,38282,26
1557710633381,38282,26
1557710634439,38282,26
1557710635450,38282,26
1557710636431,38282,26
1557710637438,38282,26
1557710638447,38282,26
1557710639559,38282,26
1557710640448,38282,26
1557710641460,38282,26
1557710642531,38282,26
1557710643491,38282,26
1557710644494,38282,26
1557710645529,38282,26
1557710646502,38282,26
1557710647512,38282,26
1557710648655,38282,26
1557710649533,38282,26
1557710650648,38282,26
1557710651649,38282,26
1557710652631,38282,26
1557710653591,38282,26
1557710654733,38282,26
1557710655583,38282,26
1557710656838,38282,26
1557710657627,38282,26
1557710658597,38282,26
1557710659642,38282,26
1557710660652,38282,26
1557710661635,38282,26
1557710662632,38282,26
1557710663644,38282,26
