timestamp,CaloriesToday,Calories
1557710544628,758,19229
1557710545640,758,19229
1557710546671,758,19229
1557710547700,758,19229
1557710548832,758,19229
1557710549851,758,19229
1557710550847,758,19229
1557710551831,758,19229
1557710552855,758,19229
1557710553876,758,19229
1557710554941,758,19229
1557710555892,758,19229
1557710556917,758,19229
1557710557970,758,19229
1557710558963,758,19229
1557710559986,758,19229
1557710561015,759,19229
1557710562044,759,19229
1557710563057,759,19229
1557710564354,759,19229
1557710565133,759,19229
1557710566151,759,19229
1557710567179,759,19229
1557710568248,759,19229
1557710569259,759,19229
1557710570252,759,19229
1557710571257,759,19229
1557710572358,759,19229
1557710573384,759,19229
1557710574346,759,19229
1557710575359,759,19229
1557710576385,759,19229
1557710577416,759,19229
1557710578479,759,19229
1557710579468,759,19229
1557710580549,759,19229
1557710581559,759,19229
1557710582561,759,19229
1557710583581,759,19229
1557710584644,759,19229
1557710585624,759,19229
1557710586648,759,19229
1557710587750,759,19229
1557710588688,759,19229
1557710589756,759,19229
1557710590792,759,19229
1557710591759,759,19229
1557710592791,759,19229
1557710593822,759,19229
1557710594839,759,19229
1557710595876,759,19230
1557710596902,759,19230
1557710597948,759,19230
1557710598931,759,19230
1557710599960,759,19230
1557710600994,759,19230
1557710602020,759,19230
1557710603050,759,19230
1557710604068,759,19230
1557710605133,759,19230
1557710606148,759,19230
1557710607160,759,19230
1557710608179,759,19230
1557710609365,759,19230
1557710610248,759,19230
1557710611364,759,19230
1557710612340,759,19230
1557710613275,759,19230
1557710614305,759,19230
1557710615369,759,19230
1557710616347,759,19230
1557710617400,759,19230
1557710618448,759,19230
1557710619548,759,19230
1557710620476,760,19230
1557710621543,760,19230
1557710622632,760,19230
1557710623553,760,19230
1557710624582,760,19230
1557710625642,760,19230
1557710626656,760,19230
1557710627757,760,19230
1557710628665,760,19230
1557710629679,760,19230
1557710630708,760,19230
1557710631737,760,19230
1557710632754,760,19230
1557710633856,760,19230
1557710634936,760,19230
1557710635848,760,19230
1557710636954,760,19230
1557710637911,760,19230
1557710638945,760,19230
1557710639950,760,19230
1557710640955,760,19231
1557710642007,760,19231
1557710643020,760,19231
1557710644064,760,19231
1557710645079,760,19231
1557710646130,760,19231
1557710647134,760,19231
1557710648151,760,19231
1557710649244,760,19231
1557710650256,760,19231
1557710651209,760,19231
1557710652261,760,19231
1557710653260,760,19231
1557710654280,760,19231
1557710655330,760,19231
1557710656328,760,19231
1557710657358,760,19231
1557710658381,760,19231
1557710659452,760,19231
1557710660434,760,19231
1557710661474,760,19231
1557710662544,760,19231
1557710663528,760,19231
1557710664539,760,19231
1557710665579,760,19231
1557710666584,761,19231
1557710667612,761,19231
1557710668637,761,19231
1557710669639,761,19231
1557710670684,761,19231
1557710671698,761,19231
1557710672902,761,19231
1557710673750,761,19231
1557710674817,761,19231
1557710675800,761,19231
1557710676811,761,19231
1557710677839,761,19231
1557710678876,761,19231
1557710679895,761,19231
1557710680946,761,19231
1557710681982,761,19231
1557710682991,761,19231
1557710683986,761,19231
1557710685012,761,19231
1557710686063,761,19231
1557710687053,761,19232
1557710688084,761,19232
1557710689109,761,19232
1557710690150,761,19232
1557710691159,761,19232
1557710692188,761,19232
1557710693237,761,19232
1557710694285,761,19232
1557710695337,761,19232
1557710696308,761,19232
1557710697300,761,19232
1557710698350,761,19232
1557710699373,761,19232
1557710700371,761,19232
1557710701404,761,19232
1557710702423,761,19232
1557710703454,761,19232
1557710704468,761,19232
1557710705497,761,19232
1557710706527,761,19232
1557710707541,761,19232
1557710708597,761,19232
1557710709587,761,19232
1557710710652,761,19232
1557710711656,762,19232
1557710712675,762,19232
1557710713719,762,19232
1557710714750,762,19232
1557710715947,762,19232
1557710716780,762,19232
1557710717789,762,19232
1557710718837,762,19232
1557710719863,762,19232
1557710720854,762,19232
1557710721901,762,19232
1557710722954,762,19232
1557710723950,762,19232
1557710724964,762,19233
1557710726001,762,19233
1557710727021,762,19233
1557710728065,762,19233
1557710729061,762,19233
1557710730158,762,19233
1557710731112,762,19233
1557710732137,762,19233
1557710733157,762,19233
1557710734185,762,19233
1557710735243,762,19233
1557710736237,762,19233
1557710737336,762,19233
1557710738299,762,19233
1557710739296,762,19233
1557710740330,762,19233
1557710741355,762,19233
1557710742367,762,19233
1557710743424,762,19233
1557710744445,762,19233
1557710745458,762,19233
1557710746490,762,19233
1557710747510,762,19233
1557710748530,762,19233
1557710749558,762,19233
1557710750584,763,19233
1557710751614,763,19233
1557710752611,763,19233
1557710753642,763,19233
1557710754742,763,19233
1557710755704,763,19233
1557710756752,763,19233
1557710757749,763,19233
1557710758793,763,19233
1557710759854,763,19233
1557710760838,763,19233
1557710761854,763,19233
1557710762882,763,19233
1557710764031,763,19233
1557710764923,763,19233
1557710765964,763,19233
1557710766976,763,19233
1557710768003,763,19233
1557710769027,763,19233
1557710770039,763,19233
1557710771084,763,19234
1557710772087,763,19234
1557710773117,763,19234
1557710774145,763,19234
1557710775176,763,19234
1557710776181,763,19234
1557710777249,763,19234
1557710778273,763,19234
1557710779256,763,19234
1557710780270,763,19234
1557710781299,763,19234
1557710782312,763,19234
1557710783359,763,19234
1557710784382,763,19234
1557710785413,763,19234
1557710786432,763,19234
1557710787462,763,19234
1557710788508,763,19234
1557710789530,763,19234
1557710790533,763,19234
1557710791542,763,19234
1557710792574,763,19234
1557710793607,763,19234
1557710794634,763,19234
1557710795688,763,19234
1557710796727,764,19234
1557710797684,764,19234
1557710798737,764,19234
1557710799754,764,19234
1557710800756,764,19234
1557710801844,764,19234
1557710802876,764,19234
1557710803832,764,19234
1557710804873,764,19234
1557710805886,764,19234
1557710806904,764,19234
1557710807930,764,19234
1557710808957,764,19234
1557710809971,764,19234
1557710811000,764,19234
1557710812030,764,19234
1557710813042,764,19234
1557710814071,764,19234
1557710815101,764,19234
1557710816335,764,19235
1557710817171,764,19235
1557710818172,764,19235
1557710819203,764,19235
1557710820237,764,19235
1557710821267,764,19235
1557710822292,764,19235
1557710823309,764,19235
1557710824353,764,19235
1557710825348,764,19235
1557710826389,764,19235
1557710827407,764,19235
1557710828436,764,19235
1557710829446,764,19235
1557710830481,764,19235
1557710831519,764,19235
1557710832529,764,19235
1557710833575,764,19235
1557710834562,764,19235
1557710835596,764,19235
1557710836622,764,19235
1557710837629,764,19235
1557710838662,764,19235
1557710839687,764,19235
1557710840713,764,19235
1557710841734,764,19235
1557710842769,765,19235
1557710843781,765,19235
1557710844802,765,19235
1557710845848,765,19235
1557710846851,765,19235
1557710847906,765,19235
1557710848955,765,19235
1557710849913,765,19235
1557710850966,765,19235
1557710852008,765,19235
1557710852986,765,19235
1557710854015,765,19235
1557710855060,765,19235
1557710856081,765,19235
1557710857089,765,19235
1557710858116,765,19235
1557710859140,765,19235
1557710860231,765,19235
1557710861246,765,19235
1557710862227,765,19236
1557710863261,765,19236
1557710864257,765,19236
1557710865270,765,19236
1557710866315,765,19236
1557710867339,765,19236
1557710868357,765,19236
1557710869386,765,19236
1557710870427,765,19236
1557710871437,765,19236
1557710872469,765,19236
1557710873476,765,19236
1557710874510,765,19236
1557710875530,765,19236
1557710876581,765,19236
1557710877571,765,19236
1557710878604,765,19236
1557710879650,765,19236
1557710880658,765,19236
1557710881694,765,19236
1557710882706,765,19236
1557710883729,765,19236
1557710884779,765,19236
1557710885785,765,19236
1557710886796,765,19236
1557710887836,766,19236
1557710888859,766,19236
1557710889905,766,19236
1557710890922,766,19236
1557710891917,766,19236
1557710892950,766,19236
1557710893991,766,19236
1557710894994,766,19236
1557710896030,766,19236
1557710897039,766,19236
1557710898088,766,19236
1557710899087,766,19236
1557710900116,766,19236
1557710901130,766,19236
1557710902158,766,19236
1557710903187,766,19236
1557710904217,766,19236
1557710905229,766,19236
1557710906267,766,19236
1557710907303,766,19236
1557710908319,766,19237
1557710909340,766,19237
1557710910363,766,19237
1557710911381,766,19237
1557710912407,766,19237
1557710913444,766,19237
1557710914456,766,19237
1557710915472,766,19237
1557710916516,766,19237
1557710917516,766,19237
1557710918566,766,19237
1557710919580,766,19237
1557710920609,766,19237
1557710921630,766,19237
1557710922648,766,19237
1557710923657,766,19237
1557710924687,766,19237
1557710925721,766,19237
1557710926744,766,19237
1557710927758,766,19237
1557710928812,766,19237
1557710929825,766,19237
1557710930860,766,19237
1557710931907,766,19237
1557710932942,766,19237
1557710934005,767,19237
1557710934987,767,19237
1557710935984,767,19237
1557710936987,767,19237
1557710938054,767,19237
1557710939012,767,19237
1557710940113,767,19237
1557710941102,767,19237
1557710942121,767,19237
1557710943308,767,19237
1557710944179,767,19237
1557710945175,767,19237
1557710946211,767,19237
1557710947246,767,19237
1557710948254,767,19237
1557710949272,767,19237
1557710950300,767,19237
1557710951313,767,19237
1557710952343,767,19237
1557710953372,767,19237
1557710954441,767,19238
1557710955441,767,19238
1557710956443,767,19238
1557710957466,767,19238
1557710958507,767,19238
1557710959537,767,19238
1557710960580,767,19238
1557710961581,767,19238
1557710962590,767,19238
1557710963600,767,19238
1557710964646,767,19238
1557710965658,767,19238
1557710966685,767,19238
1557710967702,767,19238
1557710968730,767,19238
1557710969765,767,19238
1557710970780,767,19238
1557710971892,767,19238
1557710972845,767,19238
1557710973873,767,19238
1557710974874,767,19238
1557710975924,767,19238
1557710976913,767,19238
1557710977979,767,19238
1557710979034,767,19238
1557710980023,768,19238
1557710981036,768,19238
1557710982042,768,19238
1557710983074,768,19238
1557710984122,768,19238
1557710985154,768,19238
1557710986233,768,19238
1557710987175,768,19238
1557710988198,768,19238
1557710989217,768,19238
1557710990255,768,19238
1557710991256,768,19238
1557710992293,768,19238
1557710993328,768,19238
1557710994366,768,19238
1557710995375,768,19238
1557710996406,768,19238
1557710997428,768,19238
1557710998440,768,19238
1557710999451,768,19238
1557711000486,768,19239
1557711001516,768,19239
1557711002550,768,19239
1557711003545,768,19239
1557711004628,768,19239
1557711005607,768,19239
1557711006650,768,19239
1557711007648,768,19239
1557711008688,768,19239
1557711009739,768,19239
1557711010715,768,19239
1557711011761,768,19239
1557711012819,768,19239
1557711013844,768,19239
1557711014841,768,19239
1557711015847,768,19239
1557711016862,768,19239
1557711017887,768,19239
1557711018904,768,19239
1557711019935,768,19239
1557711020957,768,19239
1557711021987,768,19239
1557711023001,768,19239
1557711024053,768,19239
