timestamp,status,temperature,level,plugged
1557446400228,DISCHARGING,247,100.0,UNDEFINED
1557446430325,DISCHARGING,250,100.0,UNDEFINED
1557446452418,DISCHARGING,252,100.0,UNDEFINED
1557446461150,DISCHARGING,254,100.0,UNDEFINED
1557446470122,DISCHARGING,256,100.0,UNDEFINED
1557446474501,DISCHARGING,256,100.0,UNDEFINED
1557446478472,DISCHARGING,257,100.0,UNDEFINED
1557446508609,DISCHARGING,263,100.0,UNDEFINED
1557446538708,DISCHARGING,267,100.0,UNDEFINED
1557446568813,DISCHARGING,269,99.0,UNDEFINED
1557446598933,DISCHARGING,274,99.0,UNDEFINED
1557446629042,DISCHARGING,279,99.0,UNDEFINED
1557446659151,DISCHARGING,283,99.0,UNDEFINED
1557446689254,DISCHARGING,287,99.0,UNDEFINED
1557446719359,DISCHARGING,288,99.0,UNDEFINED
1557446749491,DISCHARGING,290,98.0,UNDEFINED
1557446779587,DISCHARGING,292,98.0,UNDEFINED
1557446809706,DISCHARGING,295,98.0,UNDEFINED
1557446839796,DISCHARGING,297,98.0,UNDEFINED
1557446869907,DISCHARGING,298,98.0,UNDEFINED
1557446900018,DISCHARGING,300,98.0,UNDEFINED
1557446930123,DISCHARGING,302,98.0,UNDEFINED
1557446960277,DISCHARGING,303,97.0,UNDEFINED
1557446990337,DISCHARGING,304,97.0,UNDEFINED
1557447020448,DISCHARGING,305,97.0,UNDEFINED
1557447080687,DISCHARGING,306,97.0,UNDEFINED
1557447110802,DISCHARGING,307,97.0,UNDEFINED
1557447140910,DISCHARGING,308,97.0,UNDEFINED
1557447171015,DISCHARGING,309,97.0,UNDEFINED
1557447201116,DISCHARGING,309,97.0,UNDEFINED
1557447231240,DISCHARGING,310,97.0,UNDEFINED
1557447291478,DISCHARGING,310,97.0,UNDEFINED
1557447321656,DISCHARGING,311,96.0,UNDEFINED
1557447351695,DISCHARGING,312,96.0,UNDEFINED
1557447472152,DISCHARGING,312,96.0,UNDEFINED
1557447502241,DISCHARGING,312,96.0,UNDEFINED
1557447562459,DISCHARGING,313,96.0,UNDEFINED
1557447592573,DISCHARGING,314,96.0,UNDEFINED
1557447652782,DISCHARGING,315,96.0,UNDEFINED
1557447682889,DISCHARGING,315,96.0,UNDEFINED
1557447743121,DISCHARGING,315,95.0,UNDEFINED
1557447773218,DISCHARGING,315,95.0,UNDEFINED
1557447803332,DISCHARGING,316,95.0,UNDEFINED
1557447833436,DISCHARGING,316,95.0,UNDEFINED
1557447863553,DISCHARGING,316,95.0,UNDEFINED
1557447923806,DISCHARGING,317,95.0,UNDEFINED
1557448044232,DISCHARGING,316,95.0,UNDEFINED
1557448164775,DISCHARGING,316,94.0,UNDEFINED
1557448224921,DISCHARGING,315,94.0,UNDEFINED
1557448255026,DISCHARGING,315,94.0,UNDEFINED
1557448315240,DISCHARGING,315,94.0,UNDEFINED
1557448345343,DISCHARGING,314,94.0,UNDEFINED
1557448405573,DISCHARGING,314,94.0,UNDEFINED
1557448435671,DISCHARGING,315,94.0,UNDEFINED
1557448465786,DISCHARGING,315,94.0,UNDEFINED
1557448495902,DISCHARGING,315,94.0,UNDEFINED
1557448526015,DISCHARGING,315,94.0,UNDEFINED
1557448646448,DISCHARGING,315,93.0,UNDEFINED
1557448676549,DISCHARGING,315,93.0,UNDEFINED
1557448706646,DISCHARGING,315,93.0,UNDEFINED
1557448736769,DISCHARGING,314,93.0,UNDEFINED
1557448766877,DISCHARGING,312,93.0,UNDEFINED
1557448796991,DISCHARGING,312,93.0,UNDEFINED
1557448827114,DISCHARGING,313,93.0,UNDEFINED
1557448857227,DISCHARGING,313,93.0,UNDEFINED
1557448880131,DISCHARGING,312,93.0,UNDEFINED
1557448883123,DISCHARGING,312,93.0,UNDEFINED
1557448902132,DISCHARGING,311,93.0,UNDEFINED
1557448918120,DISCHARGING,310,93.0,UNDEFINED
1557448930153,DISCHARGING,309,93.0,UNDEFINED
1557448951125,DISCHARGING,308,93.0,UNDEFINED
1557448970131,DISCHARGING,307,93.0,UNDEFINED
1557448972129,DISCHARGING,308,93.0,UNDEFINED
1557449002256,DISCHARGING,305,93.0,UNDEFINED
1557449008129,DISCHARGING,305,93.0,UNDEFINED
1557449015142,DISCHARGING,305,93.0,UNDEFINED
1557449045255,DISCHARGING,303,93.0,UNDEFINED
1557449075370,DISCHARGING,302,93.0,UNDEFINED
1557449105467,DISCHARGING,300,93.0,UNDEFINED
1557449135581,DISCHARGING,299,93.0,UNDEFINED
1557449165696,DISCHARGING,300,92.0,UNDEFINED
1557449225934,DISCHARGING,300,92.0,UNDEFINED
1557449256049,DISCHARGING,299,92.0,UNDEFINED
1557449286175,DISCHARGING,297,92.0,UNDEFINED
1557449316299,DISCHARGING,295,92.0,UNDEFINED
1557449346399,DISCHARGING,291,92.0,UNDEFINED
1557449376520,DISCHARGING,288,92.0,UNDEFINED
1557449406628,DISCHARGING,286,92.0,UNDEFINED
1557449436752,DISCHARGING,285,92.0,UNDEFINED
1557449466860,DISCHARGING,284,92.0,UNDEFINED
1557449496974,DISCHARGING,283,92.0,UNDEFINED
1557449527102,DISCHARGING,282,92.0,UNDEFINED
1557449587322,DISCHARGING,283,92.0,UNDEFINED
1557449617430,DISCHARGING,284,92.0,UNDEFINED
1557449647546,DISCHARGING,282,92.0,UNDEFINED
1557449677655,DISCHARGING,280,92.0,UNDEFINED
1557449707762,DISCHARGING,279,92.0,UNDEFINED
1557449737864,DISCHARGING,279,92.0,UNDEFINED
1557449798118,DISCHARGING,279,91.0,UNDEFINED
1557449828206,DISCHARGING,278,91.0,UNDEFINED
1557449858331,DISCHARGING,278,91.0,UNDEFINED
1557450189561,DISCHARGING,277,91.0,UNDEFINED
1557450430435,DISCHARGING,276,91.0,UNDEFINED
1557450550899,DISCHARGING,276,91.0,UNDEFINED
1557450581014,DISCHARGING,276,91.0,UNDEFINED
1557450611104,DISCHARGING,277,91.0,UNDEFINED
1557450641225,DISCHARGING,280,91.0,UNDEFINED
1557450671328,DISCHARGING,281,91.0,UNDEFINED
1557450701434,DISCHARGING,280,91.0,UNDEFINED
1557450731606,DISCHARGING,279,90.0,UNDEFINED
1557450791770,DISCHARGING,278,90.0,UNDEFINED
1557450912224,DISCHARGING,278,90.0,UNDEFINED
1557450942345,DISCHARGING,282,90.0,UNDEFINED
1557450972455,DISCHARGING,283,90.0,UNDEFINED
1557451062803,DISCHARGING,282,90.0,UNDEFINED
1557451123000,DISCHARGING,281,90.0,UNDEFINED
1557451153125,DISCHARGING,281,90.0,UNDEFINED
1557451183232,DISCHARGING,281,90.0,UNDEFINED
1557451243448,DISCHARGING,280,90.0,UNDEFINED
1557451394014,DISCHARGING,279,90.0,UNDEFINED
1557451484338,DISCHARGING,278,90.0,UNDEFINED
1557451665006,DISCHARGING,277,90.0,UNDEFINED
1557451905896,DISCHARGING,276,90.0,UNDEFINED
1557452026336,DISCHARGING,276,89.0,UNDEFINED
1557452146785,DISCHARGING,277,89.0,UNDEFINED
1557452176891,DISCHARGING,276,89.0,UNDEFINED
1557452267233,DISCHARGING,278,89.0,UNDEFINED
1557452297353,DISCHARGING,281,89.0,UNDEFINED
1557452327464,DISCHARGING,282,89.0,UNDEFINED
1557452357578,DISCHARGING,281,89.0,UNDEFINED
1557452447920,DISCHARGING,280,89.0,UNDEFINED
1557453080266,DISCHARGING,284,88.0,UNDEFINED
1557453110368,DISCHARGING,288,88.0,UNDEFINED
1557453140479,DISCHARGING,290,88.0,UNDEFINED
1557453230812,DISCHARGING,289,88.0,UNDEFINED
1557453321149,DISCHARGING,288,88.0,UNDEFINED
1557453531933,DISCHARGING,287,88.0,UNDEFINED
1557453682492,DISCHARGING,288,88.0,UNDEFINED
1557453772829,DISCHARGING,287,88.0,UNDEFINED
1557453953501,DISCHARGING,288,88.0,UNDEFINED
1557453983614,DISCHARGING,292,88.0,UNDEFINED
1557454013732,DISCHARGING,298,87.0,UNDEFINED
1557454043829,DISCHARGING,302,87.0,UNDEFINED
1557454073956,DISCHARGING,305,87.0,UNDEFINED
1557454104077,DISCHARGING,307,87.0,UNDEFINED
1557454134201,DISCHARGING,309,87.0,UNDEFINED
1557454164285,DISCHARGING,310,87.0,UNDEFINED
1557454194397,DISCHARGING,308,87.0,UNDEFINED
1557454224494,DISCHARGING,307,87.0,UNDEFINED
1557454254599,DISCHARGING,306,87.0,UNDEFINED
1557454314836,DISCHARGING,305,87.0,UNDEFINED
1557454375053,DISCHARGING,304,87.0,UNDEFINED
1557454405177,DISCHARGING,303,87.0,UNDEFINED
1557454465407,DISCHARGING,302,87.0,UNDEFINED
1557454525632,DISCHARGING,306,87.0,UNDEFINED
1557454555730,DISCHARGING,308,87.0,UNDEFINED
1557454585854,DISCHARGING,310,87.0,UNDEFINED
1557454615965,DISCHARGING,308,87.0,UNDEFINED
1557454646100,DISCHARGING,306,86.0,UNDEFINED
1557454676182,DISCHARGING,305,86.0,UNDEFINED
1557454706289,DISCHARGING,303,86.0,UNDEFINED
1557454736397,DISCHARGING,302,86.0,UNDEFINED
1557454766509,DISCHARGING,303,86.0,UNDEFINED
1557454796633,DISCHARGING,305,86.0,UNDEFINED
1557454826751,DISCHARGING,308,86.0,UNDEFINED
1557454856869,DISCHARGING,309,86.0,UNDEFINED
1557454886971,DISCHARGING,307,86.0,UNDEFINED
1557454917077,DISCHARGING,305,86.0,UNDEFINED
1557454947222,DISCHARGING,304,86.0,UNDEFINED
1557454977313,DISCHARGING,303,86.0,UNDEFINED
1557455037551,DISCHARGING,302,86.0,UNDEFINED
1557455097753,DISCHARGING,301,86.0,UNDEFINED
1557455127871,DISCHARGING,303,86.0,UNDEFINED
1557455157980,DISCHARGING,306,86.0,UNDEFINED
1557455188090,DISCHARGING,309,86.0,UNDEFINED
1557455218198,DISCHARGING,311,86.0,UNDEFINED
1557455248304,DISCHARGING,312,86.0,UNDEFINED
1557455278425,DISCHARGING,312,86.0,UNDEFINED
1557455308532,DISCHARGING,314,86.0,UNDEFINED
1557455338657,DISCHARGING,317,85.0,UNDEFINED
1557455368791,DISCHARGING,321,85.0,UNDEFINED
1557455398893,DISCHARGING,328,85.0,UNDEFINED
1557455429008,DISCHARGING,330,85.0,UNDEFINED
1557455459130,DISCHARGING,328,85.0,UNDEFINED
1557455489224,DISCHARGING,328,85.0,UNDEFINED
1557455519347,DISCHARGING,329,85.0,UNDEFINED
1557455549453,DISCHARGING,330,85.0,UNDEFINED
1557455579582,DISCHARGING,331,84.0,UNDEFINED
1557455609682,DISCHARGING,331,84.0,UNDEFINED
1557455639780,DISCHARGING,331,84.0,UNDEFINED
1557455669900,DISCHARGING,332,84.0,UNDEFINED
1557455700007,DISCHARGING,331,84.0,UNDEFINED
1557455730115,DISCHARGING,325,84.0,UNDEFINED
1557455760228,DISCHARGING,321,84.0,UNDEFINED
1557455790342,DISCHARGING,316,84.0,UNDEFINED
1557455820469,DISCHARGING,312,84.0,UNDEFINED
1557455850589,DISCHARGING,309,84.0,UNDEFINED
1557455880704,DISCHARGING,307,84.0,UNDEFINED
1557455910802,DISCHARGING,304,84.0,UNDEFINED
1557455940903,DISCHARGING,302,84.0,UNDEFINED
1557455971026,DISCHARGING,300,84.0,UNDEFINED
1557456001136,DISCHARGING,298,84.0,UNDEFINED
