timestamp,status,temperature,level,plugged
1557273693146,FULL,259,100.0,USB
1557273697142,FULL,258,100.0,USB
1557273721143,FULL,259,100.0,USB
1557273916143,FULL,258,100.0,USB
1557274384145,FULL,259,100.0,USB
1557274389151,FULL,260,100.0,USB
1557274399151,FULL,259,100.0,USB
1557274467155,FULL,260,100.0,USB
1557274580154,FULL,261,100.0,USB
1557274764157,FULL,262,100.0,USB
1557275132152,FULL,263,100.0,USB
1557275299007,DISCHARGING,265,100.0,UNDEFINED
1557275329069,DISCHARGING,267,100.0,UNDEFINED
1557275337136,DISCHARGING,268,100.0,UNDEFINED
1557275341141,DISCHARGING,269,100.0,UNDEFINED
1557275354141,DISCHARGING,270,100.0,UNDEFINED
1557275374132,DISCHARGING,272,100.0,UNDEFINED
1557275376122,DISCHARGING,273,100.0,UNDEFINED
1557275386143,DISCHARGING,273,100.0,UNDEFINED
1557275431126,DISCHARGING,275,100.0,UNDEFINED
1557275481245,DISCHARGING,277,100.0,UNDEFINED
1557275511355,DISCHARGING,281,100.0,UNDEFINED
1557275541462,DISCHARGING,284,100.0,UNDEFINED
1557275571562,DISCHARGING,288,100.0,UNDEFINED
1557275601687,DISCHARGING,294,99.0,UNDEFINED
1557275631790,DISCHARGING,299,99.0,UNDEFINED
1557275661900,DISCHARGING,302,99.0,UNDEFINED
1557275692005,DISCHARGING,305,99.0,UNDEFINED
1557275722117,DISCHARGING,308,99.0,UNDEFINED
1557275752235,DISCHARGING,311,99.0,UNDEFINED
1557275782335,DISCHARGING,314,99.0,UNDEFINED
1557275812436,DISCHARGING,315,99.0,UNDEFINED
1557275842591,DISCHARGING,316,98.0,UNDEFINED
1557275872657,DISCHARGING,318,98.0,UNDEFINED
1557275902775,DISCHARGING,319,98.0,UNDEFINED
1557275932889,DISCHARGING,320,98.0,UNDEFINED
1557275963001,DISCHARGING,321,98.0,UNDEFINED
1557275993111,DISCHARGING,322,98.0,UNDEFINED
1557276023234,DISCHARGING,324,98.0,UNDEFINED
1557276053352,DISCHARGING,324,98.0,UNDEFINED
1557276083498,DISCHARGING,325,97.0,UNDEFINED
1557276113555,DISCHARGING,325,97.0,UNDEFINED
1557276143670,DISCHARGING,325,97.0,UNDEFINED
1557276173770,DISCHARGING,326,97.0,UNDEFINED
1557276203889,DISCHARGING,328,97.0,UNDEFINED
1557276234019,DISCHARGING,328,97.0,UNDEFINED
1557276264109,DISCHARGING,329,97.0,UNDEFINED
1557276294224,DISCHARGING,330,97.0,UNDEFINED
1557276324315,DISCHARGING,329,97.0,UNDEFINED
1557276354471,DISCHARGING,329,96.0,UNDEFINED
1557276384573,DISCHARGING,329,96.0,UNDEFINED
1557276414674,DISCHARGING,327,96.0,UNDEFINED
1557276444775,DISCHARGING,324,96.0,UNDEFINED
1557276474894,DISCHARGING,322,96.0,UNDEFINED
1557276505018,DISCHARGING,320,96.0,UNDEFINED
1557276535135,DISCHARGING,319,96.0,UNDEFINED
1557276565224,DISCHARGING,318,96.0,UNDEFINED
1557276595336,DISCHARGING,318,96.0,UNDEFINED
1557276625441,DISCHARGING,318,96.0,UNDEFINED
1557276655548,DISCHARGING,317,96.0,UNDEFINED
1557276685674,DISCHARGING,316,96.0,UNDEFINED
1557276715773,DISCHARGING,317,96.0,UNDEFINED
1557276745881,DISCHARGING,318,96.0,UNDEFINED
1557276775981,DISCHARGING,319,95.0,UNDEFINED
1557276806080,DISCHARGING,319,95.0,UNDEFINED
1557276836186,DISCHARGING,319,95.0,UNDEFINED
1557276866294,DISCHARGING,319,95.0,UNDEFINED
1557276896390,DISCHARGING,321,95.0,UNDEFINED
1557276926491,DISCHARGING,322,95.0,UNDEFINED
1557276956614,DISCHARGING,322,95.0,UNDEFINED
1557277016833,DISCHARGING,323,95.0,UNDEFINED
1557277046952,DISCHARGING,324,95.0,UNDEFINED
1557277077064,DISCHARGING,323,95.0,UNDEFINED
1557277137274,DISCHARGING,324,95.0,UNDEFINED
1557277167386,DISCHARGING,324,95.0,UNDEFINED
1557277197485,DISCHARGING,324,95.0,UNDEFINED
1557277227605,DISCHARGING,324,94.0,UNDEFINED
1557277257719,DISCHARGING,324,94.0,UNDEFINED
1557277287816,DISCHARGING,324,94.0,UNDEFINED
1557277317939,DISCHARGING,323,94.0,UNDEFINED
1557277378163,DISCHARGING,322,94.0,UNDEFINED
1557277408268,DISCHARGING,323,94.0,UNDEFINED
1557277438418,DISCHARGING,323,94.0,UNDEFINED
1557277477147,DISCHARGING,323,94.0,UNDEFINED
1557277497133,DISCHARGING,322,94.0,UNDEFINED
1557277509129,DISCHARGING,321,94.0,UNDEFINED
1557277539224,DISCHARGING,321,94.0,UNDEFINED
1557277569349,DISCHARGING,320,94.0,UNDEFINED
1557277599445,DISCHARGING,321,93.0,UNDEFINED
1557277629558,DISCHARGING,321,93.0,UNDEFINED
1557277659669,DISCHARGING,320,93.0,UNDEFINED
1557277675689,DISCHARGING,319,93.0,UNDEFINED
1557277680150,DISCHARGING,319,93.0,UNDEFINED
1557277692123,DISCHARGING,318,93.0,UNDEFINED
1557277770355,DISCHARGING,318,93.0,UNDEFINED
1557277800459,DISCHARGING,316,93.0,UNDEFINED
1557277830573,DISCHARGING,312,93.0,UNDEFINED
1557277860673,DISCHARGING,308,93.0,UNDEFINED
1557277890779,DISCHARGING,305,93.0,UNDEFINED
1557277920901,DISCHARGING,302,93.0,UNDEFINED
1557277951001,DISCHARGING,299,93.0,UNDEFINED
1557277981116,DISCHARGING,300,93.0,UNDEFINED
1557278011232,DISCHARGING,302,93.0,UNDEFINED
1557278041338,DISCHARGING,305,93.0,UNDEFINED
1557278071435,DISCHARGING,306,93.0,UNDEFINED
1557278101542,DISCHARGING,307,93.0,UNDEFINED
1557278161773,DISCHARGING,308,92.0,UNDEFINED
1557278191880,DISCHARGING,308,92.0,UNDEFINED
1557278222011,DISCHARGING,307,92.0,UNDEFINED
1557278252098,DISCHARGING,307,92.0,UNDEFINED
1557278282218,DISCHARGING,306,92.0,UNDEFINED
1557278312332,DISCHARGING,305,92.0,UNDEFINED
1557278342453,DISCHARGING,302,92.0,UNDEFINED
1557278372568,DISCHARGING,298,92.0,UNDEFINED
1557278402681,DISCHARGING,293,92.0,UNDEFINED
1557278432784,DISCHARGING,288,92.0,UNDEFINED
1557278462905,DISCHARGING,284,92.0,UNDEFINED
1557278493024,DISCHARGING,283,92.0,UNDEFINED
1557278523132,DISCHARGING,284,92.0,UNDEFINED
1557278583366,DISCHARGING,284,92.0,UNDEFINED
1557278613464,DISCHARGING,287,92.0,UNDEFINED
1557278643576,DISCHARGING,288,92.0,UNDEFINED
1557278673711,DISCHARGING,289,92.0,UNDEFINED
1557278703815,DISCHARGING,291,92.0,UNDEFINED
1557278733934,DISCHARGING,290,92.0,UNDEFINED
1557278764053,DISCHARGING,290,92.0,UNDEFINED
1557278794159,DISCHARGING,290,91.0,UNDEFINED
1557278824282,DISCHARGING,291,91.0,UNDEFINED
1557278854386,DISCHARGING,290,91.0,UNDEFINED
1557278884494,DISCHARGING,289,91.0,UNDEFINED
1557278914599,DISCHARGING,288,91.0,UNDEFINED
1557278974809,DISCHARGING,289,91.0,UNDEFINED
1557279004912,DISCHARGING,288,91.0,UNDEFINED
1557279065154,DISCHARGING,289,91.0,UNDEFINED
1557279095255,DISCHARGING,291,91.0,UNDEFINED
1557279155482,DISCHARGING,294,91.0,UNDEFINED
1557279185590,DISCHARGING,295,91.0,UNDEFINED
1557279215698,DISCHARGING,296,91.0,UNDEFINED
1557279245801,DISCHARGING,297,91.0,UNDEFINED
1557279275925,DISCHARGING,298,91.0,UNDEFINED
1557279336144,DISCHARGING,299,91.0,UNDEFINED
1557279396377,DISCHARGING,300,91.0,UNDEFINED
1557279456608,DISCHARGING,301,91.0,UNDEFINED
1557279486701,DISCHARGING,302,91.0,UNDEFINED
1557279546929,DISCHARGING,303,91.0,UNDEFINED
1557279577111,DISCHARGING,303,90.0,UNDEFINED
1557279607162,DISCHARGING,304,90.0,UNDEFINED
1557279667382,DISCHARGING,305,90.0,UNDEFINED
1557279697494,DISCHARGING,305,90.0,UNDEFINED
1557279727597,DISCHARGING,306,90.0,UNDEFINED
