timestamp,ssid,bssid,frequency,rssi
1557541741957,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-48
1557541741957,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-80
1557541741957,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-83
1557541741957,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-84
1557541741957,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-85
1557541741957,00:23:aa:5a:3d:0d,00:23:aa:5a:3d:0d,2457,-89
1557541746293,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-46
1557541746293,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-80
1557541746293,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-81
1557541746293,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-83
1557541746293,00:26:66:f7:72:dc,00:26:66:f7:72:dc,2462,-92
1557541753447,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-46
1557541753447,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-79
1557541753447,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-80
1557541753447,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-81
1557541770308,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-52
1557541770308,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-75
1557541770308,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-77
1557541770308,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-81
1557541770308,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-83
1557541885872,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-52
1557541885872,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-79
1557541885872,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-82
1557541885872,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-85
1557541885872,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-87
1557541893902,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-48
1557541893902,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-76
1557541893902,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-77
1557541893902,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-87
1557541893902,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-88
1557541905375,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-48
1557541905375,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-75
1557541905375,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-78
1557541905375,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-83
1557541917581,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-51
1557541917581,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-76
1557541917581,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-79
1557541917581,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-80
1557541949578,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-47
1557541949578,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-81
1557541949578,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-81
1557542006825,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-47
1557542006825,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-79
1557542006825,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-81
1557542006825,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-84
1557542043694,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-48
1557542043694,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-83
1557542043694,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-85
1557542043694,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-87
1557542078209,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-48
1557542078209,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-82
1557542171693,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-47
1557542171693,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-78
1557542171693,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-79
1557542171693,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-86
1557542171693,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-86
1557542171693,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-91
1557542256917,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-44
1557542256917,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-47
1557542256917,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-74
1557542256917,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-78
1557542256917,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-80
1557542256917,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-85
1557542256917,00:01:36:26:af:1c,00:01:36:26:af:1c,2412,-91
1557542264914,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-44
1557542264914,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-45
1557542264914,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-76
1557542264914,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-79
1557542264914,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-81
1557542264914,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-81
1557542264914,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-85
1557542268443,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-42
1557542268443,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-45
1557542268443,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-76
1557542268443,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-81
1557542268443,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-82
1557542268443,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-89
1557542268443,00:01:36:26:af:1c,00:01:36:26:af:1c,2412,-93
1557542283560,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-46
1557542283560,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-52
1557542283560,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-79
1557542283560,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-82
1557542283560,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-83
1557542283560,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-84
1557542283560,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-89
1557542297442,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-42
1557542297442,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-56
1557542297442,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-78
1557542297442,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-81
1557542297442,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-82
1557542297442,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-87
1557542305455,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-46
1557542305455,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-55
1557542305455,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-82
1557542305455,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-84
1557542305455,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-85
1557542305455,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-87
1557542305455,00:01:36:26:af:1b,00:01:36:26:af:1b,2412,-92
1557542308988,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-45
1557542308988,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-61
1557542308988,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-84
1557542308988,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-86
1557542308988,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-87
1557542321518,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-45
1557542321518,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-62
1557542321518,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-84
1557542321518,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-89
1557542321518,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-92
1557542325613,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-45
1557542325613,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-61
1557542325613,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-84
1557542325613,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-89
1557542325613,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-90
1557542364103,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-45
1557542364103,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-55
1557542364103,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-85
1557542364103,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-89
1557542372097,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-44
1557542372097,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-55
1557542372097,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-81
1557542372097,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-85
1557542372097,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-91
1557542372097,00:01:36:26:af:1b,00:01:36:26:af:1b,2412,-93
1557542372097,00:01:36:26:af:1c,00:01:36:26:af:1c,2412,-94
1557542376191,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-46
1557542376191,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-55
1557542376191,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-81
1557542376191,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-84
1557542384189,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-44
1557542384189,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-56
1557542384189,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-82
1557542384189,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-85
1557542387707,64:e5:99:ea:ca:64,64:e5:99:ea:ca:64,2462,-43
