timestamp,DistanceToday,TotalDistance,MotionType,Pace,Speed
1557278022928,0,1163524,IDLE,0,0
1557278023796,0,1163524,IDLE,0,0
1557278025092,0,1163524,IDLE,0,0
1557278025825,0,1163524,IDLE,0,0
1557278026829,0,1163524,IDLE,0,0
1557278027821,0,1163524,IDLE,0,0
1557278028838,0,1163524,IDLE,0,0
1557278029823,0,1163524,IDLE,0,0
1557278030845,0,1163524,IDLE,0,0
1557278031867,0,1163524,IDLE,0,0
1557278032870,0,1163524,IDLE,0,0
1557278033896,0,1163524,IDLE,0,0
1557278034893,0,1163524,IDLE,0,0
1557278035943,0,1163524,IDLE,0,0
1557278036895,0,1163524,IDLE,0,0
1557278037902,0,1163524,IDLE,0,0
1557278038904,0,1163524,IDLE,0,0
1557278039917,0,1163524,IDLE,0,0
1557278040930,0,1163524,IDLE,0,0
1557278041961,0,1163524,IDLE,0,0
1557278042941,0,1163524,IDLE,0,0
1557278043982,0,1163524,IDLE,0,0
1557278045009,0,1163524,IDLE,0,0
1557278046016,0,1163524,IDLE,0,0
1557278047006,0,1163524,IDLE,0,0
1557278047989,0,1163524,IDLE,0,0
1557278049019,0,1163524,IDLE,0,0
1557278050042,0,1163524,IDLE,0,0
1557278051060,0,1163524,IDLE,0,0
1557278052033,0,1163524,IDLE,0,0
1557278053052,0,1163524,IDLE,0,0
1557278054092,0,1163524,IDLE,0,0
1557278055062,0,1163524,IDLE,0,0
1557278056061,0,1163524,IDLE,0,0
1557278057084,0,1163524,IDLE,0,0
1557278058087,0,1163524,IDLE,0,0
1557278059093,0,1163524,IDLE,0,0
1557278060089,0,1163524,IDLE,0,0
1557278061100,0,1163524,IDLE,0,0
1557278062112,0,1163524,IDLE,0,0
1557278063175,0,1163524,IDLE,0,0
1557278064151,0,1163524,IDLE,0,0
1557278065154,0,1163524,IDLE,0,0
1557278066163,0,1163524,IDLE,0,0
1557278067213,0,1163524,IDLE,0,0
1557278068178,0,1163524,IDLE,0,0
1557278069211,0,1163524,IDLE,0,0
1557278070183,0,1163524,IDLE,0,0
1557278071192,0,1163524,IDLE,0,0
1557278072206,0,1163524,IDLE,0,0
1557278073202,0,1163524,IDLE,0,0
1557278074215,0,1163524,IDLE,0,0
1557278075227,0,1163524,IDLE,0,0
1557278076253,0,1163524,IDLE,0,0
1557278077276,0,1163524,IDLE,0,0
1557278078256,0,1163524,IDLE,0,0
1557278079278,0,1163524,IDLE,0,0
1557278080286,0,1163524,IDLE,0,0
1557278081310,0,1163524,IDLE,0,0
1557278082299,0,1163524,IDLE,0,0
1557278083321,0,1163524,IDLE,0,0
1557278084318,0,1163524,IDLE,0,0
1557278085326,0,1163524,IDLE,0,0
1557278086343,0,1163524,IDLE,0,0
1557278087351,0,1163524,IDLE,0,0
1557278088356,0,1163524,IDLE,0,0
1557278089379,0,1163524,IDLE,0,0
1557278090373,0,1163524,IDLE,0,0
1557278091386,0,1163524,IDLE,0,0
1557278092391,0,1163524,IDLE,0,0
1557278093373,0,1163524,IDLE,0,0
1557278094396,0,1163524,IDLE,0,0
1557278095414,0,1163524,IDLE,0,0
1557278096417,0,1163524,IDLE,0,0
1557278097451,0,1163524,IDLE,0,0
1557278098432,0,1163524,IDLE,0,0
1557278099514,0,1163524,IDLE,0,0
1557278100455,0,1163524,IDLE,0,0
1557278101470,0,1163524,IDLE,0,0
1557278102478,0,1163524,IDLE,0,0
1557278103512,0,1163524,IDLE,0,0
1557278104489,0,1163524,IDLE,0,0
1557278105527,0,1163524,IDLE,0,0
1557278106487,0,1163524,IDLE,0,0
1557278107500,0,1163524,IDLE,0,0
1557278108514,0,1163524,IDLE,0,0
1557278109509,0,1163524,IDLE,0,0
1557278110523,0,1163524,IDLE,0,0
1557278111535,0,1163524,IDLE,0,0
1557278112552,0,1163524,IDLE,0,0
1557278113565,0,1163524,IDLE,0,0
1557278114560,0,1163524,IDLE,0,0
1557278115721,0,1163524,IDLE,0,0
1557278116623,0,1163524,IDLE,0,0
1557278117593,0,1163524,IDLE,0,0
1557278118617,0,1163524,IDLE,0,0
1557278119612,0,1163524,IDLE,0,0
1557278120619,0,1163524,IDLE,0,0
1557278121613,0,1163524,IDLE,0,0
1557278122626,0,1163524,IDLE,0,0
1557278123639,0,1163524,IDLE,0,0
1557278124649,0,1163524,IDLE,0,0
1557278125663,0,1163524,IDLE,0,0
1557278126662,0,1163524,IDLE,0,0
1557278127697,0,1163524,IDLE,0,0
1557278128677,0,1163524,IDLE,0,0
1557278129693,0,1163524,IDLE,0,0
1557278130698,0,1163524,IDLE,0,0
1557278131728,0,1163524,IDLE,0,0
1557278132722,0,1163524,IDLE,0,0
1557278133724,0,1163524,IDLE,0,0
1557278134729,0,1163524,IDLE,0,0
1557278135760,0,1163524,IDLE,0,0
1557278136756,0,1163524,IDLE,0,0
1557278137751,0,1163524,IDLE,0,0
1557278138774,0,1163524,IDLE,0,0
1557278139780,0,1163524,IDLE,0,0
1557278140788,0,1163524,IDLE,0,0
1557278141803,0,1163524,IDLE,0,0
1557278142805,0,1163524,IDLE,0,0
1557278143807,0,1163524,IDLE,0,0
1557278144830,0,1163524,IDLE,0,0
1557278145843,0,1163524,IDLE,0,0
1557278146829,0,1163524,IDLE,0,0
1557278147843,0,1163524,IDLE,0,0
1557278148838,0,1163524,IDLE,0,0
1557278149852,0,1163524,IDLE,0,0
1557278150872,0,1163524,IDLE,0,0
1557278151890,0,1163524,IDLE,0,0
1557278152892,0,1163524,IDLE,0,0
1557278153909,0,1163524,IDLE,0,0
1557278154909,0,1163524,IDLE,0,0
1557278155934,0,1163524,IDLE,0,0
1557278156911,0,1163524,IDLE,0,0
1557278157926,0,1163524,IDLE,0,0
1557278158958,0,1163524,IDLE,0,0
1557278160081,0,1163524,IDLE,0,0
1557278160965,0,1163524,IDLE,0,0
1557278161969,0,1163524,IDLE,0,0
1557278163004,0,1163524,IDLE,0,0
1557278163963,0,1163524,IDLE,0,0
1557278164976,0,1163524,IDLE,0,0
1557278166016,0,1163524,IDLE,0,0
1557278167026,0,1163524,IDLE,0,0
1557278168025,0,1163524,IDLE,0,0
1557278169017,0,1163524,IDLE,0,0
1557278170030,0,1163524,IDLE,0,0
1557278171043,0,1163524,IDLE,0,0
1557278172055,0,1163524,IDLE,0,0
1557278173077,0,1163524,IDLE,0,0
1557278174064,0,1163524,IDLE,0,0
1557278175066,0,1163524,IDLE,0,0
1557278176090,0,1163524,IDLE,0,0
1557278177115,0,1163524,IDLE,0,0
1557278178110,0,1163524,IDLE,0,0
1557278179110,0,1163524,IDLE,0,0
1557278180218,0,1163524,IDLE,0,0
1557278181129,0,1163524,IDLE,0,0
1557278182149,0,1163524,IDLE,0,0
1557278183126,0,1163524,IDLE,0,0
1557278184133,0,1163524,IDLE,0,0
1557278185150,0,1163524,IDLE,0,0
1557278186142,0,1163524,IDLE,0,0
1557278187154,0,1163524,IDLE,0,0
1557278188166,0,1163524,IDLE,0,0
1557278189163,0,1163524,IDLE,0,0
1557278190180,0,1163524,IDLE,0,0
1557278191205,0,1163524,IDLE,0,0
1557278192203,0,1163524,IDLE,0,0
1557278193204,0,1163524,IDLE,0,0
1557278194215,0,1163524,IDLE,0,0
1557278195229,0,1163524,IDLE,0,0
1557278196245,0,1163524,IDLE,0,0
1557278197251,0,1163524,IDLE,0,0
1557278198282,0,1163524,IDLE,0,0
1557278199278,0,1163524,IDLE,0,0
