timestamp,encoding,duration,path,sampleRate,channelMask
1557447156650,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557447141255.record,8000,MONO
1557448072090,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557448056740.record,8000,MONO
1557449005443,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557448989947.record,8000,MONO
1557449926328,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557449910787.record,8000,MONO
1557450841865,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557450826392.record,8000,MONO
1557451757388,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557451741948.record,8000,MONO
1557452672753,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557452657451.record,8000,MONO
1557453588161,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557453572834.record,8000,MONO
1557454503534,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557454488254.record,8000,MONO
1557455419126,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557455403599.record,8000,MONO
1557456334658,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557456319191.record,8000,MONO
1557457250400,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557457234777.record,8000,MONO
1557458165827,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557458150487.record,8000,MONO
1557459081380,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557459065905.record,8000,MONO
1557459996792,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557459981493.record,8000,MONO
1557460912289,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557460896888.record,8000,MONO
1557461827589,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557461812365.record,8000,MONO
1557462742890,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557462727641.record,8000,MONO
