timestamp,TotalSteps,StepsToday
1557630455758,28664,0
1557630456779,28664,0
1557630457760,28664,0
1557630458783,28664,0
1557630459787,28664,0
1557630460808,28664,0
1557630461808,28664,0
1557630462809,28664,0
1557630463833,28664,0
1557630464833,28664,0
1557630465833,28664,0
1557630466833,28664,0
1557630467858,28664,0
1557630468883,28664,0
1557630469895,28664,0
1557630470883,28664,0
1557630471883,28664,0
1557630472908,28664,0
1557630473908,28664,0
1557630474908,28664,0
1557630475914,28664,0
1557630476933,28664,0
1557630477934,28664,0
1557630478953,28664,0
1557630479959,28664,0
1557630480983,28664,0
1557630481983,28664,0
1557630482983,28664,0
1557630483983,28664,0
1557630485008,28664,0
1557630486009,28664,0
1557630487008,28664,0
1557630488033,28664,0
1557630489033,28664,0
1557630490058,28664,0
1557630491059,28664,0
1557630492059,28664,0
1557630493083,28664,0
1557630494083,28664,0
1557630495083,28664,0
1557630496108,28664,0
1557630497108,28664,0
1557630498151,28664,0
1557630499108,28664,0
1557630500133,28664,0
1557630501133,28664,0
1557630502158,28664,0
1557630503159,28664,0
1557630504159,28664,0
1557630505184,28664,0
1557630506184,28664,0
1557630507208,28664,0
1557630508212,28664,0
1557630509208,28664,0
1557630510233,28664,0
1557630511238,28664,0
1557630512233,28664,0
1557630513239,28664,0
1557630514258,28664,0
1557630515274,28664,0
1557630516344,28664,0
1557630517308,28664,0
1557630518284,28664,0
1557630519309,28664,0
1557630520323,28664,0
1557630521339,28664,0
1557630522336,28664,0
1557630523350,28664,0
1557630524359,28664,0
1557630525359,28664,0
1557630526424,28664,0
1557630527384,28664,0
1557630528384,28664,0
1557630529391,28664,0
1557630530409,28664,0
1557630531421,28664,0
1557630532435,28664,0
1557630533433,28664,0
1557630534458,28664,0
1557630535433,28664,0
1557630536530,28664,0
1557630537459,28664,0
1557630538461,28664,0
1557630539483,28664,0
1557630540486,28664,0
1557630541538,28664,0
1557630542487,28664,0
1557630543508,28664,0
1557630544533,28664,0
1557630545533,28664,0
1557630546537,28664,0
1557630547534,28664,0
1557630548558,28664,0
1557630549558,28664,0
1557630550559,28664,0
1557630551641,28664,0
1557630552583,28664,0
1557630553608,28664,0
1557630554608,28664,0
1557630555612,28664,0
1557630556647,28664,0
1557630557634,28664,0
1557630558659,28664,0
1557630559658,28664,0
1557630560659,28664,0
1557630561660,28664,0
1557630562683,28664,0
1557630563684,28664,0
1557630564683,28664,0
1557630565708,28664,0
1557630566721,28664,0
1557630567708,28664,0
1557630568735,28664,0
1557630569735,28664,0
1557630570759,28664,0
1557630571770,28664,0
1557630572760,28664,0
1557630573785,28664,0
1557630574789,28664,0
1557630575809,28664,0
1557630576811,28664,0
1557630577809,28664,0
1557630578833,28664,0
1557630579835,28664,0
1557630580860,28664,0
1557630581834,28664,0
1557630582859,28664,0
1557630583859,28664,0
1557630584859,28664,0
1557630585883,28664,0
1557630586885,28664,0
1557630587885,28664,0
1557630588908,28664,0
1557630589910,28664,0
1557630590935,28664,0
1557630591916,28664,0
1557630592933,28664,0
1557630593933,28664,0
1557630594935,28664,0
1557630595959,28664,0
1557630596960,28664,0
1557630597993,28664,0
1557630598985,28664,0
1557630599985,28664,0
1557630601012,28664,0
1557630601995,28664,0
1557630603467,28664,0
1557630604015,28664,0
1557630605035,28664,0
1557630606060,28664,0
1557630607035,28664,0
1557630608059,28664,0
1557630609060,28664,0
1557630610060,28664,0
1557630611084,28664,0
1557630612085,28664,0
1557630613109,28664,0
1557630614115,28664,0
1557630615110,28664,0
1557630616135,28664,0
1557630617135,28664,0
1557630618135,28664,0
1557630619160,28664,0
1557630620160,28664,0
1557630621185,28664,0
1557630622159,28664,0
1557630623185,28664,0
1557630624185,28664,0
1557630625185,28664,0
