timestamp,ssid,bssid,frequency,rssi
1557625074025,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-44
1557625074025,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-76
1557625074025,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-83
1557625074025,00:23:aa:5a:3d:0d,00:23:aa:5a:3d:0d,2457,-87
1557627012466,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-60
1557627012466,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-80
1557627012466,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-87
1557627079750,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-58
1557627079750,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-84
1557627079750,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-85
1557627087734,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-64
1557627087734,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-86
1557627087734,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-88
1557627087734,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-88
1557627087734,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-89
1557627091281,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-62
1557627091281,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-86
1557627091281,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-87
1557627091281,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-89
1557627103735,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-62
1557627103735,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-85
1557627103735,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-89
1557627103735,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-94
1557627139847,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-60
1557627139847,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-88
1557627139847,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-89
1557627203866,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-60
1557627203866,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-87
1557627203866,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-88
1557627222865,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-60
1557627222865,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-82
1557627222865,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-84
1557627222865,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-89
1557627363852,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-59
1557627363852,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-81
1557627363852,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-85
1557627363852,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-88
1557627491847,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-59
1557627491847,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-82
1557627491847,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-87
1557627522854,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-53
1557627522854,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-82
1557627522854,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-89
1557627640513,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-47
1557627640513,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-85
1557627640513,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-86
1557627640513,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-86
1557627669841,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-45
1557627669841,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-81
1557627669841,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-85
1557627669841,00:01:36:26:af:1b,00:01:36:26:af:1b,2462,-92
1557627669841,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-93
1557627787916,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-55
1557627787916,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-88
1557627822889,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-63
1557627822889,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-89
1557627822889,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-92
1557627968489,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2422,-63
