timestamp,type
1557625070528,SCREEN_ON
1557625073078,SCREEN_OFF
1557627007622,POWER_DISCONNECTED
1557627009115,SCREEN_ON
1557627011710,SCREEN_OFF
1557627076385,SCREEN_ON
1557627077596,UNLOCK
1557628469281,SCREEN_OFF
1557628469330,UNLOCK
1557628469935,SCREEN_ON
1557630587378,SCREEN_OFF
1557630848679,UNLOCK
1557630848821,SCREEN_ON
1557631115409,SCREEN_OFF
1557631173992,UNLOCK
1557631174159,SCREEN_ON
1557631562952,SCREEN_OFF
1557631605931,UNLOCK
1557631606043,SCREEN_ON
1557631638947,SCREEN_OFF
1557631791228,UNLOCK
1557631791434,SCREEN_ON
1557631806996,SCREEN_OFF
1557631843942,UNLOCK
1557631844145,SCREEN_ON
1557631892338,SCREEN_OFF
1557632083621,UNLOCK
1557632083888,SCREEN_ON
1557632090476,SCREEN_OFF
1557632192112,UNLOCK
1557632192144,SCREEN_ON
1557632215594,SCREEN_OFF
1557632709086,UNLOCK
1557632709430,SCREEN_ON
1557632717971,SCREEN_OFF
1557632981799,UNLOCK
1557632981977,SCREEN_ON
1557633004734,SCREEN_OFF
1557633079326,UNLOCK
1557633079583,SCREEN_ON
1557633185137,SCREEN_OFF
1557633213484,UNLOCK
1557633213845,SCREEN_ON
1557633411196,SCREEN_OFF
1557633887415,UNLOCK
1557633887808,SCREEN_ON
1557633935472,SCREEN_OFF
1557634214652,SCREEN_ON
1557634225811,SCREEN_OFF
1557634633880,UNLOCK
1557634634364,SCREEN_ON
1557634695630,SCREEN_OFF
1557634966002,UNLOCK
1557634966343,SCREEN_ON
1557635036903,SCREEN_OFF
1557635385712,SCREEN_ON
1557635387960,UNLOCK
1557635400872,SCREEN_OFF
1557636298756,UNLOCK
1557636299042,SCREEN_ON
1557636304003,SCREEN_OFF
1557636375918,UNLOCK
1557636376348,SCREEN_ON
1557636395085,SCREEN_OFF
1557636399201,UNLOCK
1557636399470,SCREEN_ON
1557636421249,SCREEN_OFF
1557637880947,SCREEN_ON
1557637884179,UNLOCK
1557637895362,SCREEN_OFF
1557637975198,UNLOCK
1557637975413,SCREEN_ON
1557638037472,SCREEN_OFF
1557638509415,SCREEN_ON
1557638552111,SCREEN_OFF
1557638676064,UNLOCK
1557638676509,SCREEN_ON
1557638685729,SCREEN_OFF
1557638690251,SCREEN_ON
1557638697681,UNLOCK
1557638709704,SCREEN_OFF
1557638738533,SCREEN_ON
1557638740823,SCREEN_OFF
1557638860222,UNLOCK
1557638860513,SCREEN_ON
1557638992913,SCREEN_OFF
1557639248159,UNLOCK
1557639248183,SCREEN_ON
1557639313842,SCREEN_OFF
1557639509868,UNLOCK
1557639510069,SCREEN_ON
1557639532622,SCREEN_OFF
1557639606213,UNLOCK
1557639606412,SCREEN_ON
1557639649567,SCREEN_OFF
1557639662729,UNLOCK
