timestamp,Temperature
1557630455549,23.4799995422
1557630471886,26.2999992371
1557630501992,26.8700008392
1557630532059,27.25
1557630562152,27.2900009155
1557630592208,27.9300003052
1557630622313,28.1800003052
1557630652398,28.7000007629
1557630682478,28.9500007629
1557630712560,29.1700000763
1557630742635,29.2700004578
1557631088200,30.0300006866
1557631103774,30.1100006104
1557631133848,30.2800006866
1557631163922,30.3199996948
1557631194040,30.25
1557631224097,30.25
1557631254172,30.2399997711
1557631284247,30.2299995422
1557631314347,30.2099990845
1557631344422,30.2700004578
1557631374498,30.2700004578
1557631404597,30.2900009155
1557631434672,30.3899993896
1557631464747,30.4500007629
1557631494822,30.5900001526
1557631524923,30.6800003052
1557631554997,30.7999992371
1557631585073,30.9099998474
1557631615150,30.9500007629
1557631645248,30.9099998474
1557631675330,30.9300003052
1557631705403,30.9200000763
1557631735478,30.8999996185
1557631765573,30.8999996185
1557631795640,30.9099998474
1557631825723,30.9500007629
1557631855799,30.7900009155
1557631885901,30.7099990845
1557631916001,30.7700004578
1557631946047,30.8299999237
1557631976148,30.6499996185
1557632006222,30.4699993134
1557632036297,30.5
1557632066372,30.6599998474
1557632096472,31.0200004578
1557632126546,31.3999996185
1557632156622,31.4699993134
1557632186721,31.2299995422
1557632216796,30.9500007629
1557632246871,30.6399993896
1557632276946,30.5300006866
1557632307026,30.3799991608
1557632337121,30.2199993134
1557632367195,30.0599994659
1557632397270,29.9099998474
1557632427369,29.7399997711
1557632457445,29.6000003815
1557632487527,29.5499992371
1557632517620,29.3700008392
1557632547695,29.1700000763
1557632577770,28.7900009155
1557632607844,29.4400005341
1557632637926,30.0799999237
1557632668019,30.3299999237
1557632698094,30.2600002289
1557632728177,30.0100002289
1557632758267,29.8199996948
1557632788342,29.7199993134
1557632818418,29.6299991608
1557632848519,29.7399997711
1557632878600,29.9899997711
1557632908668,30.1599998474
1557632938743,30.2299995422
1557632968844,30.2700004578
1557632998916,30.2999992371
1557633028993,30.3099994659
1557633059068,30.3999996185
1557633089166,30.3199996948
1557633119242,30.3799991608
1557633149317,30.4200000763
1557633179417,30.4300003052
1557633209493,30.4799995422
1557633239568,30.5
1557633269648,30.6299991608
1557633299741,30.8299999237
1557633329817,31.1100006104
1557633359941,31.3400001526
1557633390046,31.4300003052
1557633420066,31.5599994659
1557633450142,31.6499996185
1557633480216,31.6100006104
1557633510297,31.6000003815
1557633540391,31.6900005341
1557633570471,31.6900005341
1557633600542,31.7600002289
1557633630647,31.8700008392
1557633660722,31.9500007629
1557633690797,32.0200004578
1557633720866,32.1100006104
1557633750966,32.1500015259
1557633781041,32.2000007629
1557633811118,32.2999992371
1557633841190,32.2900009155
1557633871290,32.3499984741
1557633901363,32.4099998474
1557633931439,32.4300003052
