timestamp,UVExposureToday,UVIndexLevel
1557544619814,0,NONE
1557544679822,0,NONE
1557544739814,0,NONE
1557544799823,0,NONE
1557544859813,0,NONE
1557544919812,0,NONE
1557544979811,0,NONE
1557545039811,0,NONE
1557545099811,0,NONE
1557545159809,0,NONE
1557545219815,0,NONE
1557545279809,0,NONE
1557545339808,0,NONE
1557545399809,0,NONE
1557545459813,0,NONE
1557545519809,0,NONE
1557545579809,0,NONE
1557545639809,0,NONE
1557545699815,0,NONE
1557545759815,0,NONE
1557545819818,0,NONE
1557545879811,0,NONE
1557545939810,0,NONE
1557545999810,0,NONE
1557546059819,0,NONE
1557546119815,0,NONE
1557546179834,0,NONE
1557546239816,0,NONE
1557546299812,0,NONE
1557546359812,0,NONE
1557546419835,0,NONE
1557546479834,0,NONE
1557546539854,0,NONE
1557546599835,0,NONE
1557546659833,0,NONE
1557546719835,0,NONE
1557546779835,0,NONE
1557546839834,0,NONE
1557546899835,0,NONE
1557546959835,0,NONE
1557547019854,0,NONE
1557547079834,0,NONE
1557547139835,0,NONE
1557547199834,0,NONE
1557547259834,0,NONE
1557547319834,0,NONE
1557547379838,0,NONE
1557547439836,0,NONE
1557547499855,0,NONE
1557547559845,0,NONE
1557547619841,0,NONE
1557547679834,0,NONE
1557547739852,0,NONE
1557547799834,0,NONE
1557547859858,0,NONE
1557547919858,0,NONE
1557547979853,0,NONE
1557548039838,0,NONE
1557548099843,0,NONE
1557548159869,0,NONE
1557548219858,0,NONE
1557548279859,0,NONE
1557548339855,0,NONE
1557548399855,0,NONE
1557548459850,0,NONE
1557548519854,0,NONE
1557548579854,0,NONE
1557548639853,0,NONE
1557548699853,0,NONE
1557548759852,0,NONE
1557548819852,0,NONE
1557548879851,0,NONE
1557548939870,0,NONE
1557548999850,0,NONE
1557549059849,0,NONE
1557549119849,0,NONE
1557549179851,0,NONE
1557549239849,0,NONE
1557549299854,0,NONE
1557549359848,0,NONE
1557549419860,0,NONE
1557549479855,0,NONE
1557549539851,0,NONE
1557549599851,0,NONE
1557549659845,0,NONE
1557549719845,0,NONE
1557549779849,0,NONE
1557549839845,0,NONE
1557549899844,0,NONE
1557549959843,0,NONE
1557550019868,0,NONE
1557550079850,0,NONE
1557550139843,0,NONE
1557550199865,0,NONE
1557550259866,0,NONE
1557550319842,0,NONE
1557550379865,0,NONE
1557550439864,0,NONE
1557550499864,0,NONE
1557550559864,0,NONE
1557550619863,0,NONE
1557550679863,0,NONE
1557550739869,0,NONE
1557550799862,0,NONE
1557550859870,0,NONE
1557550919861,0,NONE
1557550979860,0,NONE
1557551039860,0,NONE
1557551099859,0,NONE
1557551159859,0,NONE
1557551219858,0,NONE
1557551279858,0,NONE
1557551339857,0,NONE
1557551399871,0,NONE
1557551459857,0,NONE
1557551519856,0,NONE
1557551579856,0,NONE
1557551639856,0,NONE
1557551699859,0,NONE
1557551759854,0,NONE
1557551819855,0,NONE
1557551879853,0,NONE
1557551939854,0,NONE
1557551999854,0,NONE
1557552059858,0,NONE
1557552119853,0,NONE
1557552179857,0,NONE
1557552239877,0,NONE
1557552299882,0,NONE
1557552359877,0,NONE
1557552419876,0,NONE
1557552479875,0,NONE
1557552539874,0,NONE
1557552599874,0,NONE
1557552659874,0,NONE
1557552719874,0,NONE
1557552779873,0,NONE
1557552839878,0,NONE
1557552899871,0,NONE
1557552959871,0,NONE
1557553019869,0,NONE
1557553079871,0,NONE
1557553139870,0,NONE
1557553199869,0,NONE
1557553259869,0,NONE
1557553319869,0,NONE
1557553379868,0,NONE
1557553439868,0,NONE
1557553499867,0,NONE
1557553559867,0,NONE
1557553619873,0,NONE
1557553679867,0,NONE
1557553739870,0,NONE
1557553799864,0,NONE
1557553859865,0,NONE
1557553919865,0,NONE
1557553979865,0,NONE
1557554039866,0,NONE
1557554099865,0,NONE
1557554159864,0,NONE
1557554219865,0,NONE
1557554279865,0,NONE
1557554339876,0,NONE
1557554399891,0,NONE
1557554459890,0,NONE
1557554519889,0,NONE
1557554579871,0,NONE
1557554639889,0,NONE
1557554699877,0,NONE
1557554759888,0,NONE
1557554819888,0,NONE
1557554879887,0,NONE
1557554939887,0,NONE
1557554999892,0,NONE
1557555059886,0,NONE
1557555119886,0,NONE
1557555179886,0,NONE
1557555239885,0,NONE
1557555299885,0,NONE
1557555359884,0,NONE
1557555419885,0,NONE
1557555479890,0,NONE
1557555539884,0,NONE
1557555599931,0,NONE
1557555659883,0,NONE
1557555719881,0,NONE
1557555779882,0,NONE
1557555839881,0,NONE
1557555899888,0,NONE
1557555959880,0,NONE
1557556019880,0,NONE
1557556079880,0,NONE
1557556139885,0,NONE
1557556199879,0,NONE
1557556259893,0,NONE
1557556319878,0,NONE
1557556379878,0,NONE
1557556439877,0,NONE
1557556499936,0,NONE
1557556559902,0,NONE
1557558741696,0,NONE
1557558801695,0,NONE
1557558861693,0,NONE
1557558921700,0,NONE
1557558981701,0,NONE
1557559041694,0,NONE
1557559101706,0,NONE
1557559161694,0,LOW
1557559221700,0,LOW
1557559281692,0,NONE
1557559341693,0,NONE
1557559401712,0,NONE
1557559461693,0,NONE
1557559521693,0,NONE
1557559581708,0,NONE
1557559641697,0,NONE
1557559701691,0,NONE
1557559761716,0,NONE
1557559821716,0,NONE
1557559881715,0,NONE
