timestamp,TotalSteps,StepsToday
1557364318248,16772,0
1557364319265,16772,0
1557364320265,16772,0
1557364321263,16772,0
1557364322288,16772,0
1557364323289,16772,0
1557364324289,16772,0
1557364325313,16772,0
1557364326314,16772,0
1557364327314,16772,0
1557364328314,16772,0
1557364329339,16772,0
1557364330339,16772,0
1557364331340,16772,0
1557364332364,16772,0
1557364333347,16772,0
1557364334365,16772,0
1557364335389,16772,0
1557364336390,16772,0
1557364337390,16784,12
1557364338390,16786,14
1557364339416,16786,14
1557364340415,16788,16
1557364341415,16790,18
1557364342440,16792,20
1557364343445,16794,22
1557364344439,16796,24
1557364345465,16796,24
1557364346465,16796,24
1557364347465,16796,24
1557364348506,16796,24
1557364349490,16796,24
1557364350515,16796,24
1557364351490,16796,24
1557364352515,16796,24
1557364353514,16796,24
1557364354539,16798,26
1557364355539,16798,26
1557364356550,16798,26
1557364357539,16798,26
1557364358565,16798,26
1557364359566,16798,26
1557364360588,16798,26
1557364361565,16798,26
1557364362586,16798,26
1557364363592,16798,26
1557364364615,16798,26
1557364365616,16798,26
1557364366624,16798,26
1557364367640,16798,26
1557364368640,16798,26
1557364369640,16798,26
1557364370665,16798,26
1557364371665,16798,26
1557364372665,16798,26
1557364373697,16798,26
1557364374690,16798,26
1557364375714,16798,26
1557364376689,16798,26
1557364377715,16798,26
1557364378715,16798,26
1557364379715,16798,26
1557364380741,16798,26
1557364381754,16798,26
1557364382747,16798,26
1557364383754,16798,26
1557364384765,16798,26
1557364385789,16798,26
1557364386790,16798,26
1557364387790,16798,26
1557364388814,16798,26
1557364389815,16798,26
1557364390820,16798,26
1557364391814,16798,26
1557364392839,16798,26
1557364393840,16798,26
1557364394846,16798,26
1557364395866,16798,26
1557364396864,16798,26
1557364397864,16798,26
1557364398872,16798,26
1557364399894,16798,26
1557364400915,16798,26
1557364401889,16798,26
1557364402915,16798,26
1557364403914,16798,26
1557364404939,16798,26
1557364405939,16798,26
1557364406939,16798,26
1557364407939,16798,26
1557364408965,16798,26
1557364409965,16798,26
1557364410989,16798,26
1557364411996,16798,26
1557364412989,16798,26
1557364414014,16798,26
1557364415015,16798,26
1557364416022,16798,26
1557364417019,16798,26
1557364418038,16798,26
1557364419039,16798,26
1557364420047,16798,26
1557364421065,16798,26
1557364422066,16798,26
1557364423064,16798,26
1557364424089,16798,26
1557364425089,16798,26
1557364426114,16798,26
1557364427114,16798,26
1557364428114,16798,26
1557364429146,16798,26
1557364430140,16798,26
1557364431139,16798,26
1557364432140,16798,26
1557364433145,16798,26
1557364434166,16798,26
1557364435164,16798,26
1557364436189,16798,26
1557364437189,16798,26
1557364438189,16798,26
1557364439214,16798,26
1557364440213,16798,26
1557364441239,16798,26
1557364442215,16798,26
1557364443239,16798,26
1557364444245,16798,26
1557364445264,16798,26
1557364446263,16798,26
1557364447263,16810,38
1557364448263,16810,38
1557364449290,16812,40
1557364450306,16814,42
1557364451315,16816,44
1557364452314,16818,46
1557364453313,16820,48
1557364454318,16822,50
1557364455340,16822,50
1557364456363,16824,52
1557364457339,16824,52
1557364458364,16824,52
1557364459364,16824,52
1557364460389,16824,52
1557364461389,16824,52
