timestamp,DistanceToday,TotalDistance,MotionType,Pace,Speed
1557710544596,0,3104242,IDLE,0,0
1557710545610,0,3104242,IDLE,0,0
1557710546621,0,3104242,IDLE,0,0
1557710547634,0,3104242,IDLE,0,0
1557710548668,0,3104242,IDLE,0,0
1557710549742,0,3104242,IDLE,0,0
1557710550678,0,3104242,IDLE,0,0
1557710551757,0,3104242,IDLE,0,0
1557710552749,0,3104242,IDLE,0,0
1557710553756,0,3104242,IDLE,0,0
1557710554707,0,3104242,IDLE,0,0
1557710555711,0,3104242,IDLE,0,0
1557710556734,0,3104242,IDLE,0,0
1557710557739,0,3104242,IDLE,0,0
1557710558724,0,3104242,IDLE,0,0
1557710559737,0,3104242,IDLE,0,0
1557710560749,0,3104242,IDLE,0,0
1557710561746,0,3104242,IDLE,0,0
1557710562758,0,3104242,IDLE,0,0
1557710564243,0,3104242,IDLE,0,0
1557710564860,0,3104242,IDLE,0,0
1557710565786,0,3104242,IDLE,0,0
1557710566837,0,3104242,IDLE,0,0
1557710567858,0,3104242,IDLE,0,0
1557710568861,0,3104242,IDLE,0,0
1557710569954,0,3104242,IDLE,0,0
1557710570854,0,3104242,IDLE,0,0
1557710571851,0,3104242,IDLE,0,0
1557710572903,0,3104242,IDLE,0,0
1557710573865,0,3104242,IDLE,0,0
1557710574878,0,3104242,IDLE,0,0
1557710575874,0,3104242,IDLE,0,0
1557710576887,0,3104242,IDLE,0,0
1557710577900,0,3104242,IDLE,0,0
1557710578956,0,3104242,IDLE,0,0
1557710579951,0,3104242,IDLE,0,0
1557710580956,0,3104242,IDLE,0,0
1557710581957,0,3104242,IDLE,0,0
1557710583032,0,3104242,IDLE,0,0
1557710583985,0,3104242,IDLE,0,0
1557710584977,0,3104242,IDLE,0,0
1557710585973,0,3104242,IDLE,0,0
1557710586981,0,3104242,IDLE,0,0
1557710587993,0,3104242,IDLE,0,0
1557710589037,0,3104242,IDLE,0,0
1557710590035,0,3104242,IDLE,0,0
1557710591032,0,3104242,IDLE,0,0
1557710592044,0,3104242,IDLE,0,0
1557710593058,0,3104242,IDLE,0,0
1557710594044,0,3104242,IDLE,0,0
1557710595051,0,3104242,IDLE,0,0
1557710596141,0,3104242,IDLE,0,0
1557710597130,0,3104242,IDLE,0,0
1557710598335,0,3104242,IDLE,0,0
1557710599080,0,3104242,IDLE,0,0
1557710600099,0,3104242,IDLE,0,0
1557710601107,0,3104242,IDLE,0,0
1557710602105,0,3104242,IDLE,0,0
1557710603116,0,3104242,IDLE,0,0
1557710604138,0,3104242,IDLE,0,0
1557710605145,0,3104242,IDLE,0,0
1557710606172,0,3104242,IDLE,0,0
1557710607185,0,3104242,IDLE,0,0
1557710608179,0,3104242,IDLE,0,0
1557710609341,0,3104242,IDLE,0,0
1557710610236,910,3105152,WALKING,2325,43
1557710611203,1054,3105296,WALKING,1369,73
1557710612266,1202,3105444,WALKING,1063,94
1557710613241,1346,3105588,WALKING,917,109
1557710614225,1502,3105744,WALKING,840,119
1557710615218,1650,3105892,WALKING,793,126
1557710616242,1794,3106036,WALKING,763,131
1557710617250,1950,3106192,WALKING,740,135
1557710618274,2106,3106348,WALKING,724,138
1557710619471,2106,3106348,WALKING,735,136
1557710620330,2106,3106348,IDLE,769,130
1557710621279,2106,3106348,IDLE,819,122
1557710622293,2106,3106348,IDLE,892,112
1557710623350,2106,3106348,IDLE,1000,100
1557710624313,2106,3106348,IDLE,1136,88
1557710625342,2106,3106348,IDLE,1333,75
1557710626392,2106,3106348,IDLE,1639,61
1557710627337,2106,3106348,IDLE,2127,47
1557710628376,2106,3106348,IDLE,3125,32
1557710629347,2106,3106348,IDLE,0,22
1557710630366,2106,3106348,IDLE,0,15
1557710631372,2106,3106348,IDLE,0,10
1557710632369,2106,3106348,IDLE,0,7
1557710633381,2106,3106348,IDLE,0,4
1557710634439,2106,3106348,IDLE,0,2
1557710635450,2106,3106348,IDLE,0,1
1557710636431,2106,3106348,IDLE,0,0
1557710637438,2106,3106348,IDLE,0,0
1557710638447,2106,3106348,IDLE,0,0
1557710639559,2106,3106348,IDLE,0,0
1557710640448,2106,3106348,IDLE,0,0
1557710641460,2106,3106348,IDLE,0,0
1557710642531,2106,3106348,IDLE,0,0
1557710643491,2106,3106348,IDLE,0,0
1557710644494,2106,3106348,IDLE,0,0
1557710645529,2106,3106348,IDLE,0,0
1557710646502,2106,3106348,IDLE,0,0
1557710647512,2106,3106348,IDLE,0,0
1557710648655,2106,3106348,IDLE,0,0
1557710649533,2106,3106348,IDLE,0,0
1557710650648,2106,3106348,IDLE,0,0
1557710651649,2106,3106348,IDLE,0,0
1557710652631,2106,3106348,IDLE,0,0
1557710653591,2106,3106348,IDLE,0,0
1557710654733,2106,3106348,IDLE,0,0
1557710655583,2106,3106348,IDLE,0,0
1557710656838,2106,3106348,IDLE,0,0
1557710657627,2106,3106348,IDLE,0,0
1557710658597,2106,3106348,IDLE,0,0
1557710659642,2106,3106348,IDLE,0,0
1557710660652,2106,3106348,IDLE,0,0
1557710661635,2106,3106348,IDLE,0,0
1557710662632,2106,3106348,IDLE,0,0
1557710663644,2106,3106348,IDLE,0,0
1557710664736,2106,3106348,IDLE,0,0
1557710665655,2106,3106348,IDLE,0,0
1557710666668,2106,3106348,IDLE,0,0
1557710667698,2106,3106348,IDLE,0,0
1557710668675,2106,3106348,IDLE,0,0
1557710669740,2106,3106348,IDLE,0,0
1557710670729,2106,3106348,IDLE,0,0
1557710671722,2106,3106348,IDLE,0,0
1557710672902,2106,3106348,IDLE,0,0
1557710673724,2106,3106348,IDLE,0,0
1557710674789,2106,3106348,IDLE,0,0
1557710675765,2106,3106348,IDLE,0,0
1557710676743,2106,3106348,IDLE,0,0
1557710677757,2106,3106348,IDLE,0,0
1557710678769,2106,3106348,IDLE,0,0
1557710679764,2106,3106348,IDLE,0,0
1557710680778,2106,3106348,IDLE,0,0
1557710681791,2106,3106348,IDLE,0,0
1557710682827,2106,3106348,IDLE,0,0
1557710683845,2106,3106348,IDLE,0,0
1557710684829,2106,3106348,IDLE,0,0
1557710685933,2106,3106348,IDLE,0,0
1557710686848,2106,3106348,IDLE,0,0
1557710687857,2106,3106348,IDLE,0,0
1557710688867,2106,3106348,IDLE,0,0
1557710689884,2106,3106348,IDLE,0,0
1557710690873,2106,3106348,IDLE,0,0
1557710691885,2106,3106348,IDLE,0,0
1557710692901,2106,3106348,IDLE,0,0
1557710693895,2106,3106348,IDLE,0,0
1557710694899,2106,3106348,IDLE,0,0
1557710696161,2106,3106348,IDLE,0,0
1557710696914,2106,3106348,IDLE,0,0
1557710697926,2106,3106348,IDLE,0,0
1557710698948,2106,3106348,IDLE,0,0
1557710699997,2106,3106348,IDLE,0,0
1557710700976,2106,3106348,IDLE,0,0
1557710701987,2106,3106348,IDLE,0,0
1557710702997,2106,3106348,IDLE,0,0
1557710703971,2106,3106348,IDLE,0,0
1557710704983,2106,3106348,IDLE,0,0
1557710705995,2106,3106348,IDLE,0,0
1557710707007,2106,3106348,IDLE,0,0
1557710708020,2106,3106348,IDLE,0,0
1557710709021,2106,3106348,IDLE,0,0
1557710710048,2106,3106348,IDLE,0,0
1557710711046,3498,3107740,JOGGING,1219,82
1557710712053,3642,3107884,WALKING,735,136
1557710713083,3642,3107884,WALKING,606,165
1557710714077,3642,3107884,IDLE,564,177
1557710715078,3786,3108028,WALKING,549,182
1557710716253,3934,3108176,WALKING,552,181
1557710717090,3934,3108176,WALKING,581,172
1557710718116,3934,3108176,IDLE,632,158
1557710719099,3934,3108176,IDLE,714,140
1557710720113,4090,3108332,WALKING,813,123
