timestamp,type
1557792607267,HEADSET_MIC_UNPLUGGED
1557792607295,RINGER_MODE_VIBRATE
1557792902739,SCREEN_ON
1557792906783,POWER_DISCONNECTED
1557792913828,UNLOCK
1557793085216,SCREEN_OFF
1557793141155,SCREEN_ON
1557793149876,UNLOCK
1557794241683,SCREEN_OFF
1557794249032,UNLOCK
1557794249121,SCREEN_ON
1557794308100,SCREEN_OFF
1557794432767,UNLOCK
1557794433065,SCREEN_ON
1557794466135,SCREEN_OFF
1557794719435,UNLOCK
1557794719638,SCREEN_ON
1557794775667,SCREEN_OFF
1557794781211,SCREEN_ON
1557794781243,UNLOCK
1557794909551,SCREEN_OFF
1557794950495,UNLOCK
1557794950749,SCREEN_ON
1557795028681,SCREEN_OFF
1557795175031,UNLOCK
1557795175323,SCREEN_ON
1557795237169,SCREEN_OFF
1557795254844,UNLOCK
1557795254999,SCREEN_ON
1557795365270,SCREEN_OFF
1557795387137,UNLOCK
1557795387327,SCREEN_ON
1557795585722,SCREEN_OFF
1557795614042,UNLOCK
1557795614299,SCREEN_ON
1557795864233,SCREEN_OFF
1557795872358,UNLOCK
1557795872557,SCREEN_ON
1557795956950,SCREEN_OFF
1557796321643,UNLOCK
1557796321869,SCREEN_ON
1557796429318,SCREEN_OFF
1557796431773,UNLOCK
1557796431943,SCREEN_ON
1557796705577,SCREEN_OFF
1557796775376,UNLOCK
1557796775665,SCREEN_ON
1557796779320,SCREEN_OFF
1557796825239,SCREEN_ON
1557796875694,SCREEN_OFF
1557797897648,SCREEN_ON
1557797908435,SCREEN_OFF
1557797909804,UNLOCK
1557797909979,SCREEN_ON
1557798379873,SCREEN_OFF
1557798757605,UNLOCK
1557798757908,SCREEN_ON
1557798858660,SCREEN_OFF
1557798897841,UNLOCK
1557798898000,SCREEN_ON
1557799015437,SCREEN_OFF
1557792607267,HEADSET_MIC_UNPLUGGED
1557792607295,RINGER_MODE_VIBRATE
1557792902739,SCREEN_ON
1557792906783,POWER_DISCONNECTED
1557792913828,UNLOCK
1557793085216,SCREEN_OFF
1557793141155,SCREEN_ON
1557793149876,UNLOCK
1557794241683,SCREEN_OFF
1557794249032,UNLOCK
1557794249121,SCREEN_ON
