timestamp,Resistance
1557794725680,5564
1557794725932,5671
1557794726071,5595
1557794726259,5491
1557794726467,5390
1557794726669,5330
1557794726867,5350
1557794727128,5340
1557794727298,5330
1557794727470,5291
1557794727701,5350
1557794727865,5340
1557794728056,5311
1557794728356,5282
1557794728460,5301
1557794728645,5272
1557794728868,5262
1557794729068,5253
1557794729244,5253
1557794729443,5234
1557794729649,5196
1557794729843,5196
1557794730042,5168
1557794730243,5150
1557794730446,5168
1557794730644,5122
1557794730846,5104
1557794731039,5122
1557794731245,5077
1557794731465,5086
1557794731646,5059
1557794731843,5077
1557794732043,5050
1557794732244,5113
1557794732443,5884
1557794732643,5532
1557794732844,5131
1557794733071,5224
1557794733282,4826
1557794733454,4461
1557794733643,4389
1557794733843,4132
1557794734044,4375
1557794734230,4649
1557794734443,4801
1557794734624,6460
1557794734844,7677
1557794735045,6025
1557794735225,5234
1557794735444,5907
1557794735648,5196
1557794735818,6742
1557794736025,6025
1557794736225,4251
1557794736421,4988
1557794736638,5104
1557794736827,6907
1557794737019,8002
1557794737219,7752
1557794737418,7623
1557794737618,7659
1557794737820,7641
1557794738070,7515
1557794738270,7445
1557794738457,7274
1557794738612,6937
1557794738818,6433
1557794739020,6135
1557794739218,6025
1557794739417,6001
1557794739619,5390
1557794739820,6968
1557794740018,6742
1557794740219,6173
1557794740419,5032
1557794740618,5320
1557794740801,4565
1557794741019,4580
1557794741224,4944
1557794741402,5617
1557794741597,5086
1557794741818,4527
1557794742000,4333
1557794742196,5282
1557794742394,5282
1557794742593,4944
1557794742794,5320
1557794743024,5450
1557794743265,5320
1557794743446,4893
1557794743593,4461
1557794743797,4843
1557794743993,5410
1557794744215,5450
1557794744398,5501
1557794744593,5660
1557794744817,5543
1557794745009,5224
1557794745193,5113
1557794745394,4801
1557794745597,4736
1557794745794,4704
1557794745993,4769
1557794746194,4688
1557794746394,4744
1557794746593,4657
1557794746801,4626
1557794746994,4610
1557794747201,4618
1557794747372,4595
1557794747577,4665
1557794747794,4603
1557794748063,4603
1557794748176,4527
1557794748377,4542
1557794748576,4587
1557794748768,4704
1557794748971,4396
1557794749168,4927
1557794749376,6123
1557794749569,8102
1557794749770,10130
1557794749969,7677
1557794750169,5104
1557794750368,4224
1557794750569,3899
1557794750769,3740
1557794750969,3670
1557794751169,3442
1557794751369,3357
1557794751569,3366
1557794751769,3227
1557794751975,3175
1557794752168,3031
1557794752374,3067
1557794752569,3096
1557794752781,3145
1557794753077,2761
1557794753174,3141
1557794753364,3253
1557794753569,3039
1557794753770,3011
1557794753970,3520
1557794754169,3120
1557794754368,3289
1557794754568,3835
1557794754743,3447
1557794754951,3432
1557794755143,4120
1557794755350,3617
1557794755544,3546
1557794755747,3887
1557794755944,3768
1557794756144,3724
1557794756344,3371
1557794756544,3205
1557794756744,3266
1557794756944,3298
1557794757150,3183
1557794757343,3348
1557794757549,3376
1557794757744,3124
1557794757944,3280
1557794758184,3162
1557794758380,3222
1557794758544,3311
1557794758744,3275
1557794758944,3071
1557794759144,3166
1557794759344,3380
1557794759545,3316
1557794759744,3266
1557794759943,3338
1557794760146,3447
1557794760344,3506
1557794760555,3520
1557794760723,3520
1557794760924,3541
1557794761119,3597
1557794761323,3501
1557794761519,3284
1557794761719,3227
1557794761918,3011
1557794762118,2700
1557794762319,2596
1557794762519,3071
1557794762719,3235
1557794762934,3209
1557794763176,3096
1557794763323,2778
1557794763526,2690
1557794763719,2700
1557794763919,3091
1557794764119,3171
1557794764319,2897
1557794764519,2938
1557794764719,2915
1557794764919,2988
1557794765119,2984
1557794765320,2957
1557794765519,3031
1557794765724,3067
1557794765920,2984
1557794766119,2744
1557794766319,2768
1557794766499,2984
1557794766719,3311
1557794766903,2988
1557794767119,2915
1557794767319,2923
1557794767494,2831
1557794767694,2919
1557794767904,3166
1557794768160,2889
1557794768368,3213
1557794768491,3418
1557794768698,3457
1557794768913,3923
1557794769093,6557
1557794769294,7677
1557794769495,12342
1557794769694,7714
1557794769900,5860
1557794770100,7393
1557794770293,6301
1557794770494,5262
1557794770694,3976
1557794770894,4634
1557794771094,4752
1557794771296,4610
1557794771494,3000
1557794771699,3192
1557794771889,2860
1557794772093,2930
1557794772295,2744
1557794772474,3248
1557794772694,3284
1557794772894,3000
1557794773157,3116
1557794773292,3835
1557794773485,5330
1557794773694,5360
1557794773874,7031
1557794774068,5617
1557794774271,4704
1557794774469,4680
1557794774674,4535
1557794774867,4038
1557794775067,3899
1557794775267,3917
1557794775467,5311
1557794775670,3989
1557794775869,3476
1557794776069,3718
1557794776269,4361
1557794776469,6529
1557794776668,5068
1557794776875,3870
1557794777068,4396
1557794777271,4231
1557794777468,3964
1557794777668,3546
1557794777869,3893
1557794778069,3976
1557794778288,3905
1557794778469,3670
1557794778669,3659
1557794778868,3665
1557794779068,3934
1557794779269,3982
1557794779474,4340
1557794779669,4752
1557794779845,3870
1557794780067,3675
1557794780242,3607
1557794780445,3546
1557794780644,3432
1557794780847,3404
1557794781044,3366
1557794781242,3362
1557794781598,3481
1557794781678,3561
1557794781863,3541
1557794782099,3227
1557794782287,3188
1557794782514,3235
1557794782680,3162
1557794782860,3104
1557794783078,3311
1557794783276,3390
1557794783468,3280
1557794783660,3112
1557794783876,3248
1557794784077,3466
1557794784262,3546
1557794784479,3566
1557794784665,3561
1557794784867,3576
1557794785067,3551
1557794785281,3546
1557794785465,3418
1557794785676,3311
1557794785864,3248
1557794786078,3235
1557794786268,3179
1557794786473,3213
1557794786669,3352
1557794786873,3511
1557794787070,3530
1557794787274,3501
1557794787565,3466
1557794787676,3520
1557794787862,3515
1557794788020,3457
1557794788218,3376
1557794788424,3257
1557794788618,3011
1557794788818,3183
1557794789018,3284
1557794789231,3201
1557794789416,3124
1557794789622,2957
1557794789840,3535
1557794790017,3491
1557794790218,3063
1557794790418,3746
1557794790621,3847
1557794790818,3899
1557794791018,3501
1557794791217,3496
1557794791418,3171
1557794791625,3059
1557794791818,3171
1557794792019,3352
1557794792224,2927
1557794792475,3031
1557794792721,3196
1557794792869,3452
1557794793019,3571
1557794793199,3649
1557794793393,3735
1557794793626,3746
1557794793793,3773
1557794793995,3768
1557794794193,3597
1557794794402,3515
1557794794593,3366
1557794794793,3452
1557794794993,3376
1557794795193,3352
1557794795393,3275
1557794795592,3096
1557794795792,3043
1557794795993,3043
1557794796210,3027
1557794796392,2934
1557794796594,2908
1557794796792,2904
1557794796992,2904
1557794797192,2875
1557794797465,2908
1557794797574,2942
1557794797800,2934
1557794797992,2949
1557794798193,2930
1557794798392,2889
1557794798592,2904
1557794798769,2882
1557794798992,2867
1557794799174,2867
1557794799367,2867
1557794799569,2860
1557794799767,2867
1557794799967,2828
1557794800168,2842
1557794800367,2813
1557794800569,2799
1557794800767,2799
1557794800967,2810
1557794801167,2817
1557794801368,2824
1557794801568,2789
1557794801772,2778
1557794801968,2778
1557794802169,2764
1557794802368,2768
1557794802566,2782
1557794802770,2761
1557794802968,2757
1557794803168,2754
1557794803367,2768
1557794803567,2775
1557794803767,2744
1557794803967,2744
1557794804168,2744
1557794804368,2761
1557794804567,2757
1557794804747,2744
1557794804948,2733
1557794805196,2730
1557794805354,2747
1557794805542,2750
1557794805745,2720
1557794805964,2716
1557794806143,2716
1557794806348,2720
1557794806542,2716
1557794806744,2733
1557794806942,2723
1557794807144,2706
1557794807349,2723
1557794807578,2713
1557794807784,2720
1557794807945,2720
1557794808143,2723
1557794808343,2703
1557794808542,2720
1557794808744,2693
1557794808942,2690
1557794809142,2696
1557794809343,2710
1557794809542,2690
1557794809743,2680
1557794809942,2683
1557794810142,2700
1557794810344,2670
1557794810542,2666
1557794810742,2673
1557794810942,2673
1557794811125,2673
1557794811320,2673
1557794811542,2666
1557794811742,2680
1557794811919,2670
1557794812120,2686
1557794812319,2686
1557794812558,2683
1557794812774,2657
1557794812925,2650
1557794813117,2673
1557794813322,2647
1557794813517,2647
1557794813719,2644
1557794813917,2644
1557794814127,2663
1557794814322,2650
1557794814518,2634
1557794814719,2634
1557794814917,2631
1557794815118,2653
1557794815317,2650
1557794815519,2637
1557794815717,2624
1557794815919,2624
1557794816117,2627
1557794816318,2647
1557794816517,2631
1557794816718,2618
1557794816917,2615
1557794817117,2637
1557794817317,2637
1557794817561,2631
1557794817706,2611
1557794817896,2611
1557794818117,2608
1557794818293,2608
1557794818496,2615
1557794818696,2618
1557794818898,2608
1557794819093,2608
1557794819298,2608
1557794819492,2611
1557794819699,2627
1557794819893,2618
1557794820092,2615
1557794820292,2596
1557794820493,2599
1557794820693,2611
1557794820893,2634
1557794821092,2634
1557794821292,2615
1557794821496,2615
1557794821692,2615
1557794821894,2615
1557794822092,2611
1557794822292,2611
1557794822580,2634
1557794822769,2615
1557794822898,2653
1557794823087,2637
1557794823293,2637
1557794823492,2634
1557794823692,2631
1557794823892,2644
1557794824094,2653
1557794824292,2650
1557794824469,2634
1557794824667,2621
1557794824870,2621
1557794825067,2621
1557794825267,2618
1557794825467,2637
1557794825667,2634
1557794825867,2634
1557794826067,2615
1557794826267,2615
1557794826469,2611
1557794826667,2611
1557794826867,2631
1557794827069,2631
1557794827268,2615
1557794827476,2605
1557794827665,2605
1557794827868,2605
1557794828068,2602
1557794828268,2605
1557794828468,2624
1557794828668,2621
1557794828869,2618
1557794829068,2615
1557794829253,2627
1557794829488,2611
1557794829651,2634
1557794829891,2637
1557794830076,2640
1557794830259,2611
1557794830458,2631
1557794830677,2624
1557794830849,2599
1557794831043,2596
1557794831250,2596
1557794831443,2599
1557794831643,2627
1557794831844,2657
1557794832049,2690
1557794832246,2676
1557794832472,2676
1557794832772,2693
1557794832850,2657
1557794833050,2666
1557794833245,2653
1557794833443,2634
1557794833647,2634
1557794833842,2631
1557794834043,2634
1557794834243,2657
1557794834443,2670
1557794834642,2657
1557794834843,2637
1557794835044,2653
1557794835243,2644
1557794835442,2615
1557794835647,2627
1557794835844,2599
1557794836046,2599
1557794836223,2599
1557794836423,2596
1557794836622,2596
1557794836825,2599
1557794837020,2596
1557794837242,2615
1557794837461,2611
1557794837680,2589
1557794837857,2586
1557794838018,2586
1557794838218,2583
1557794838422,2583
1557794838625,2583
1557794838818,2586
1557794839020,2592
1557794839218,2586
1557794839419,2589
1557794839618,2592
1557794839818,2592
1557794840018,2611
1557794840217,2611
1557794840417,2611
1557794840618,2611
1557794840820,2596
1557794841008,2596
1557794841239,2599
1557794841418,2608
1557794841602,2583
1557794841841,2580
1557794842027,2580
1557794842218,2599
1557794842471,2599
1557794842671,2596
1557794842864,2596
1557794843018,2589
1557794843218,2574
1557794843418,2567
1557794843618,2564
1557794843793,2564
1557794843993,2564
1557794844194,2567
1557794844392,2564
1557794844598,2567
1557794844792,2567
1557794844995,2567
1557794845193,2571
1557794845392,2564
1557794845592,2583
1557794845792,2571
1557794845992,2577
1557794846192,2605
1557794846392,2580
1557794846595,2589
1557794846792,2592
1557794846992,2608
1557794847194,2624
1557794847460,2640
1557794847579,2611
1557794847866,2608
1557794847994,2608
1557794848192,2621
1557794848393,2592
1557794848592,2589
1557794848792,2615
1557794848992,2608
1557794849171,2608
1557794849392,2624
1557794849570,2624
1557794849768,2592
1557794849992,2592
1557794850168,2589
1557794850367,2596
1557794850571,2599
1557794850767,2605
1557794850967,2596
1557794851167,2592
1557794851368,2611
1557794851567,2605
1557794851767,2605
1557794851967,2599
1557794852167,2577
1557794852367,2571
1557794852577,2589
1557794852776,2589
1557794852967,2586
1557794853169,2580
1557794853367,2580
1557794853567,2592
1557794853769,2577
1557794853967,2583
1557794854167,2583
1557794854367,2580
1557794854567,2599
1557794854769,2596
1557794854967,2592
1557794855170,2589
1557794855367,2583
1557794855567,2567
1557794855747,2564
1557794855967,2561
1557794856147,2564
1557794856367,2571
1557794856549,2583
1557794856749,2580
1557794856943,2577
1557794857142,2571
1557794857342,2558
1557794857572,2549
1557794857771,2549
1557794857942,2549
1557794858142,2546
1557794858343,2546
1557794858542,2546
1557794858742,2549
1557794858944,2567
1557794859144,2564
1557794859344,2567
1557794859542,2567
1557794859742,2567
1557794859942,2564
1557794860142,2561
1557794860342,2555
1557794860542,2546
1557794860742,2540
1557794860943,2540
1557794861142,2540
1557794861344,2534
1557794861542,2527
1557794861729,2534
1557794861943,2537
1557794862128,2537
1557794862322,2537
1557794862580,2540
1557794862761,2546
1557794862917,2558
1557794863117,2558
1557794863317,2558
1557794863517,2558
1557794863717,2558
1557794863917,2558
1557794864117,2549
1557794864319,2615
1557794864517,2615
1557794864717,2599
1557794864918,2605
1557794865117,2589
1557794865333,2574
1557794865517,2574
1557794865717,2592
1557794865917,2592
1557794866117,2586
1557794866317,2583
1557794866517,2564
1557794866718,2561
1557794866921,2558
1557794867117,2561
1557794867317,2577
1557794867556,2580
1557794867757,2580
1557794867901,2583
1557794868117,2583
1557794868318,2586
1557794868494,2580
1557794868717,2571
1557794868917,2571
1557794869117,2567
1557794869292,2580
1557794869494,2680
1557794869692,2713
1557794869894,2683
1557794870092,2663
1557794870293,2716
1557794870492,3104
1557794870694,2927
1557794870894,2878
1557794871092,2968
1557794871292,3039
1557794871492,3019
1557794871692,3071
1557794871892,3158
1557794872092,2730
1557794872292,2634
1557794872577,2605
1557794872742,2586
1557794872904,2571
1557794873094,2571
1557794873292,2744
1557794873492,2723
1557794873692,2723
1557794873892,2716
1557794874092,2650
1557794874288,2710
1557794874493,2716
1557794874693,2792
1557794874893,2886
1557794875092,3063
1557794875292,3137
1557794875469,3196
1557794875668,4069
1557794875870,2908
1557794876067,2710
1557794876267,2686
1557794876467,2680
1557794876669,2615
1557794876867,2611
1557794877067,2676
1557794877268,2838
1557794877471,2799
1557794877665,2792
1557794877877,2727
1557794878067,10441
1557794878267,4720
1557794878470,4720
1557794878667,4769
1557794878871,4809
1557794879067,4760
1557794879267,4809
1557794879467,4801
1557794879667,4927
1557794879873,4851
1557794880067,4512
1557794880267,4191
1557794880467,4019
1557794880687,4001
1557794880868,3952
1557794881067,3923
1557794881244,3911
1557794881445,4165
1557794881668,4760
1557794881843,4333
1557794882042,4069
1557794882250,4001
1557794882470,3952
1557794882662,3847
1557794882859,3670
1557794883042,3876
1557794883252,4007
1557794883442,3779
1557794883642,3597
1557794883846,3320
1557794884047,3188
1557794884243,3205
1557794884443,3179
1557794884643,3100
1557794884843,3083
1557794885044,3100
1557794885244,3039
1557794885443,3059
1557794885643,3031
1557794885843,3043
1557794886042,3007
1557794886243,3023
1557794886442,3019
1557794886643,3023
1557794886843,3019
1557794887050,2980
1557794887243,2968
1557794887475,2972
1557794887665,3000
1557794887885,3209
1557794888043,3371
1557794888218,3428
1557794888417,3423
1557794888617,3409
1557794888817,3413
1557794889017,3409
1557794889218,3289
1557794889419,3334
1557794889617,3371
1557794889818,3432
1557794890025,3133
1557794890219,3244
1557794890426,3665
1557794890617,3746
1557794890817,3824
1557794891020,3751
1557794891218,3511
1557794891419,3289
1557794891619,3154
1557794891819,3280
1557794892018,3790
1557794892208,3989
1557794892415,4088
1557794892672,3864
1557794892814,4094
1557794893025,3751
1557794893219,3535
1557794893419,3116
1557794893618,3100
1557794893819,3145
1557794894004,3175
1557794894218,3235
1557794894419,3371
1557794894594,3404
1557794894794,3253
1557794895004,3205
1557794895194,3162
1557794895394,3222
1557794895603,3266
1557794895793,3530
1557794895998,3740
1557794896194,3546
1557794896394,3457
1557794896594,3266
1557794896794,3158
1557794896994,3104
1557794897194,3019
1557794897477,2976
1557794897669,3175
1557794897787,3124
1557794897994,3007
1557794898193,3129
1557794898393,3183
1557794898613,3108
1557794898794,2968
1557794899004,2953
1557794899194,2972
1557794899393,2980
1557794899594,2938
1557794899795,2897
1557794899995,3031
1557794900194,3486
1557794900393,3643
1557794900594,3334
1557794900794,3266
1557794900969,3659
1557794901178,3735
1557794901367,3638
1557794901573,3149
1557794901769,3039
1557794901969,3071
1557794902169,3129
1557794902368,3218
1557794902567,3248
1557794902776,3571
1557794902968,3566
1557794903168,3628
1557794903368,3813
1557794903569,3740
1557794903769,3824
1557794903969,3757
1557794904175,3779
1557794904369,3735
1557794904574,4007
1557794904769,3535
1557794904968,3546
1557794905168,3607
1557794905369,3675
1557794905567,3244
1557794905790,3348
1557794905971,3240
1557794906152,3188
1557794906370,3079
1557794906555,2934
1557794906751,3007
1557794906969,3643
1557794907154,3735
1557794907353,3418
1557794907562,3343
1557794907781,3457
1557794907944,3447
1557794908144,3423
1557794908348,3561
1557794908543,3380
1557794908746,3302
1557794908942,3007
1557794909142,2782
1557794909343,2627
1557794909542,2371
1557794909744,2442
1557794909943,2624
1557794910134,2602
1557794910343,2506
1557794910542,2521
1557794910743,2561
1557794910943,2549
1557794911143,2561
1557794911344,2624
1557794911543,2693
1557794911743,2803
1557794911946,2690
1557794912155,2653
1557794912345,2644
1557794912544,2555
1557794912750,2546
1557794912924,2512
1557794913152,2506
1557794913321,2527
1557794913525,2506
1557794913719,2503
1557794913919,2521
1557794914121,2524
1557794914318,2503
1557794914527,2512
1557794914721,2503
1557794914918,2558
1557794915119,2589
1557794915318,2696
1557794915519,2653
1557794915734,2494
1557794915917,2527
1557794916126,2433
1557794916318,2442
1557794916534,2436
1557794916719,2468
1557794916919,2465
1557794917118,2482
1557794917320,2488
1557794917519,2480
1557794917719,2471
1557794917919,2485
1557794918120,2509
1557794918324,2567
1557794918519,2580
1557794918726,2558
1557794918918,2706
1557794919119,2663
1557794919297,2740
1557794919499,2657
1557794919726,2521
1557794919918,2471
1557794920095,2494
1557794920294,2474
1557794920494,2558
1557794920694,2634
1557794920894,2644
1557794921094,2650
1557794921300,2660
1557794921493,2644
1557794921699,2686
1557794921894,2696
1557794922094,2666
1557794922293,2670
1557794922494,2673
1557794922694,2676
1557794922894,2670
1557794923094,2564
1557794923295,2583
1557794923494,2583
1557794923692,2710
1557794923894,2768
1557794924094,2849
1557794924297,2867
1557794924494,2889
1557794924699,2882
1557794924894,2831
1557794925094,2727
1557794925294,2690
1557794925494,2602
1557794925694,2571
1557794925894,2552
1557794926094,2567
1557794926294,2564
1557794926469,2602
1557794926669,2640
1557794926887,2686
1557794927069,2740
1557794927287,2782
1557794927469,2771
1557794927675,2789
1557794927869,2775
1557794928069,2720
1557794928283,3015
1557794928469,3201
1557794928668,2653
1557794928868,2747
1557794929069,2923
1557794929276,2984
1557794929470,2875
1557794929667,2757
1557794929871,2860
1557794930069,2789
1557794930281,2730
1557794930469,2706
1557794930669,2710
1557794930868,2686
1557794931069,2686
1557794931276,2670
1557794931470,2716
1557794931668,2782
1557794931888,2893
1557794932069,2984
1557794932269,3067
1557794932469,3413
1557794932668,3390
1557794932848,3428
1557794933043,3675
1557794933249,3751
1557794933444,3649
1557794933649,3511
1557794933844,3623
1557794934055,3917
1557794934243,3486
1557794934449,2938
1557794934644,2842
1557794934844,2810
1557794935044,2740
1557794935243,2611
1557794935456,2586
1557794935644,2723
1557794935849,3940
1557794936043,4184
1557794936244,4088
1557794936445,3735
1557794936644,3597
1557794936844,3031
1557794937044,2946
1557794937244,3059
1557794937444,3059
1557794937644,3183
1557794937843,3235
1557794938044,3325
