timestamp,CaloriesToday,Calories
1557278022536,776,10112
1557278023517,776,10112
1557278024542,776,10112
1557278025627,776,10112
1557278026595,776,10113
1557278027612,777,10113
1557278028628,777,10113
1557278029644,777,10113
1557278030689,777,10113
1557278031721,777,10113
1557278032737,777,10113
1557278033772,777,10113
1557278034783,777,10113
1557278035805,777,10113
1557278036812,777,10113
1557278037842,777,10113
1557278038854,777,10113
1557278039898,777,10113
1557278040914,777,10113
1557278041961,777,10113
1557278043024,777,10113
1557278044010,777,10113
1557278045028,777,10113
1557278046056,777,10113
1557278047088,777,10113
1557278048099,777,10113
1557278049115,777,10113
1557278050159,777,10113
1557278051181,777,10113
1557278052208,777,10113
1557278053213,777,10113
1557278054230,777,10113
1557278055261,777,10113
1557278056292,777,10113
1557278057329,777,10113
1557278058327,777,10113
1557278059357,777,10113
1557278060428,777,10113
1557278061461,777,10113
1557278062444,777,10113
1557278063514,777,10113
1557278064500,777,10113
1557278065537,777,10113
1557278066557,777,10113
1557278067558,777,10113
1557278068592,777,10113
1557278069600,777,10113
1557278070685,777,10113
1557278071657,777,10113
1557278072671,777,10113
1557278073716,777,10113
1557278074728,777,10113
1557278075758,777,10113
1557278076791,777,10114
1557278077860,777,10114
1557278078888,777,10114
1557278079885,777,10114
1557278080933,777,10114
1557278081941,777,10114
1557278082953,777,10114
1557278084085,777,10114
1557278084983,777,10114
1557278086013,777,10114
1557278087051,777,10114
1557278088087,777,10114
1557278089109,777,10114
1557278090102,777,10114
1557278091181,777,10114
1557278092170,777,10114
1557278093213,777,10114
1557278094218,777,10114
1557278095237,777,10114
1557278096267,777,10114
1557278097278,777,10114
1557278098302,777,10114
1557278099352,777,10114
1557278100412,777,10114
1557278101389,778,10114
1557278102426,778,10114
1557278103416,778,10114
1557278104462,778,10114
1557278105499,778,10114
1557278106487,778,10114
1557278107516,778,10114
1557278108547,778,10114
1557278109559,778,10114
1557278110595,778,10114
1557278111642,778,10114
1557278112663,778,10114
1557278113716,778,10114
1557278114717,778,10114
1557278115841,778,10114
1557278116732,778,10114
1557278117787,778,10114
1557278118814,778,10114
1557278119819,778,10114
1557278120838,778,10114
1557278121860,778,10114
1557278122890,778,10115
1557278123920,778,10115
1557278124931,778,10115
1557278125961,778,10115
1557278127017,778,10115
1557278128020,778,10115
1557278129036,778,10115
1557278130068,778,10115
1557278131113,778,10115
1557278132113,778,10115
1557278133154,778,10115
1557278134148,778,10115
1557278135182,778,10115
1557278136225,778,10115
1557278137270,778,10115
1557278138288,778,10115
1557278139284,778,10115
1557278140317,778,10115
1557278141329,778,10115
1557278142410,778,10115
1557278143387,778,10115
1557278144404,778,10115
1557278145431,778,10115
1557278146447,778,10115
1557278147460,778,10115
1557278148506,779,10115
1557278149520,779,10115
1557278150548,779,10115
1557278151564,779,10115
1557278152613,779,10115
1557278153619,779,10115
1557278154647,779,10115
1557278155666,779,10115
1557278156716,779,10115
1557278157745,779,10115
1557278158733,779,10115
1557278159919,779,10115
1557278160876,779,10115
1557278161852,779,10115
1557278162844,779,10115
1557278163898,779,10115
1557278164914,779,10115
1557278165922,779,10115
1557278166940,779,10115
1557278168010,779,10115
1557278168980,779,10116
1557278170024,779,10116
1557278171043,779,10116
1557278172069,779,10116
1557278173126,779,10116
1557278174114,779,10116
1557278175223,779,10116
1557278176159,779,10116
1557278177230,779,10116
1557278178207,779,10116
1557278179219,779,10116
1557278180253,779,10116
1557278181290,779,10116
1557278182316,779,10116
1557278183344,779,10116
1557278184359,779,10116
1557278185384,779,10116
1557278186390,779,10116
1557278187420,779,10116
1557278188432,779,10116
1557278189461,779,10116
1557278190492,779,10116
1557278191520,779,10116
1557278192535,779,10116
1557278193600,779,10116
1557278194575,779,10116
1557278195614,779,10116
1557278196641,779,10116
1557278197670,779,10116
1557278198700,779,10116
1557278199716,779,10116
1557278200742,779,10116
1557278201803,779,10116
1557278202825,779,10116
1557278203827,779,10116
1557278204818,779,10116
1557278205932,779,10116
1557278206878,779,10116
1557278207891,779,10116
1557278208919,779,10116
1557278209947,779,10116
1557278210963,780,10116
1557278212017,780,10116
1557278213042,780,10116
1557278214058,780,10116
1557278215075,780,10117
1557278216091,780,10117
1557278217110,780,10117
1557278218169,780,10117
1557278219218,780,10117
1557278220267,780,10117
1557278221205,780,10117
1557278222235,780,10117
1557278223246,780,10117
1557278224292,780,10117
1557278225305,780,10117
1557278226355,780,10117
1557278227370,780,10117
1557278228403,780,10117
1557278229436,780,10117
1557278230519,780,10117
1557278231455,780,10117
1557278232488,780,10117
