timestamp,Resistance
1557630455385,9922
1557630455585,11047
1557630455783,11449
1557630455983,12473
1557630456183,11603
1557630456443,10702
1557630456630,11525
1557630456783,12698
1557630456983,12128
1557630457192,11190
1557630457383,11300
1557630457583,11011
1557630457783,10838
1557630457983,10570
1557630458183,10314
1557630458384,10160
1557630458583,10130
1557630459030,9981
1557630459035,9835
1557630459183,9807
1557630459384,9750
1557630459583,9666
1557630459783,9611
1557630459983,9556
1557630460184,9529
1557630460383,9475
1557630460560,9448
1557630460761,9422
1557630460958,9343
1557630461158,9395
1557630461431,9343
1557630461633,9666
1557630461779,9778
1557630461961,9694
1557630462160,9583
1557630462364,9369
1557630462558,9422
1557630462760,9291
1557630462959,9240
1557630463158,9189
1557630463358,9214
1557630463558,9113
1557630463758,9088
1557630463958,9113
1557630464158,9014
1557630464358,8990
1557630464559,8990
1557630464757,8917
1557630464963,8965
1557630465158,8893
1557630465358,8917
1557630465558,8869
1557630465757,8846
1557630465958,8846
1557630466151,8846
1557630466344,8799
1557630466569,9039
1557630466775,10070
1557630466958,10976
1557630467136,10872
1557630467333,10838
1557630467535,10736
1557630467735,10505
1557630467935,10441
1557630468133,10473
1557630468333,10538
1557630468533,10441
1557630468733,10409
1557630468933,10314
1557630469133,10100
1557630469349,9922
1557630469533,10040
1557630469735,10130
1557630469954,10221
1557630470134,9807
1557630470334,9583
1557630470533,9502
1557630470733,9395
1557630470933,9113
1557630471133,8799
1557630471335,8481
1557630471529,8061
1557630471739,7923
1557630471932,8041
1557630472133,8041
1557630472332,7962
1557630472551,7943
1557630472735,7770
1557630472912,7789
1557630473109,7770
1557630473333,7808
1557630473510,7827
1557630473708,7714
1557630473911,7677
1557630474108,7623
1557630474308,7623
1557630474508,7569
1557630474708,7605
1557630474918,7551
1557630475111,7533
1557630475309,7569
1557630475508,7515
1557630475708,7569
1557630475908,7480
1557630476108,7462
1557630476345,7480
1557630476526,7427
1557630476744,7410
1557630476910,7410
1557630477109,7359
1557630477309,7376
1557630477509,7462
1557630477709,7462
1557630477916,7533
1557630478109,7192
1557630478314,6613
1557630478509,6474
1557630478709,6728
1557630478908,7192
1557630479108,7258
1557630479309,7192
1557630479508,7175
1557630479708,7143
1557630479908,7192
1557630480083,7126
1557630480283,6984
1557630480489,6713
1557630480683,6627
1557630480889,6557
1557630481083,6433
1557630481327,6501
1557630481539,6460
1557630481735,6501
1557630481883,6433
1557630482085,6447
1557630482283,6393
1557630482483,6433
1557630482683,6353
1557630482883,6353
1557630483088,6393
1557630483283,6327
1557630483488,6314
1557630483683,6353
1557630483883,6262
1557630484071,6249
1557630484283,6185
1557630484483,6236
1557630484683,6160
1557630484883,6160
1557630485083,6198
1557630485261,6173
1557630485483,6135
1557630485660,6173
1557630485884,6123
1557630486066,6111
1557630486260,6160
1557630486547,6098
1557630486740,6123
1557630486859,6123
1557630487058,6062
1557630487263,6062
1557630487458,6086
1557630487658,6037
1557630487859,6025
1557630488058,6074
1557630488258,5989
1557630488458,5989
1557630488660,6025
1557630488858,5965
1557630489061,5965
1557630489263,6001
1557630489458,6001
1557630489658,5942
1557630489859,5989
1557630490065,5965
1557630490258,5907
1557630490473,5942
1557630490659,5954
1557630490859,5895
1557630491071,5884
1557630491263,5942
