timestamp,Temperature
1557278022758,27.4699993134
1557278029908,28.5599994659
1557278059998,29.2900009155
1557278090053,29.4899997711
1557278120139,29.6200008392
1557278150218,29.75
1557278180519,29.9400005341
1557278210383,30.1299991608
1557278240533,30.2399997711
1557278270774,30.1800003052
1557278300636,30.0599994659
1557278330714,30.0100002289
1557278360793,29.5900001526
1557278390908,28.8299999237
1557278421022,28.1399993896
1557278451037,27.7199993134
1557278481122,27.6900005341
1557278511205,27.75
1557278541329,27.75
1557278571374,28.2099990845
1557278601524,28.7399997711
1557278631551,29.1700000763
1557278661604,29.4099998474
1557278691712,29.5499992371
1557278721769,29.4699993134
1557278751924,29.3600006104
1557278781986,29.1399993896
1557278812098,28.7700004578
1557278842141,28.4699993134
1557278872218,28.1800003052
1557278902265,28.0300006866
1557278932340,28
1557278962431,27.8999996185
1557278992615,27.8099994659
1557279022598,27.8400001526
1557279052679,27.9200000763
1557279082753,28.0900001526
1557279112834,28.2900009155
1557279142950,28.4899997711
1557279173014,28.6000003815
1557279203076,28.7000007629
1557279233161,28.8700008392
1557279263240,29.2000007629
1557279293321,29.3700008392
1557279323420,29.5
1557279353514,29.6700000763
1557279383567,29.8199996948
1557279413650,30.0499992371
1557279443736,30.1700000763
1557279473811,30.2399997711
1557279503946,30.3799991608
1557279534038,30.4400005341
1557279564056,30.5300006866
1557279594225,30.6499996185
1557279624273,30.8999996185
1557279654317,31.0599994659
1557279684399,31.1599998474
1557279714528,31.3099994659
1557279744548,31.2800006866
1557279774631,31.3600006104
1557279804718,31.3999996185
1557279834924,31.4599990845
1557279864921,31.5799999237
1557279894960,31.7299995422
1557279925035,31.8099994659
1557279955136,31.8600006104
1557279985227,31.9400005341
1557280015312,32.0200004578
1557280045366,32.1399993896
1557280075450,32.1500015259
1557280105562,32.2099990845
1557280135643,32.2400016785
1557280165741,32.3100013733
1557280195776,32.4000015259
1557280225867,32.4599990845
1557280255936,32.5
1557280286065,32.4700012207
1557280316126,32.5200004578
1557280346186,32.5900001526
1557280376264,32.6500015259
1557280406354,32.7099990845
1557280436434,32.7599983215
1557280466576,32.8100013733
1557280496607,32.8800010681
1557280526810,32.8499984741
1557280556753,32.8699989319
1557280586905,32.9000015259
1557280617020,32.9399986267
1557280646999,32.9500007629
1557280677118,33.0099983215
1557280707179,33.0299987793
1557280737272,33.0800018311
1557280767372,33.0400009155
1557280797471,33.0800018311
1557280827532,33.1199989319
1557280857607,33.1500015259
1557280887651,33.1199989319
1557280917789,33.0699996948
1557280947834,33.0499992371
1557280977897,33.0299987793
1557281007986,33.0099983215
1557281038061,33
1557281068184,33.0499992371
1557281098265,32.9799995422
1557281128307,33.0999984741
1557281158387,33.1399993896
1557281188512,33.2200012207
1557281218576,33.2700004578
1557281248652,33.2700004578
1557281278773,33.2299995422
1557281308847,33.1300010681
1557281338904,33.1399993896
1557281368959,33.0999984741
1557281399041,33.0900001526
1557281429168,33.0999984741
1557281459214,33.0999984741
1557281489296,33.0999984741
1557281519375,33.1199989319
1557281549469,33.1300010681
1557281579594,33.2099990845
1557281609636,33.2299995422
1557281639738,33.2299995422
1557281669781,33.2299995422
1557281699871,33.2299995422
1557281729960,33.2700004578
1557281760031,33.2700004578
1557281790127,33.2999992371
1557281820192,33.2700004578
