timestamp,encoding,duration,path,sampleRate,channelMask
1557537529663,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557537514073.record,8000,MONO
1557541784042,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557541768863.record,8000,MONO
1557544771369,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557544755872.record,8000,MONO
1557545686736,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557545671474.record,8000,MONO
1557546602255,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557546586820.record,8000,MONO
1557547517791,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557547502346.record,8000,MONO
1557548433248,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557548417888.record,8000,MONO
1557549348570,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557549333362.record,8000,MONO
1557550263859,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557550248636.record,8000,MONO
1557551179139,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557551163924.record,8000,MONO
1557552094980,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557552079222.record,8000,MONO
1557553010300,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557552995061.record,8000,MONO
1557553925636,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557553910355.record,8000,MONO
1557554841258,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557554825686.record,8000,MONO
1557555756699,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557555741384.record,8000,MONO
1557556672303,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557556656785.record,8000,MONO
1557557587980,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557557572435.record,8000,MONO
1557558503439,PCM16BIT,15000,/storage/emulated/0/Android/data/kaist.iclab.abclogger/files/1557558488059.record,8000,MONO
