timestamp,ssid,bssid,frequency,rssi
1557792613310,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-50
1557792613310,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-83
1557792613310,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-84
1557792613310,00:23:aa:5a:3d:0d,00:23:aa:5a:3d:0d,2457,-90
1557792906194,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-52
1557792906194,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-80
1557792906194,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-85
1557792914168,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-48
1557792914168,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-75
1557792914168,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-81
1557792914168,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-82
1557792914168,f0:b4:29:e8:e6:e6,f0:b4:29:e8:e6:e6,2437,-93
1557792917698,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-50
1557792917698,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-76
1557792917698,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-79
1557792917698,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-81
1557792917698,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-86
1557792932482,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-49
1557792932482,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-76
1557792932482,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-83
1557792932482,88:36:6c:49:bd:98,88:36:6c:49:bd:98,2412,-85
1557792932482,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-88
1557792932482,00:23:aa:5a:3d:0d,00:23:aa:5a:3d:0d,2457,-92
1557792976043,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-47
1557792976043,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-76
1557792976043,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-82
1557792984430,c8:3a:35:44:51:28,c8:3a:35:44:51:28,2427,-51
1557792984430,88:36:6c:7c:17:02,88:36:6c:7c:17:02,2447,-82
1557792984430,88:36:6c:68:0e:82,88:36:6c:68:0e:82,2452,-84
1557792984430,f4:28:53:71:1d:d2,f4:28:53:71:1d:d2,2462,-84
