timestamp,rxKiloBytes,txKiloBytes,duration
1557709225380,2408,97,15000
1557709240402,4293,235,15000
1557709255435,43,25,15000
1557709270476,5,1,15000
1557709285524,487,30,15000
1557709300569,0,0,15000
1557709318146,0,0,15000
1557709333181,445,49,15000
1557709348218,2684,99,15000
1557709363246,0,0,15000
1557709378276,0,0,15000
1557709393327,12075,274,15000
1557709408658,2704,67,15000
1557709423676,328,12,15000
1557709438714,15,3,15000
1557709453760,92,24,15000
1557709468783,4104,66,15000
1557709483806,66,7,15000
1557709498827,35,9,15000
1557709513856,1,0,15000
1557709528898,188,11,15000
1557709543917,1020,34,15000
1557709558950,279,25,15000
1557709573973,5235,119,15000
1557709589009,4563,70,15000
1557709604039,2547,37,15000
1557709619085,2984,55,15000
1557709634109,3457,88,15000
1557709649138,11,7,15000
1557709664172,0,0,15000
1557709679205,0,0,15000
1557709694249,819,34,15000
1557709709285,1504,33,15000
1557709724313,0,0,15000
1557709739355,3263,68,15000
1557709754383,0,0,15000
1557709769427,815,32,15000
1557709784457,302,12,15000
1557709799608,0,0,15000
1557709814647,0,0,15000
1557709829672,0,0,15000
1557709844699,585,17,15000
1557709859724,0,0,15000
1557709874767,728,32,15000
1557709889793,1145,42,15000
1557709904823,16,10,15000
1557709919852,65,18,15000
1557709934876,0,0,15000
1557709949900,0,0,15000
1557709965317,1025,41,15000
1557709980355,22,6,15000
1557709995384,573,53,15000
1557710010407,547,32,15000
1557710025428,345,16,15000
1557710040461,2,6,15000
1557710055512,7,5,15000
1557710070541,165,9,15000
1557710085567,81,25,15000
1557710100590,10,5,15000
1557710115653,231,20,15000
1557710130687,83,18,15000
1557710145706,512,26,15000
1557710160734,16,13,15000
1557710175755,226,16,15000
1557710190786,208,40,15000
1557710205839,29,11,15000
1557710220876,21,8,15000
1557710235913,31,21,15000
1557710250963,0,0,15000
1557710266017,28,14,15000
1557710281073,0,0,15000
1557710296111,1,3,15000
1557710401853,4,4,15000
1557710520990,99,12,15000
1557710536015,4,2,15000
1557710551045,1,0,15000
1557710566092,0,0,15000
1557710671288,871,43,15000
1557710746385,0,0,15000
1557710761408,7,6,15000
1557710776434,1,2,15000
1557710791455,0,3,15000
1557710976418,45317,257,15000
1557711066674,0,0,15000
1557711081697,0,0,15000
1557711096735,0,0,15000
1557711111912,54,57,15000
1557711126950,226,28,15000
1557711172039,322,25,15000
1557711187068,44,9,15000
1557711202101,0,0,15000
1557711262225,0,1,15000
1557712765289,10,3,15000
1557712780314,152,46,15000
1557712795351,0,0,15000
1557712810383,0,0,15000
1557714719310,7,7,15000
1557715756393,117,38,15000
1557715891657,156,21,15000
1557715906676,1187,57,15000
1557715921693,82,15,15000
1557715936715,1556,61,15000
1557716147138,1,1,15000
1557716267328,6,12,15000
1557716282356,79,10,15000
1557716297389,7,7,15000
1557717785293,39,13,15000
1557725319786,27,19,15000
1557726973045,3,0,15000
1557726988087,0,0,15000
1557727063263,0,0,15000
1557727499121,0,0,15000
1557727514158,0,0,15000
1557727529206,194,37,15000
1557727544247,20,7,15000
1557727559290,15,3,15000
1557727574322,3607,170,15000
1557727589356,7908,80,15000
1557727604378,1004,49,15000
1557727619401,11,4,15000
1557727634418,507,39,15000
1557727649449,0,0,15000
1557727664481,0,0,15000
1557727679514,0,0,15000
1557727694555,0,0,15000
1557727769698,229,2789,15000
1557727784898,325,9845,15000
1557727800286,319,9308,15000
1557727815735,144,8413,15000
1557729325931,127,4865,15000
1557729836849,22,5,15000
1557729851880,1654,38,15000
1557729972200,0,0,15000
1557729987221,10,254,15000
1557730858727,79,4243,15000
1557730873774,15,3,15000
1557731084184,3365,165,15000
1557731099248,357,38,15000
1557731114381,0,0,15000
1557731129404,2709,193,15000
1557731144423,1321,94,15000
1557731159452,469,54,15000
1557731174489,6,10,15000
