timestamp,TotalSteps,StepsToday
1557449122176,19718,0
1557449123198,19718,0
1557449124197,19718,0
1557449125197,19718,0
1557449126222,19718,0
1557449127214,19718,0
1557449128247,19718,0
1557449129236,19718,0
1557449130248,19718,0
1557449131272,19718,0
1557449132272,19718,0
1557449133273,19718,0
1557449134283,19718,0
1557449135297,19718,0
1557449136299,19718,0
1557449137297,19718,0
1557449138323,19718,0
1557449139323,19718,0
1557449140349,19718,0
1557449141348,19718,0
1557449142348,19718,0
1557449143355,19718,0
1557449144386,19718,0
1557449145375,19718,0
1557449146379,19718,0
1557449147398,19718,0
1557449148436,19718,0
1557449149398,19718,0
1557449150423,19728,10
1557449151423,19728,10
1557449152425,19730,12
1557449153449,19734,16
1557449154447,19734,16
1557449155474,19734,16
1557449156478,19734,16
1557449157473,19734,16
1557449158497,19734,16
1557449159505,19734,16
1557449160522,19736,18
1557449161498,19736,18
1557449162515,19736,18
1557449163522,19736,18
1557449164548,19736,18
1557449165554,19736,18
1557449166572,19736,18
1557449167572,19736,18
1557449168572,19736,18
1557449169597,19736,18
1557449170599,19736,18
1557449171613,19736,18
1557449172622,19736,18
1557449173623,19736,18
1557449174647,19736,18
1557449175628,19736,18
1557449176648,19736,18
1557449177673,19736,18
1557449178673,19736,18
1557449179673,19736,18
1557449180673,19738,20
1557449181715,19738,20
1557449182699,19738,20
1557449183704,19738,20
1557449184723,19740,22
1557449185728,19742,24
1557449186747,19742,24
1557449187749,19742,24
1557449188772,19742,24
1557449189778,19742,24
1557449190809,19742,24
1557449191797,19742,24
1557449192798,19742,24
1557449193797,19744,26
1557449194858,19744,26
1557449195847,19744,26
1557449196855,19746,28
1557449197853,19748,30
1557449198855,19750,32
1557449199855,19752,34
1557449200940,19754,36
1557449201873,19754,36
1557449202916,19756,38
1557449203897,19756,38
1557449204897,19756,38
1557449205954,19756,38
1557449206905,19756,38
1557449207907,19756,38
1557449208922,19756,38
1557449209952,19756,38
1557449210960,19756,38
1557449211949,19756,38
1557449212972,19756,38
1557449213972,19756,38
1557449215001,19756,38
1557449216056,19756,38
1557449216997,19756,38
1557449217997,19756,38
1557449219022,19756,38
1557449220055,19756,38
1557449221037,19756,38
1557449222047,19756,38
1557449223049,19756,38
1557449224073,19756,38
1557449225073,19756,38
1557449226153,19756,38
1557449227072,19756,38
1557449228119,19756,38
1557449229097,19756,38
1557449230097,19756,38
1557449231143,19756,38
1557449232122,19756,38
1557449233122,19756,38
1557449234147,19756,38
1557449235147,19756,38
1557449236248,19756,38
1557449237172,19756,38
1557449238173,19756,38
1557449239177,19756,38
1557449240197,19756,38
1557449241235,19756,38
1557449242201,19756,38
1557449243247,19756,38
1557449244224,19756,38
1557449245222,19756,38
1557449246251,19756,38
1557449247247,19756,38
1557449248274,19756,38
1557449249272,19756,38
1557449250272,19756,38
1557449251277,19756,38
1557449252297,19756,38
1557449253297,19756,38
1557449254322,19756,38
1557449255376,19756,38
1557449256347,19756,38
1557449257322,19756,38
1557449258347,19756,38
1557449259347,19756,38
1557449260346,19756,38
1557449261374,19756,38
1557449262372,19766,48
1557449263372,19768,50
1557449264375,19768,50
1557449265398,19770,52
1557449266423,19770,52
1557449267423,19770,52
1557449268423,19772,54
1557449269423,19772,54
1557449270438,19772,54
1557449271448,19772,54
1557449272453,19772,54
1557449273474,19772,54
1557449274500,19772,54
1557449275472,19772,54
1557449276498,19772,54
1557449277502,19772,54
1557449278499,19772,54
1557449279523,19772,54
1557449280523,19772,54
1557449281556,19772,54
1557449282548,19772,54
1557449283548,19772,54
1557449284549,19772,54
1557449285549,19774,56
1557449286573,19774,56
1557449287572,19776,58
1557449288598,19776,58
1557449289603,19776,58
1557449290598,19776,58
1557449291621,19776,58
1557449292621,19776,58
1557449293623,19778,60
1557449294626,19778,60
1557449295645,19778,60
1557449296647,19778,60
1557449297647,19778,60
