timestamp,rxKiloBytes,txKiloBytes,duration
1557627105089,323,45,15000
1557627120135,376,55,15000
1557627135156,318,34,15000
1557627150311,207,52,15000
1557627165328,4,2,15000
1557627180352,356,29,15000
1557627195388,3,3,15000
1557627210423,64,9,15000
1557627225450,53,6,15000
1557627240465,1,1,15000
1557627255488,2,1,15000
1557627270528,54,9,15000
1557627285545,870,51,15000
1557627300572,152,11,15000
1557627315617,99,7,15000
1557627330650,1,2,15000
1557627345687,5,5,15000
1557627360715,0,0,15000
1557627375743,80,10,15000
1557627390782,65,5,15000
1557627405808,74,6,15000
1557627420850,4028,73,15000
1557627435879,2709,60,15000
1557627450920,0,0,15000
1557627465941,0,0,15000
1557627480958,77,6,15000
1557627495980,0,0,15000
1557627511006,1,0,15000
1557627526025,98,15,15000
1557627541049,13,7,15000
1557627556076,8,6,15000
1557627571116,1,1,15000
1557627586149,6,4,15000
1557627601194,973,56,15000
1557627616236,62,33,15000
1557627631262,5340,253,15000
1557627646316,86,23,15000
1557627661343,921,27,15000
1557627676369,1503,134,15000
1557627691499,0,0,15000
1557627706541,1,2,15000
1557627721572,55,19,15000
1557627736618,373,31,15000
1557627751641,72,6,15000
1557627766667,386,41,15000
1557627781687,5,3,15000
1557627796713,2,3,15000
1557627811754,1,0,15000
1557627826783,1,0,15000
1557627841816,0,0,15000
1557627856840,0,0,15000
1557627871868,17,7,15000
1557627886899,111,20,15000
1557627901940,0,0,15000
1557627916967,1,0,15000
1557627931983,0,0,15000
1557627947010,0,0,15000
1557627962036,0,0,15000
1557627977058,70,16,15000
1557627992084,0,0,15000
1557628007104,52,11,15000
1557628022165,0,0,15000
1557628037212,0,0,15000
1557628052258,5,4,15000
1557628067288,0,0,15000
1557628082311,1028,63,15000
1557628097346,0,0,15000
1557628112384,0,0,15000
1557628127410,0,0,15000
1557628142433,0,0,15000
1557628157462,0,0,15000
1557628172495,164,10,15000
1557628187534,0,0,15000
1557628202576,0,0,15000
1557628217613,0,0,15000
1557628232644,0,0,15000
1557628247685,0,0,15000
1557628262716,0,0,15000
1557628277741,14,20,15000
1557628292774,0,0,15000
1557628307824,0,0,15000
1557628322870,2,0,15000
1557628337911,0,0,15000
1557628352952,146,9,15000
1557628367976,0,0,15000
1557628383013,0,0,15000
1557628398048,232,32,15000
1557628413080,4348,177,15000
1557628428105,587,64,15000
1557628443128,454,27,15000
1557628458157,5908,132,15000
1557628473205,342,24,15000
1557628488229,11894,137,15000
1557628503246,15909,127,15000
1557628518287,10138,77,15000
1557628533325,10314,101,15000
1557628548366,5632,50,15000
1557628563412,6917,61,15000
1557628578448,3422,31,15000
1557628593485,4640,43,15000
1557628608517,6239,56,15000
1557628623552,4654,36,15000
1557628638586,5708,49,15000
1557628653623,3648,28,15000
1557628668666,7352,75,15000
1557628683711,0,1,15000
1557628698749,1972,17,15000
1557628713794,10730,46,15000
1557628728829,6685,26,15000
1557628743865,3774,18,15000
1557628758890,5056,22,15000
1557628773934,3080,37,15000
1557628788970,330,10,15000
1557628804020,166,10,15000
1557628819070,418,20,15000
1557628834121,4364,72,15000
1557628849152,16772,160,15000
1557628864187,10848,89,15000
1557628879225,10012,92,15000
1557628894263,9873,81,15000
1557628909295,7799,74,15000
1557628924322,5137,44,15000
1557628939358,15431,123,15000
1557628954404,6712,55,15000
1557628969436,11664,95,15000
1557628984468,20351,173,15000
1557628999500,9206,79,15000
1557629014527,5866,72,15000
1557629029561,4708,58,15000
1557629044597,5523,77,15000
1557629059641,5237,77,15000
1557629074682,17140,169,15000
1557629089711,18974,185,15000
1557629104753,12130,126,15000
1557629119792,10261,115,15000
1557629134827,0,2,15000
1557629149865,47,8,15000
1557629164901,347,16,15000
1557629179927,32,17,15000
1557629194958,52,9,15000
1557629210002,38,5,15000
1557629225040,35,5,15000
1557629240063,61,20,15000
1557629255102,42,4,15000
1557629270141,105,14,15000
1557629285164,85,13,15000
1557629300193,159,27,15000
1557629315220,77,8,15000
1557629330267,8450,133,15000
1557629345302,15317,123,15000
1557629360343,10800,83,15000
