timestamp,UVExposureToday,UVIndexLevel
1557364337732,0,NONE
1557364397740,0,NONE
1557364457739,0,NONE
1557364517740,0,NONE
1557364577738,0,NONE
1557364637738,0,NONE
1557364697737,0,LOW
1557364757738,0,LOW
1557364817739,0,LOW
1557364877738,0,LOW
1557364937737,0,LOW
1557364997744,0,LOW
1557365057735,0,LOW
1557365117735,0,NONE
1557365177734,0,NONE
1557365237735,0,NONE
1557365297783,0,NONE
1557365357735,0,NONE
1557365417737,0,NONE
1557365477738,0,NONE
1557365537737,0,NONE
1557365597735,0,NONE
1557365657750,0,NONE
1557365717735,0,NONE
1557365777739,0,NONE
1557365837741,0,NONE
1557365897735,0,NONE
1557365957734,0,NONE
1557366017732,0,NONE
1557366077731,0,NONE
1557366137732,0,NONE
1557366197739,0,NONE
1557366257731,0,NONE
1557366317738,0,NONE
1557366377755,0,NONE
1557366437736,0,NONE
1557366497745,0,NONE
1557366557775,0,NONE
1557366617755,0,NONE
1557366677755,0,NONE
1557366737754,0,NONE
1557366797753,0,NONE
1557366857753,0,NONE
1557366917754,0,NONE
1557366977752,0,NONE
1557367037773,0,NONE
1557367097761,0,NONE
1557367157754,0,NONE
1557367217751,0,NONE
1557367277751,0,NONE
1557367337758,0,NONE
1557367397750,0,NONE
1557367457755,0,NONE
1557367517770,0,NONE
1557367577749,0,NONE
1557367637759,0,NONE
1557367697749,0,NONE
1557367757747,0,NONE
1557367817754,0,NONE
1557367877747,0,NONE
1557367937753,0,NONE
1557367997767,0,NONE
1557368057746,0,NONE
1557368117758,0,NONE
1557368177747,0,NONE
1557368237748,0,NONE
1557368297751,0,NONE
1557368357745,0,NONE
1557368417744,0,NONE
1557368477765,0,NONE
1557368537769,0,NONE
1557368597769,0,NONE
1557368657767,0,NONE
1557368717748,0,NONE
1557368777768,0,NONE
1557368837766,0,NONE
1557368897767,0,NONE
1557368957765,0,NONE
1557369017766,0,NONE
1557369077766,0,NONE
1557369137765,0,NONE
1557369197764,0,NONE
1557369257757,0,NONE
1557369317765,0,NONE
1557369377764,0,LOW
1557369437760,0,NONE
1557369497764,0,NONE
1557369557762,0,NONE
1557369617770,0,NONE
1557369677763,0,NONE
1557369737764,0,NONE
1557369797764,0,NONE
1557369857768,0,NONE
1557369917758,0,NONE
1557369977762,0,NONE
1557370037767,0,NONE
1557370097761,0,NONE
1557370157761,0,NONE
1557370217761,0,NONE
1557370277765,0,NONE
1557370337768,0,NONE
1557370397756,0,NONE
1557370457762,0,NONE
1557370517760,0,NONE
1557370577763,0,NONE
1557370637840,0,NONE
1557370697759,0,NONE
1557370757759,0,NONE
1557370817783,0,NONE
1557370877783,0,NONE
1557370937780,0,NONE
1557370997783,0,LOW
1557371057784,0,NONE
1557371117782,0,NONE
1557371177782,0,NONE
1557371237785,0,NONE
1557371297782,0,NONE
1557371357783,0,NONE
1557371417781,0,NONE
1557371477782,0,NONE
1557371537782,0,NONE
1557371597782,0,NONE
1557371657781,0,NONE
1557371717781,0,NONE
1557371777793,0,NONE
1557371837781,0,NONE
1557371897780,0,NONE
1557371957780,0,NONE
1557372017779,0,NONE
1557372077781,0,NONE
1557372137782,0,NONE
1557372197781,0,NONE
1557372257790,0,NONE
1557372317780,0,NONE
1557372377781,0,NONE
1557372437785,0,NONE
1557372497787,0,NONE
1557372557781,0,NONE
1557372617779,0,NONE
1557372677786,0,NONE
