timestamp,TotalSteps,StepsToday
1557794726543,39158,0
1557794727580,39158,0
1557794728569,39158,0
1557794729568,39158,0
1557794730570,39158,0
1557794731587,39158,0
1557794732596,39158,0
1557794733593,39158,0
1557794734618,39158,0
1557794735619,39158,0
1557794736619,39158,0
1557794737643,39158,0
1557794738643,39158,0
1557794739643,39158,0
1557794740668,39158,0
1557794741668,39158,0
1557794742694,39158,0
1557794743675,39158,0
1557794744697,39158,0
1557794745722,39158,0
1557794746694,39158,0
1557794747709,39158,0
1557794748724,39158,0
1557794749744,39158,0
1557794750745,39158,0
1557794751745,39158,0
1557794752770,39158,0
1557794753775,39158,0
1557794754793,39158,0
1557794755795,39158,0
1557794756793,39158,0
1557794757818,39158,0
1557794758819,39158,0
1557794759844,39158,0
1557794760819,39158,0
1557794761844,39158,0
1557794762844,39158,0
1557794763869,39158,0
1557794764869,39158,0
1557794765869,39158,0
1557794766894,39158,0
1557794767894,39158,0
1557794768898,39158,0
1557794769904,39158,0
1557794770919,39158,0
1557794771944,39158,0
1557794772944,39158,0
1557794773944,39158,0
1557794774968,39158,0
1557794775967,39158,0
1557794776969,39158,0
1557794777973,39158,0
1557794778994,39158,0
1557794779993,39158,0
1557794781018,39158,0
1557794782079,39158,0
1557794783075,39158,0
1557794784075,39158,0
1557794785071,39158,0
1557794786083,39158,0
1557794787102,39158,0
1557794788068,39158,0
1557794789093,39158,0
1557794790093,39158,0
1557794791088,39158,0
1557794792096,39158,0
1557794793139,39158,0
1557794794122,39158,0
1557794795143,39158,0
1557794796143,39158,0
1557794797142,39158,0
1557794798168,39158,0
1557794799168,39158,0
1557794800193,39158,0
1557794801193,39158,0
1557794802193,39158,0
1557794803201,39158,0
1557794804219,39158,0
1557794805245,39158,0
1557794806243,39158,0
1557794807255,39158,0
1557794808267,39158,0
1557794809268,39158,0
1557794810287,39158,0
1557794811292,39158,0
1557794812293,39158,0
1557794813296,39158,0
1557794814317,39158,0
1557794815321,39158,0
1557794816321,39158,0
1557794817343,39158,0
1557794818343,39158,0
1557794819345,39158,0
1557794820369,39158,0
1557794821371,39158,0
1557794822470,39158,0
1557794823392,39158,0
1557794824392,39158,0
1557794825418,39158,0
1557794826417,39158,0
1557794827470,39158,0
1557794828444,39158,0
1557794829443,39158,0
1557794830446,39158,0
1557794831468,39158,0
1557794832475,39158,0
1557794833468,39158,0
1557794834493,39158,0
1557794835495,39158,0
1557794836493,39158,0
1557794837570,39158,0
1557794838518,39158,0
1557794839544,39158,0
1557794840542,39158,0
1557794841538,39158,0
1557794842587,39158,0
1557794843568,39158,0
1557794844568,39158,0
1557794845567,39158,0
1557794846592,39158,0
1557794847672,39158,0
1557794848594,39158,0
1557794849617,39158,0
1557794850617,39158,0
1557794851617,39158,0
1557794852661,39158,0
1557794853642,39158,0
1557794854667,39158,0
1557794855667,39158,0
1557794856675,39158,0
1557794857674,39158,0
1557794858692,39158,0
1557794859718,39158,0
1557794860720,39158,0
1557794861718,39158,0
1557794862757,39158,0
1557794863742,39158,0
1557794864742,39158,0
1557794865746,39158,0
1557794866768,39158,0
1557794867865,39158,0
1557794868792,39158,0
1557794869772,39158,0
1557794870792,39158,0
1557794871793,39158,0
1557794872809,39158,0
1557794873817,39158,0
1557794874819,39158,0
1557794875843,39158,0
1557794876847,39158,0
1557794877875,39158,0
1557794878868,39158,0
1557794879867,39158,0
1557794880870,39158,0
1557794881892,39158,0
1557794882903,39158,0
1557794883893,39158,0
1557794884918,39158,0
1557794885918,39158,0
1557794886943,39158,0
1557794887944,39158,0
1557794888942,39158,0
1557794889942,39158,0
1557794890944,39158,0
1557794891970,39158,0
1557794892970,39158,0
1557794893995,39158,0
1557794894994,39158,0
1557794895994,39158,0
1557794897019,39158,0
1557794898000,39158,0
1557794899019,39158,0
1557794900024,39158,0
1557794901044,39158,0
1557794902069,39158,0
1557794903044,39158,0
1557794904069,39158,0
1557794905068,39158,0
1557794906092,39158,0
1557794907094,39158,0
1557794908094,39158,0
1557794909118,39158,0
1557794910128,39158,0
1557794911119,39158,0
1557794912144,39158,0
1557794913157,39158,0
1557794914143,39158,0
1557794915169,39158,0
1557794916169,39158,0
1557794917194,39158,0
1557794918195,39158,0
1557794919193,39158,0
1557794920194,39158,0
1557794921200,39158,0
1557794922228,39158,0
1557794923219,39158,0
1557794924245,39158,0
1557794925250,39158,0
1557794926250,39158,0
1557794927269,39158,0
1557794928274,39158,0
1557794929281,39158,0
1557794930285,39158,0
1557794931294,39158,0
1557794932319,39158,0
1557794933293,39158,0
1557794934319,39158,0
1557794935319,39158,0
1557794936344,39158,0
1557794937344,39158,0
1557794938343,39158,0
1557794939369,39158,0
1557794940383,39158,0
1557794941394,39158,0
1557794942394,39158,0
1557794943409,39158,0
1557794944394,39158,0
1557794945394,39158,0
1557794946419,39158,0
1557794947418,39158,0
1557794948423,39158,0
1557794949444,39158,0
1557794950445,39158,0
1557794951473,39158,0
1557794952515,39158,0
1557794953577,39158,0
1557794954471,39158,0
1557794955476,39158,0
1557794956573,39158,0
1557794957517,39158,0
1557794958518,39158,0
1557794959518,39158,0
1557794960523,39158,0
1557794961546,39158,0
1557794962552,39158,0
1557794963568,39158,0
1557794964568,39158,0
1557794965568,39158,0
1557794966592,39158,0
1557794967593,39158,0
1557794968592,39158,0
1557794969617,39158,0
1557794970592,39158,0
1557794971617,39158,0
1557794972642,39158,0
1557794973642,39158,0
1557794974669,39170,12
1557794975643,39170,12
1557794976687,39172,14
1557794977671,39172,14
1557794978692,39172,14
1557794979694,39172,14
1557794980693,39172,14
1557794981718,39172,14
1557794982717,39172,14
1557794983718,39172,14
1557794984742,39172,14
1557794985742,39172,14
1557794986746,39172,14
1557794987742,39172,14
1557794988767,39172,14
1557794989769,39172,14
1557794990770,39172,14
1557794991792,39172,14
1557794992794,39172,14
1557794993817,39172,14
1557794994809,39172,14
1557794995822,39172,14
1557794996843,39172,14
1557794997842,39172,14
1557794998867,39172,14
1557794999870,39172,14
1557795000867,39172,14
1557795001867,39172,14
1557795002867,39172,14
1557795003892,39172,14
1557795004892,39172,14
1557795005892,39172,14
1557795006960,39172,14
1557795007917,39172,14
1557795008943,39172,14
1557795009942,39172,14
1557795010943,39172,14
1557795011962,39172,14
1557795012967,39172,14
1557795013967,39172,14
1557795014993,39172,14
1557795015970,39172,14
1557795017073,39172,14
1557795017992,39172,14
1557795019018,39172,14
1557795020019,39172,14
1557795021019,39172,14
1557795022071,39172,14
1557795023043,39172,14
1557795024069,39172,14
1557795025053,39172,14
1557795026068,39172,14
1557795027108,39172,14
1557795028094,39172,14
1557795029094,39172,14
1557795030102,39172,14
1557795031095,39172,14
1557795032119,39172,14
1557795033119,39172,14
1557795034144,39172,14
1557795035144,39172,14
1557795036145,39172,14
1557795037169,39172,14
1557795038187,39172,14
1557795039169,39172,14
1557795040192,39172,14
1557795041193,39172,14
1557795042218,39172,14
1557795043219,39172,14
1557795044219,39172,14
1557795045223,39172,14
1557795046231,39172,14
1557795047244,39172,14
1557795048244,39172,14
1557795049268,39172,14
1557795050255,39172,14
1557795051269,39172,14
1557795052294,39172,14
1557795053300,39172,14
1557795054298,39172,14
1557795055309,39172,14
1557795056319,39172,14
1557795057329,39172,14
1557795058319,39172,14
1557795059344,39172,14
1557795060344,39172,14
1557795061344,39172,14
1557795062369,39172,14
1557795063368,39172,14
1557795064394,39172,14
1557795065383,39172,14
1557795066394,39172,14
1557795067418,39172,14
1557795068419,39172,14
1557795069419,39172,14
1557795070420,39172,14
1557795071444,39182,24
1557795072451,39184,26
1557795073446,39186,28
1557795074469,39188,30
1557795075468,39190,32
1557795076494,39190,32
1557795077493,39190,32
1557795078497,39190,32
1557795079495,39190,32
1557795080498,39192,34
1557795081519,39192,34
1557795082543,39192,34
1557795083519,39192,34
1557795084545,39194,36
1557795085543,39194,36
1557795086569,39194,36
1557795087569,39194,36
1557795088569,39194,36
1557795089594,39194,36
1557795090608,39194,36
1557795091593,39194,36
1557795092620,39194,36
1557795093600,39194,36
1557795094619,39194,36
1557795095625,39194,36
1557795096643,39194,36
1557795097645,39194,36
1557795098643,39194,36
1557795099668,39194,36
1557795100669,39194,36
1557795101674,39194,36
1557795102694,39194,36
1557795103700,39194,36
1557795104717,39194,36
1557795105718,39194,36
1557795106718,39194,36
1557795107742,39194,36
1557795108717,39194,36
1557795109742,39194,36
1557795110746,39194,36
1557795111767,39194,36
1557795112768,39194,36
1557795113767,39194,36
1557795114792,39194,36
1557795115792,39194,36
1557795116792,39194,36
1557795117818,39194,36
1557795118817,39194,36
1557795119845,39194,36
1557795120842,39194,36
1557795121842,39194,36
1557795122842,39194,36
1557795123842,39194,36
1557795124868,39194,36
1557795125868,39194,36
1557795126867,39194,36
1557795127901,39194,36
1557795128897,39194,36
1557795129918,39194,36
1557795130918,39194,36
1557795131917,39194,36
1557795132918,39194,36
1557795133919,39194,36
1557795134944,39194,36
1557795135951,39194,36
1557795136943,39194,36
1557795137968,39194,36
1557795138969,39194,36
1557795139993,39194,36
1557795140994,39194,36
1557795141995,39194,36
1557795143001,39194,36
1557795144019,39194,36
1557795145019,39194,36
1557795146025,39194,36
1557795147025,39194,36
1557795148046,39194,36
1557795149049,39194,36
1557795150069,39194,36
1557795151069,39194,36
1557795152069,39194,36
1557795153093,39194,36
1557795154094,39194,36
1557795155119,39194,36
1557795156118,39194,36
1557795157117,39194,36
1557795158118,39194,36
1557795159143,39194,36
1557795160143,39194,36
1557795161168,39194,36
1557795162143,39194,36
1557795163169,39194,36
1557795164169,39194,36
1557795165193,39194,36
1557795166194,39194,36
1557795167194,39194,36
1557795168193,39194,36
1557795169220,39194,36
1557795170218,39194,36
1557795171249,39194,36
1557795172218,39194,36
1557795173244,39194,36
1557795174244,39194,36
1557795175269,39194,36
1557795176277,39194,36
1557795177267,39194,36
1557795178267,39194,36
1557795179313,39194,36
1557795180292,39194,36
1557795181369,39204,46
1557795182317,39206,48
1557795183321,39208,50
1557795184323,39210,52
1557795185342,39210,52
1557795186367,39212,54
1557795187347,39214,56
1557795188368,39216,58
1557795189367,39218,60
1557795190368,39220,62
1557795191393,39222,64
1557795192393,39224,66
1557795193397,39226,68
1557795194418,39228,70
1557795195417,39228,70
1557795196445,39230,72
1557795197423,39232,74
1557795198443,39234,76
1557795199467,39236,78
1557795200442,39238,80
1557795201467,39240,82
1557795202468,39242,84
1557795203468,39244,86
1557795204586,39244,86
1557795205492,39246,88
1557795206518,39248,90
1557795207538,39250,92
1557795208508,39252,94
1557795209526,39254,96
1557795210519,39256,98
1557795211542,39258,100
1557795212550,39258,100
1557795213568,39260,102
1557795214568,39262,104
1557795215568,39264,106
1557795216594,39266,108
1557795217593,39268,110
1557795218607,39270,112
1557795219618,39270,112
1557795220617,39272,114
1557795221630,39274,116
1557795222670,39276,118
1557795223644,39278,120
1557795224644,39278,120
1557795225650,39280,122
1557795226679,39282,124
1557795227674,39282,124
1557795228673,39282,124
1557795229692,39282,124
1557795230701,39282,124
1557795231768,39282,124
1557795232696,39282,124
1557795233717,39282,124
1557795234742,39282,124
