timestamp,UVExposureToday,UVIndexLevel
1557449152248,0,NONE
1557449212247,0,NONE
1557449272247,0,NONE
1557449332248,0,LOW
1557449392248,0,LOW
1557449452245,0,LOW
1557449512245,0,LOW
1557449572245,0,LOW
1557449632245,0,LOW
1557449692245,0,LOW
1557449752245,0,NONE
1557449812246,0,NONE
1557449872240,0,NONE
1557449932245,0,NONE
1557449992244,0,NONE
1557450052251,0,NONE
1557450112244,0,NONE
1557450172244,0,NONE
1557450232243,0,NONE
1557450292243,0,NONE
1557450352241,0,NONE
1557450412241,0,NONE
1557450472242,0,NONE
1557450532241,0,NONE
1557450592241,0,NONE
1557450652246,0,NONE
1557450712247,0,NONE
1557450772248,0,NONE
1557450832244,0,NONE
1557450892242,0,NONE
1557450952245,0,NONE
1557451012239,0,NONE
1557451072237,0,NONE
1557451132245,0,NONE
1557451192241,0,NONE
1557451252237,0,NONE
1557451312244,0,NONE
1557451372241,0,NONE
1557451432261,0,NONE
1557451492260,0,NONE
1557451552263,0,NONE
1557451612253,0,NONE
1557451672246,0,NONE
1557451732258,0,NONE
1557451792258,0,NONE
1557451852257,0,NONE
1557451912258,0,NONE
1557451972257,0,NONE
1557452032258,0,NONE
1557452092262,0,NONE
1557452152255,0,NONE
1557452212255,0,NONE
1557452272254,0,NONE
1557452332255,0,NONE
1557452392254,0,NONE
1557452452260,0,NONE
1557452512256,0,NONE
1557452572253,0,NONE
1557452632258,0,NONE
1557452692258,0,NONE
1557452752252,0,NONE
1557452812252,0,NONE
1557452872251,0,NONE
1557452932266,0,NONE
1557452992258,0,NONE
1557453052259,0,NONE
1557453112250,0,NONE
1557453172250,0,NONE
1557453232250,0,NONE
1557453292249,0,NONE
1557453352254,0,NONE
1557453412248,0,NONE
1557453472250,0,NONE
1557453532273,0,NONE
1557453592255,0,NONE
1557453652252,0,NONE
1557453712252,0,NONE
1557453772251,0,NONE
1557453832270,0,NONE
1557453892270,0,NONE
1557453952268,0,NONE
1557454012269,0,NONE
1557454072269,0,NONE
1557454132268,0,NONE
1557454192271,0,NONE
1557454252269,0,NONE
1557454312276,0,NONE
1557454372269,0,NONE
1557454432269,0,NONE
1557454492269,0,NONE
1557454552268,0,NONE
