timestamp,rxKiloBytes,txKiloBytes,duration
1557446400110,16,18,15000
1557446415146,1,1,15000
1557446430168,318,84,15000
1557446445179,173,34,15000
1557446500412,720,59,15000
1557446515428,202,10,15000
1557446530446,72,14,15000
1557446545466,70,20,15000
1557446560493,125,41,15000
1557446575518,707,44,15000
1557446590539,1602,41,15000
1557446605562,0,0,15000
1557446620600,803,37,15000
1557446635636,0,0,15000
1557446650653,202,12,15000
1557446665672,326,30,15000
1557446680698,149,27,15000
1557446695726,128,21,15000
1557446710768,1,1,15000
1557446725803,33,22,15000
1557446740823,1,1,15000
1557446755839,22,13,15000
1557446770852,101,23,15000
1557446785873,275,20,15000
1557446800885,39,25,15000
1557446815904,1,1,15000
1557446830933,0,0,15000
1557446845954,44,17,15000
1557446860984,409,28,15000
1557446876015,1054,58,15000
1557446891151,320,31,15000
1557446906172,991,23,15000
1557446921200,76,29,15000
1557446936212,1,1,15000
1557446951235,43,8,15000
1557446966255,0,0,15000
1557446981289,0,0,15000
1557446996318,0,0,15000
1557447011333,0,0,15000
1557447026350,0,0,15000
1557447041372,0,0,15000
1557447056392,0,0,15000
1557447071427,41,3,15000
1557447086441,2,3,15000
1557447101456,0,0,15000
1557447116482,0,0,15000
1557447131503,0,0,15000
1557447146533,31,3,15000
1557447161560,0,0,15000
1557447176578,0,0,15000
1557447191598,0,0,15000
1557447206626,23,29,15000
1557447221645,0,0,15000
1557447236668,0,0,15000
1557447251705,5,4,15000
1557447266722,0,0,15000
1557447281734,0,0,15000
1557447296748,576,28,15000
1557447311773,0,0,15000
1557447326794,183,22,15000
1557447341826,8207,207,15000
1557447356852,64,8,15000
1557447371868,0,0,15000
1557447386902,0,0,15000
1557447401929,0,0,15000
1557447416948,0,0,15000
1557447431980,23,3,15000
1557447447006,6,4,15000
1557447462047,0,0,15000
1557447477078,1154,63,15000
1557447492104,2,2,15000
1557447507125,1364,55,15000
1557447522136,621,33,15000
1557447537181,3,8,15000
1557447552199,361,28,15000
1557447567233,765,52,15000
1557447582250,8,4,15000
1557447597268,8,2,15000
