timestamp,Temperature
1557794726370,24.0699996948
1557794729393,26.7399997711
1557794759500,27.5699996948
1557794789596,28.2600002289
1557794819643,28.7199993134
1557794849742,29.0100002289
1557794879817,29.2700004578
1557794909898,29.6299991608
1557794939969,29.9099998474
1557794970067,30.0599994659
1557795000142,30.0900001526
1557795030218,30.1599998474
1557795060296,30.2900009155
1557795090394,30.1299991608
1557795120467,29.8899993896
1557795150543,29.6299991608
1557795180642,29.4699993134
1557795210719,29.2700004578
1557795240792,29.2000007629
1557795270867,29.3199996948
1557795300945,29.4599990845
1557795331042,29.6100006104
1557795361123,29.7399997711
1557795391193,29.8199996948
1557795416650,29.8199996948
1557795421300,29.8099994659
1557795451374,29.9099998474
1557795481448,29.9500007629
1557795511525,29.9799995422
1557795541623,30.0400009155
1557795571698,30.0599994659
1557795601779,30.1000003815
1557795631874,30.2000007629
1557795661948,30.3799991608
1557795692028,30.5699996948
1557795722098,30.7399997711
1557795752177,30.9099998474
1557795782275,31.1499996185
1557795812347,31.3299999237
1557795842432,31.5200004578
1557795872515,31.6900005341
1557795902598,31.7700004578
1557795932673,31.9699993134
1557795962748,32.2200012207
1557795992859,32.4500007629
1557796022924,32.6199989319
1557796053004,32.8199996948
1557796083080,33.0299987793
1557796113174,33.1899986267
1557796143248,33.2799987793
1557796173335,33.3499984741
1557796203430,33.4300003052
1557796233498,33.5
1557796263573,33.5
1557796293656,33.5299987793
1557796323764,33.5400009155
1557796353823,33.5699996948
1557796383902,33.6100006104
1557796413998,33.6300010681
1557796444088,33.6599998474
1557796474148,33.7099990845
1557796504222,33.7599983215
1557796534302,33.8400001526
1557796564398,33.9000015259
1557796594472,33.9399986267
1557796624547,33.9700012207
1557796654647,33.9900016785
1557796684722,34.0299987793
1557796714799,34.0299987793
1557796744921,33.8899993896
1557796774972,33.7900009155
1557796805049,33.7900009155
1557796835122,33.7400016785
1557796865224,33.6500015259
1557796895297,33.5900001526
1557796925373,33.0099983215
1557796955448,32.9099998474
1557796985548,32.7900009155
1557797015623,32.6500015259
1557797045703,32.4399986267
1557797075787,32.2700004578
1557797105872,32.1699981689
1557797135964,32.0999984741
1557797166022,32.1199989319
1557797196105,32.1500015259
1557797226195,32.1599998474
1557797256271,32.2099990845
1557797286347,32.2999992371
1557797316447,32.4000015259
1557797346522,32.3899993896
1557797376596,32.3699989319
1557797406696,32.3199996948
1557797436771,32.2999992371
1557797466846,32.2700004578
1557797496921,32.2700004578
1557797527011,32.2799987793
1557797557096,32.3499984741
1557797587170,32.3699989319
1557797617245,32.4099998474
1557797647350,32.4599990845
1557797677419,32.5200004578
1557797707500,32.6399993896
1557797737595,32.7000007629
1557797767669,32.7200012207
1557797797744,32.7200012207
1557797827819,32.7299995422
1557797857919,32.7299995422
1557797887993,32.7200012207
1557797918067,32.7400016785
1557797948142,32.7900009155
1557797978242,32.8100013733
1557798008318,32.75
1557798038407,32.7200012207
1557798068468,32.6800003052
1557798098568,32.6699981689
1557798128643,32.6800003052
1557798158717,32.7000007629
1557798188818,32.7200012207
1557798218892,32.7400016785
1557798248967,32.7400016785
1557798279042,32.7400016785
1557798309144,32.7799987793
1557798339217,32.8499984741
1557798369293,32.8499984741
1557798399368,32.8600006104
1557798429467,32.8699989319
1557798459574,32.8699989319
1557798489623,32.8499984741
1557798519698,32.8100013733
1557798549793,32.8300018311
1557798579888,32.8699989319
1557798609942,32.9399986267
1557798640041,33.0499992371
1557798670118,33.1199989319
1557798700201,33.1800003052
1557798730279,33.1500015259
1557798760384,33.1399993896
1557798790441,33.0699996948
1557798820520,33.0099983215
1557798850617,33.0099983215
1557798880687,33.0400009155
1557798910765,33.0299987793
1557798940843,33.0099983215
1557798970941,33
1557799001016,33.0099983215
1557799031090,33
1557799061165,32.8899993896
1557799091269,32.7900009155
1557799121340,32.7000007629
1557799151416,32.7000007629
1557799181515,32.6100006104
1557799211590,32.6100006104
1557799241666,32.5900001526
1557799271741,32.5699996948
1557799301821,32.5699996948
1557799331915,32.5400009155
1557799361997,32.5200004578
1557799392065,32.5
1557799422164,32.5200004578
1557799452240,32.4799995422
1557799482315,32.4199981689
1557799512415,32.2599983215
1557799542489,32.2400016785
1557799572578,32.0499992371
1557799602643,32
1557799632739,32
1557799662814,31.9699993134
1557799692889,31.9400005341
1557799722964,31.9400005341
1557799753065,31.7999992371
1557799783138,31.7900009155
1557799813219,31.8099994659
1557799843312,31.8899993896
1557799873387,31.9699993134
1557799903462,32.0999984741
1557799933537,32.2400016785
1557799963637,32.3699989319
1557799993712,32.4500007629
1557800023788,32.5200004578
1557800053868,32.5699996948
1557800083961,32.6100006104
1557800114029,32.6100006104
1557800144128,32.6800003052
1557800174211,32.6899986267
1557800204287,32.7000007629
1557800234362,32.75
1557800264462,32.8100013733
1557800294537,32.8300018311
1557800324618,32.8699989319
1557800354699,32.8499984741
1557800384762,32.8300018311
1557800414862,32.8600006104
1557800444936,33.0099983215
1557800475019,33.0499992371
1557800505086,33.1199989319
1557800535178,33.1399993896
1557800565259,33.2000007629
1557800595337,33.2099990845
1557800625448,33.2200012207
1557800655630,33.2299995422
1557800685577,33.2900009155
1557800715663,33.3499984741
1557800745759,33.4399986267
1557800775834,33.4199981689
1557800805909,33.3800010681
1557800835984,33.3300018311
1557800866091,33.2700004578
1557800896160,33.2999992371
1557800926241,33.3800010681
1557800956334,33.5299987793
1557800986409,33.6399993896
1557801016489,33.7000007629
1557801046559,33.7400016785
1557801076659,33.7900009155
1557801106736,33.7900009155
1557801136808,33.7200012207
1557801166883,33.6100006104
1557801196988,33.4900016785
1557801227061,33.3800010681
