timestamp,type
1557360656875,SCREEN_ON
1557360668491,POWER_DISCONNECTED
1557360674943,UNLOCK
1557362755961,SCREEN_OFF
1557362764098,SCREEN_ON
1557362766817,SCREEN_OFF
1557362795296,UNLOCK
1557362795838,SCREEN_ON
1557362815838,SCREEN_OFF
1557362821297,UNLOCK
1557362821721,SCREEN_ON
1557362899066,SCREEN_OFF
1557362937652,SCREEN_ON
1557362948402,SCREEN_OFF
1557362950721,UNLOCK
1557362950925,SCREEN_ON
1557362989318,SCREEN_OFF
1557363473435,SCREEN_ON
1557363475345,UNLOCK
1557363531354,SCREEN_OFF
1557363627503,UNLOCK
1557363627584,SCREEN_ON
1557363734137,SCREEN_OFF
1557363838819,UNLOCK
1557363839121,SCREEN_ON
1557364235325,SCREEN_OFF
1557364297006,UNLOCK
1557364297337,SCREEN_ON
1557364328860,SCREEN_OFF
1557365097616,UNLOCK
1557365097814,SCREEN_ON
1557365195732,SCREEN_OFF
1557365261920,UNLOCK
1557365262248,SCREEN_ON
1557365281057,UNLOCK
1557365281341,SCREEN_OFF
1557365281537,SCREEN_ON
1557365308826,SCREEN_OFF
1557366792615,UNLOCK
1557366792739,SCREEN_ON
1557366795605,SCREEN_OFF
1557367028689,UNLOCK
1557367028912,SCREEN_ON
1557367035281,SCREEN_OFF
1557369252422,SCREEN_ON
1557369252608,UNLOCK
1557369280876,SCREEN_OFF
1557369545478,UNLOCK
1557369545758,SCREEN_ON
1557369572351,SCREEN_OFF
1557371122381,UNLOCK
1557371122700,SCREEN_ON
1557371193566,SCREEN_OFF
1557371349790,UNLOCK
1557371349994,SCREEN_ON
1557371383555,SCREEN_OFF
1557374838193,UNLOCK
1557374838463,SCREEN_ON
1557374889827,SCREEN_OFF
1557376346141,UNLOCK
1557376346569,SCREEN_ON
1557376373175,SCREEN_OFF
1557376511588,SCREEN_ON
1557376518990,UNLOCK
1557376552712,SCREEN_OFF
1557378070613,SCREEN_ON
1557378074735,UNLOCK
1557378094118,SCREEN_OFF
1557379105292,UNLOCK
1557379105522,SCREEN_ON
1557379198695,SCREEN_OFF
1557379292931,UNLOCK
1557379293121,SCREEN_ON
1557379304298,SCREEN_OFF
1557379377982,UNLOCK
