timestamp,transitionType
1556582499513,EXIT_ON_BICYCLE
1556582499513,ENTER_WALKING
1556582547308,EXIT_WALKING
1556582547308,ENTER_STILL
1556582609708,EXIT_STILL
1556582609708,ENTER_WALKING
1556582640213,EXIT_WALKING
1556582640213,ENTER_IN_VEHICLE
1556583453732,EXIT_IN_VEHICLE
1556583453732,ENTER_STILL
1556586985218,EXIT_STILL
1556586985218,ENTER_WALKING
1556587028023,EXIT_WALKING
1556587028023,ENTER_STILL
1556589947014,EXIT_STILL
1556589947014,ENTER_WALKING
1556590032070,EXIT_WALKING
1556590032070,ENTER_STILL
1556590870464,EXIT_STILL
1556590870464,ENTER_WALKING
1556590910502,EXIT_WALKING
1556590910502,ENTER_STILL
1556590979074,EXIT_STILL
1556590979074,ENTER_IN_VEHICLE
1556591880144,EXIT_IN_VEHICLE
1556591880144,ENTER_STILL
1556593351971,EXIT_STILL
1556593351971,ENTER_WALKING
1556593714011,EXIT_WALKING
1556593714011,ENTER_STILL
1556594801288,EXIT_STILL
1556594801288,ENTER_WALKING
1556594901097,EXIT_WALKING
1556594901097,ENTER_STILL
1556594929138,EXIT_STILL
1556594929138,ENTER_WALKING
1556595140500,EXIT_WALKING
1556595140500,ENTER_ON_BICYCLE
1556595345872,EXIT_ON_BICYCLE
1556595345872,ENTER_WALKING
1556595404667,EXIT_WALKING
1556595404667,ENTER_STILL
1556596662433,EXIT_STILL
1556596662433,ENTER_WALKING
1556596724223,EXIT_WALKING
1556596724223,ENTER_STILL
1556596752864,EXIT_STILL
1556596752864,ENTER_WALKING
1556596830494,EXIT_WALKING
1556596830494,ENTER_ON_BICYCLE
1556596922398,EXIT_ON_BICYCLE
1556596922398,ENTER_WALKING
1556597021053,EXIT_WALKING
1556597021053,ENTER_STILL
1556601102268,EXIT_STILL
1556601102268,ENTER_WALKING
1556601347363,EXIT_WALKING
1556601347363,ENTER_STILL
1556601457747,EXIT_STILL
1556601457747,ENTER_WALKING
1556601699246,EXIT_WALKING
1556601699246,ENTER_STILL
1556613618084,EXIT_STILL
1556613618084,ENTER_WALKING
1556613829150,EXIT_WALKING
1556613829150,ENTER_STILL
1556615672398,EXIT_STILL
1556615672398,ENTER_WALKING
1556615874493,EXIT_WALKING
1556615874493,ENTER_STILL
1556617094125,EXIT_STILL
1556617094125,ENTER_WALKING
1556617147727,EXIT_WALKING
1556617147727,ENTER_STILL
1556617686161,EXIT_STILL
1556617686161,ENTER_WALKING
1556617753238,EXIT_WALKING
1556617753238,ENTER_STILL
1556625286353,EXIT_WALKING
1556625286353,ENTER_STILL
1556625335062,EXIT_STILL
1556625335062,ENTER_WALKING
1556625380894,EXIT_WALKING
1556625380894,ENTER_STILL
1556628876962,EXIT_STILL
1556628876962,ENTER_WALKING
1556629612067,EXIT_WALKING
1556629612067,ENTER_STILL
1556632462268,EXIT_STILL
1556632462268,ENTER_WALKING
1556632522701,EXIT_WALKING
1556632522701,ENTER_STILL
1556632568280,EXIT_STILL
1556632568280,ENTER_IN_VEHICLE
1556632971501,EXIT_IN_VEHICLE
1556632971501,ENTER_WALKING
1556633073868,EXIT_WALKING
1556633073868,ENTER_STILL
1556633367275,EXIT_STILL
1556633367275,ENTER_WALKING
1556633805636,EXIT_WALKING
1556633805636,ENTER_STILL
1556634824348,EXIT_STILL
1556634824348,ENTER_WALKING
1556634883538,EXIT_WALKING
1556634883538,ENTER_STILL
1556635992286,EXIT_STILL
1556635992286,ENTER_WALKING
1556637084333,EXIT_WALKING
1556637084333,ENTER_STILL
1556637150452,EXIT_STILL
1556637150452,ENTER_WALKING
1556637377108,EXIT_WALKING
1556637377108,ENTER_STILL
1556639141418,EXIT_STILL
1556639141418,ENTER_IN_VEHICLE
1556640582501,EXIT_IN_VEHICLE
1556640582501,ENTER_WALKING
1556640893260,EXIT_WALKING
1556640893260,ENTER_STILL
1556642593640,EXIT_STILL
1556642593640,ENTER_WALKING
1556642716427,EXIT_WALKING
1556642716427,ENTER_STILL
1556668478767,EXIT_STILL
1556668478767,ENTER_ON_BICYCLE
1556668669720,EXIT_ON_BICYCLE
1556668669720,ENTER_WALKING
1556668749053,EXIT_WALKING
1556668749053,ENTER_STILL
1556668780402,EXIT_STILL
1556668780402,ENTER_WALKING
